Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
21:00 - 21:15,-160.00,9.58,-1.00,27.21,0.00,28.74
21:15 - 21:30,-97.00,9.58,-1.00,25.67,0.00,57.48
21:30 - 21:45,-30.00,28.74,-1.00,23.95,0.00,143.70
21:45 - 22:00,30.66,54.60,-1.00,22.99,0.00,-10.00
22:00 - 22:15,58.44,96.75,-1.00,21.08,0.00,19.16
22:15 - 22:30,102.51,104.42,-1.00,20.12,0.00,23.95
22:30 - 22:45,23.95,98.67,-1.00,18.49,0.00,19.16
22:45 - 23:00,76.64,91.97,-1.00,17.24,0.00,14.37
23:00 - 23:15,94.84,77.60,-1.00,16.29,0.00,9.58
23:15 - 23:30,96.75,73.77,-1.00,14.37,0.00,4.79
23:30 - 23:45,106.34,86.22,-1.00,12.74,0.00,18.20
23:45 - 24:00,98.68,84.30,-1.00,12.74,0.00,11.50
