Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
10:00 - 10:15,15.39,-28.00,11.35,-45.00,-60.00
10:15 - 10:30,10.58,-25.00,11.35,-45.00,19.24
10:30 - 10:45,31.75,12.51,10.97,-20.00,71.18
10:45 - 11:00,48.10,9.62,9.81,-20.00,66.38
11:00 - 11:15,58.68,40.40,10.87,-5.00,86.59
11:15 - 11:30,74.07,36.56,10.49,-5.00,91.39
11:30 - 11:45,131.80,9.62,9.52,-5.00,74.07
11:45 - 12:00,128.91,0.00,8.66,-5.00,57.72
12:00 - 12:15,52.91,0.00,10.58,0.00,25.01
12:15 - 12:30,41.36,0.00,8.18,0.00,41.37
12:30 - 12:45,60.61,24.05,7.98,0.00,33.67
12:45 - 13:00,79.85,33.67,7.41,0.00,35.59
13:00 - 13:15,101.97,0.00,7.70,0.00,57.72
13:15 - 13:30,105.82,0.00,7.70,0.00,57.72
13:30 - 13:45,174.13,0.00,7.02,0.00,88.50
13:45 - 14:00,164.50,0.00,6.73,0.00,79.85
14:00 - 14:15,142.38,9.62,7.02,0.00,109.67
14:15 - 14:30,144.30,9.62,6.73,0.00,110.63
14:30 - 14:45,172.20,10.58,6.06,0.00,83.69
14:45 - 15:00,163.54,14.43,5.29,0.00,99.09
15:00 - 15:15,114.48,4.81,5.10,0.00,115.44
15:15 - 15:30,127.95,11.54,4.81,0.00,114.48
15:30 - 15:45,99.09,0.00,4.81,0.00,126.98
15:45 - 16:00,88.50,0.00,5.77,0.00,127.95
16:00 - 16:15,42.33,0.00,6.73,0.00,152.96
16:15 - 16:30,17.32,0.00,8.47,0.00,143.33
16:30 - 16:45,39.44,0.00,9.14,-30.00,126.99
16:45 - 17:00,50.02,0.00,10.58,-30.00,131.80
17:00 - 17:15,84.66,0.00,11.06,0.00,129.87
17:15 - 17:30,104.86,0.00,11.54,0.00,121.21
17:30 - 17:45,68.30,0.00,11.74,0.00,111.59
17:45 - 18:00,58.68,0.00,12.79,0.00,96.21
18:00 - 18:15,53.87,74.07,13.85,0.00,36.56
18:15 - 18:30,65.42,80.81,15.97,0.00,35.59
18:30 - 18:45,61.58,59.64,16.35,0.00,34.63
18:45 - 19:00,31.75,41.36,17.32,0.00,33.67
19:00 - 19:15,53.87,0.00,17.32,0.00,52.91
19:15 - 19:30,55.80,0.00,17.32,0.00,62.52
19:30 - 19:45,26.94,0.00,17.32,0.00,65.41
19:45 - 20:00,20.20,0.00,17.32,0.00,50.02
20:00 - 20:15,50.02,0.00,17.32,0.00,35.59
20:15 - 20:30,50.02,0.00,17.32,0.00,77.92
20:30 - 20:45,65.42,57.72,17.32,0.00,98.12
20:45 - 21:00,69.26,57.72,16.35,0.00,101.98
21:00 - 21:15,0.00,65.42,16.35,0.00,88.50
21:15 - 21:30,-46.00,65.42,15.39,0.00,82.73
21:30 - 21:45,-10.00,64.45,15.10,0.00,76.01
21:45 - 22:00,-9.00,63.49,14.33,0.00,71.19
22:00 - 22:15,39.44,73.11,17.03,0.00,94.28
22:15 - 22:30,38.48,80.81,15.39,0.00,94.28
22:30 - 22:45,51.95,92.35,14.05,0.00,101.97
22:45 - 23:00,50.02,93.31,12.70,0.00,89.47
23:00 - 23:15,25.01,99.09,11.83,0.00,96.20
23:15 - 23:30,26.94,92.34,10.97,0.00,76.96
23:30 - 23:45,20.20,88.50,9.72,0.00,33.67
23:45 - 24:00,14.43,82.73,9.14,0.00,14.43
