Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
07:30 - 07:45,-32.00,80.93,7.71,-53.00,0.00,0.00,-78.00
07:45 - 08:00,-55.00,94.42,7.71,-46.66,0.00,0.00,-77.00
08:00 - 08:15,-14.00,103.09,7.71,-59.00,0.00,0.00,-42.00
08:15 - 08:30,-28.00,103.10,5.78,-44.00,0.00,0.00,-40.00
08:30 - 08:45,34.69,96.35,8.19,-29.00,0.00,0.00,-53.00
08:45 - 09:00,18.31,96.35,8.67,-13.00,0.00,0.00,-37.00
09:00 - 09:15,0.00,107.91,9.64,-60.00,0.00,0.00,-61.00
09:15 - 09:30,26.98,115.61,9.64,-49.00,0.00,0.00,-54.00
09:30 - 09:45,19.27,125.25,9.64,-37.00,0.00,0.00,-4.00
09:45 - 10:00,16.38,116.58,8.67,-28.00,0.00,0.00,13.49
10:00 - 10:15,-38.00,87.68,9.15,-24.00,0.00,0.00,48.18
10:15 - 10:30,-10.00,96.35,9.64,-18.00,0.00,0.00,72.26
10:30 - 10:45,-94.00,66.48,6.26,-13.00,0.00,0.00,77.08
10:45 - 11:00,-91.00,66.48,5.30,-9.00,0.00,0.00,86.72
11:00 - 11:15,9.64,92.50,3.85,-8.00,0.00,0.00,57.81
11:15 - 11:30,89.60,78.04,2.41,-8.00,0.00,0.00,28.91
11:30 - 11:45,80.93,108.88,1.16,-20.00,0.00,0.00,33.72
11:45 - 12:00,79.97,110.80,0.00,-13.00,0.00,0.00,43.36
12:00 - 12:15,102.13,119.47,0.00,-12.00,0.00,0.00,9.64
12:15 - 12:30,102.13,125.25,0.00,-17.00,0.00,0.00,9.64
12:30 - 12:45,76.12,143.56,0.00,-17.00,0.00,0.00,38.54
12:45 - 13:00,81.90,184.03,0.00,0.00,0.00,0.00,33.72
13:00 - 13:15,64.55,180.17,9.64,0.00,0.00,0.00,-30.00
13:15 - 13:30,79.01,178.24,9.64,0.00,0.00,0.00,-50.00
13:30 - 13:45,125.26,219.67,9.64,-30.00,0.00,0.00,-20.00
13:45 - 14:00,154.16,221.60,9.64,-32.00,0.00,0.00,-13.00
14:00 - 14:15,75.15,235.09,9.64,-32.00,0.00,0.00,-25.00
14:15 - 14:30,65.52,238.94,9.64,-31.00,0.00,0.00,4.82
14:30 - 14:45,128.15,218.71,9.64,-31.00,0.00,0.00,38.54
14:45 - 15:00,157.05,211.00,9.64,-31.00,0.00,0.00,38.54
15:00 - 15:15,163.80,193.65,10.12,-30.00,0.00,0.00,67.45
15:15 - 15:30,169.58,194.61,10.12,-30.00,0.00,0.00,67.45
15:30 - 15:45,158.98,168.60,10.12,-30.00,0.00,0.00,67.45
15:45 - 16:00,168.60,150.31,10.12,-31.00,0.00,0.00,72.26
16:00 - 16:15,208.12,154.16,9.15,-33.00,0.00,0.00,19.27
16:15 - 16:30,216.79,156.09,9.15,-37.00,0.00,0.00,24.09
16:30 - 16:45,213.89,131.04,8.67,-16.00,0.00,0.00,-30.00
16:45 - 17:00,175.35,133.93,9.64,-19.00,0.00,0.00,-30.00
17:00 - 17:15,129.11,115.62,0.96,-27.00,0.00,0.00,-40.00
17:15 - 17:30,96.35,131.04,-1.00,-36.00,0.00,0.00,-40.00
17:30 - 17:45,85.75,120.44,-2.00,-45.00,0.00,0.00,-44.00
17:45 - 18:00,62.63,130.07,-4.00,-56.00,0.00,0.00,-50.00
18:00 - 18:15,-84.00,60.70,-6.00,-86.00,0.00,0.00,57.81
18:15 - 18:30,-157.00,31.80,-4.00,-95.00,0.00,0.00,-15.00
18:30 - 18:45,-51.00,0.00,-1.00,-95.00,0.00,0.00,-70.00
18:45 - 19:00,-44.00,43.36,0.48,-101.00,0.00,0.00,-55.00
19:00 - 19:15,-124.00,-35.00,1.40,-102.00,0.00,-30.00,-65.00
19:15 - 19:30,-141.00,-60.00,1.16,-102.00,0.00,-30.00,-55.00
19:30 - 19:45,-93.00,-69.00,0.40,-103.00,0.00,-30.00,-110.00
19:45 - 20:00,-55.00,-78.00,0.41,-103.00,0.26,-30.00,-110.00
20:00 - 20:15,-22.00,-119.00,0.30,-103.00,0.24,-30.00,-125.00
20:15 - 20:30,2.17,-93.00,0.31,-103.00,0.13,-30.00,-100.00
20:30 - 20:45,3.33,-102.00,0.45,-103.00,0.29,-22.90,-115.00
20:45 - 21:00,5.35,-108.00,0.46,-102.00,0.32,-22.90,-105.00
21:00 - 21:15,3.06,-91.00,0.88,-80.00,0.00,0.00,-107.00
21:15 - 21:30,8.23,-78.00,0.92,-80.00,0.00,0.00,-115.00
21:30 - 21:45,60.35,-71.00,2.08,-80.00,0.00,0.00,-132.00
21:45 - 22:00,64.35,-69.00,2.29,-80.00,0.00,0.00,-132.00
22:00 - 22:15,-35.00,-70.00,3.03,0.00,0.00,0.00,-70.00
22:15 - 22:30,38.79,-35.00,2.93,0.00,0.00,0.00,-70.00
22:30 - 22:45,152.77,-5.00,2.79,-20.00,0.00,0.00,-60.00
22:45 - 23:00,152.13,0.00,2.80,-20.00,0.00,0.00,-60.00
23:00 - 23:15,83.82,-9.00,1.93,-25.00,1.16,0.00,-50.00
23:15 - 23:30,28.90,-6.00,1.93,-30.00,0.00,0.00,-55.00
23:30 - 23:45,31.80,-20.00,6.74,-30.00,0.00,0.00,-40.00
23:45 - 24:00,-22.00,-20.00,4.82,-30.00,0.00,0.00,-45.00
