Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
08:30 - 08:45,141.43,97.17,12.51,-59.00,74.08
08:45 - 09:00,124.11,89.48,12.51,-56.00,66.38
09:00 - 09:15,245.33,52.92,13.47,-53.00,48.11
09:15 - 09:30,295.35,57.73,12.51,-43.00,48.11
09:30 - 09:45,320.37,49.07,12.51,-36.00,67.35
09:45 - 10:00,305.94,59.65,11.55,-12.00,72.16
10:00 - 10:15,194.34,38.48,11.55,-10.00,59.65
10:15 - 10:30,209.74,38.48,11.55,-9.00,68.31
10:30 - 10:45,273.24,63.50,6.25,0.00,105.83
10:45 - 11:00,337.71,111.60,5.00,0.00,115.45
11:00 - 11:15,323.27,129.88,3.85,0.00,139.50
11:15 - 11:30,417.55,153.94,2.41,0.00,139.50
11:30 - 11:45,377.14,177.99,1.06,-8.00,153.94
11:45 - 12:00,380.99,187.61,0.00,-8.00,153.94
12:00 - 12:15,342.51,239.56,0.00,-7.00,173.18
12:15 - 12:30,351.17,244.37,0.00,-7.00,173.18
12:30 - 12:45,301.14,213.59,0.00,-7.00,125.07
12:45 - 13:00,300.18,205.89,0.00,-3.71,115.45
13:00 - 13:15,215.51,177.99,10.58,0.00,72.16
13:15 - 13:30,220.32,165.48,10.58,0.00,86.59
13:30 - 13:45,183.76,108.72,10.58,0.00,86.59
13:45 - 14:00,159.71,69.27,10.58,0.00,86.59
14:00 - 14:15,150.09,88.51,10.58,-3.09,76.97
14:15 - 14:30,163.56,106.79,10.58,-12.16,67.35
14:30 - 14:45,133.74,120.26,10.58,-7.80,38.48
14:45 - 15:00,129.88,134.70,10.58,-6.74,28.86
15:00 - 15:15,-11.00,109.68,8.66,-6.96,0.00
15:15 - 15:30,5.77,112.57,8.66,-14.00,0.00
15:30 - 15:45,-118.00,78.89,8.66,-15.00,-30.00
15:45 - 16:00,-121.00,80.82,8.66,-14.00,-40.00
16:00 - 16:15,0.00,33.67,8.66,-13.00,-60.00
16:15 - 16:30,0.00,43.29,8.66,-13.00,-60.00
16:30 - 16:45,13.47,53.88,8.66,-13.00,-35.00
16:45 - 17:00,14.43,65.43,10.58,-12.00,-40.00
17:00 - 17:15,79.85,28.86,2.89,-8.00,-43.00
17:15 - 17:30,99.10,38.48,3.46,-8.00,-39.00
17:30 - 17:45,105.83,36.56,3.75,-9.00,-90.00
17:45 - 18:00,125.08,43.29,3.85,-10.00,-90.00
18:00 - 18:15,160.67,76.97,3.37,-24.00,-40.00
18:15 - 18:30,171.25,62.54,6.25,-24.00,-60.00
18:30 - 18:45,219.36,101.02,8.66,-25.00,-51.00
18:45 - 19:00,228.02,28.86,10.39,-26.00,-30.00
19:00 - 19:15,259.76,57.73,13.18,-44.00,9.62
19:15 - 19:30,287.66,57.73,13.47,-45.00,86.59
19:30 - 19:45,295.37,31.75,13.85,-45.00,86.59
19:45 - 20:00,283.82,34.64,14.43,-45.00,86.59
20:00 - 20:15,298.26,0.00,14.91,-45.00,28.86
20:15 - 20:30,273.24,0.00,14.91,-45.00,38.48
20:30 - 20:45,250.14,5.77,13.18,0.00,48.11
20:45 - 21:00,269.40,5.77,13.18,0.00,43.29
21:00 - 21:15,187.61,-40.00,13.18,-44.00,28.86
21:15 - 21:30,132.77,-30.00,13.18,-43.00,48.11
21:30 - 21:45,146.23,-21.00,13.18,-45.00,48.11
21:45 - 22:00,241.48,-10.00,13.18,-45.00,57.73
22:00 - 22:15,216.47,44.26,13.18,-26.00,-10.00
22:15 - 22:30,216.48,54.84,13.18,-16.00,28.86
22:30 - 22:45,288.63,46.18,12.51,-14.00,-30.00
22:45 - 23:00,279.97,54.84,12.51,-16.00,-65.00
23:00 - 23:15,232.82,64.46,11.55,-15.00,-13.00
23:15 - 23:30,228.01,63.50,11.55,-16.00,-13.00
23:30 - 23:45,251.10,67.35,11.55,-15.00,19.24
23:45 - 24:00,222.24,57.73,10.58,-16.00,-20.00
