Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:30 - 12:45,73.77,-119.00,0.00,26.82,0.00,-100.00
12:45 - 13:00,98.68,-104.00,0.00,26.82,0.00,-105.00
13:00 - 13:15,56.52,-66.00,0.00,25.87,0.00,-155.00
13:15 - 13:30,7.66,-70.00,0.00,25.87,0.00,-150.00
13:30 - 13:45,-66.00,0.00,0.00,25.87,0.00,-80.00
13:45 - 14:00,-94.00,0.00,0.00,24.91,0.00,-30.00
14:00 - 14:15,-86.00,-61.00,0.00,21.08,0.00,57.48
14:15 - 14:30,-90.00,-60.00,0.00,20.12,0.00,57.47
14:30 - 14:45,-111.00,-47.00,0.00,18.20,0.00,38.32
14:45 - 15:00,-100.00,-53.00,0.00,18.20,0.00,38.32
15:00 - 15:15,-138.00,-50.00,0.00,18.20,0.00,33.53
15:15 - 15:30,-125.00,-55.00,0.00,18.20,0.00,33.53
15:30 - 15:45,-157.00,-34.00,0.00,18.21,0.00,17.24
15:45 - 16:00,-142.00,-35.00,0.00,19.16,0.00,25.87
16:00 - 16:15,-122.00,-71.00,0.00,22.03,0.00,137.00
16:15 - 16:30,-146.00,-112.00,0.00,22.03,0.00,60.36
16:30 - 16:45,-127.00,-75.00,0.00,22.03,0.00,49.82
16:45 - 17:00,-124.00,-109.00,0.00,22.03,0.00,35.45
17:00 - 17:15,0.00,-81.00,0.00,23.95,0.00,0.00
17:15 - 17:30,0.00,-66.00,0.00,23.95,0.00,-22.00
17:30 - 17:45,16.29,-72.00,0.00,24.90,0.00,-27.00
17:45 - 18:00,11.50,-79.00,0.00,24.90,0.00,-27.00
18:00 - 18:15,12.45,-170.00,0.00,25.87,1.53,15.33
18:15 - 18:30,4.45,-164.00,0.00,17.19,1.85,28.01
18:30 - 18:45,12.62,-176.00,0.00,16.22,0.48,30.03
18:45 - 19:00,9.60,-175.00,0.00,12.95,0.77,67.17
19:00 - 19:15,0.00,-206.00,0.00,26.82,3.07,-101.00
19:15 - 19:30,-15.00,-207.00,0.00,26.83,5.36,-144.00
19:30 - 19:45,-8.00,-157.00,0.00,26.82,3.07,-51.00
19:45 - 20:00,-17.00,-169.00,0.00,26.82,5.46,-50.00
20:00 - 20:15,55.57,-155.00,-0.50,26.82,0.00,22.03
20:15 - 20:30,17.24,-155.00,-0.50,26.83,0.00,17.24
20:30 - 20:45,83.35,-146.00,-0.50,26.82,0.00,21.08
20:45 - 21:00,136.04,-140.00,-0.50,26.82,0.00,91.97
21:00 - 21:15,0.00,-129.00,-0.50,27.59,0.00,108.25
21:15 - 21:30,56.52,-121.00,-0.50,26.63,0.00,115.92
21:30 - 21:45,126.46,-112.00,-0.50,25.20,0.00,143.69
21:45 - 22:00,157.11,-107.00,-0.50,23.76,0.00,62.27
22:00 - 22:15,206.92,-102.00,-0.50,22.80,0.00,107.30
22:15 - 22:30,177.23,-107.00,-0.50,20.60,0.00,106.34
22:30 - 22:45,149.45,-85.00,-0.50,19.45,0.00,109.21
22:45 - 23:00,148.49,-65.00,-0.50,17.72,0.00,105.38
23:00 - 23:15,148.49,-107.00,-0.50,16.67,0.00,65.14
23:15 - 23:30,147.53,-64.00,-0.50,15.62,0.00,56.52
23:30 - 23:45,76.62,-117.00,-0.50,14.47,0.00,39.28
23:45 - 24:00,44.07,-140.00,-0.50,13.22,0.00,43.11
