Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
17:30 - 17:45,134.93,110.84,1.25,-6.00,4.82
17:45 - 18:00,154.20,102.16,1.45,-8.00,9.64
18:00 - 18:15,179.27,28.91,0.67,-15.00,4.82
18:15 - 18:30,175.41,-10.00,2.99,-15.00,-5.00
18:30 - 18:45,220.71,-10.00,5.30,-17.00,-30.00
18:45 - 19:00,120.46,-30.00,6.75,-20.00,-30.00
19:00 - 19:15,61.68,24.10,9.35,-20.00,77.10
19:15 - 19:30,33.74,0.00,9.64,-19.00,16.38
19:30 - 19:45,38.55,24.10,10.12,-19.00,-32.00
19:45 - 20:00,9.64,-78.00,10.60,-20.00,-34.00
20:00 - 20:15,4.82,-68.00,10.60,-20.00,-15.00
20:15 - 20:30,13.50,-80.00,11.08,-23.00,-95.00
20:30 - 20:45,118.55,-70.00,11.85,-20.00,9.64
20:45 - 21:00,125.30,-70.00,11.85,-15.00,9.64
21:00 - 21:15,144.57,14.46,11.85,-15.00,38.55
21:15 - 21:30,180.24,13.49,11.85,-15.00,38.55
21:30 - 21:45,241.91,43.37,11.85,-20.00,24.10
21:45 - 22:00,262.15,43.37,11.85,-20.00,24.10
22:00 - 22:15,206.26,14.46,11.85,-13.00,28.91
22:15 - 22:30,223.61,25.06,11.85,-13.00,33.73
22:30 - 22:45,198.55,23.13,11.85,-14.00,-104.00
22:45 - 23:00,199.52,27.95,11.85,-13.00,8.67
23:00 - 23:15,199.51,54.94,11.85,-9.00,48.19
23:15 - 23:30,181.20,64.57,11.85,-10.00,48.19
23:30 - 23:45,180.24,72.29,11.85,-10.00,44.33
23:45 - 24:00,146.50,57.83,11.85,-10.00,43.37
