Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
11:45 - 12:00,-25.00,54.11,19.33,-22.00,0.00,0.00,-156.00
12:00 - 12:15,-83.00,58.94,19.33,-18.00,0.00,0.00,-83.00
12:15 - 12:30,-83.00,56.04,19.33,-18.00,0.00,0.00,-67.00
12:30 - 12:45,-91.00,76.33,19.33,-20.00,0.00,0.00,-76.00
12:45 - 13:00,-69.00,74.40,19.33,-16.00,0.00,0.00,-85.00
13:00 - 13:15,-49.00,57.97,19.33,-15.00,0.00,0.00,-95.00
13:15 - 13:30,-18.00,57.97,19.33,-14.00,0.00,0.00,-31.00
13:30 - 13:45,40.58,55.08,19.33,-25.00,0.00,0.00,-5.00
13:45 - 14:00,107.25,73.44,19.33,-17.00,0.00,0.00,-5.00
14:00 - 14:15,-94.00,109.19,18.36,-15.00,0.00,0.00,-10.00
14:15 - 14:30,-35.00,115.96,18.36,-14.00,0.00,0.00,-20.00
14:30 - 14:45,27.06,101.46,15.46,-14.00,0.00,0.00,-60.00
14:45 - 15:00,81.17,106.29,15.46,-11.00,0.00,0.00,-50.00
15:00 - 15:15,56.05,93.73,18.36,-9.00,0.00,0.00,-22.00
15:15 - 15:30,86.00,101.46,19.33,-8.00,0.00,0.00,-56.00
15:30 - 15:45,152.67,114.99,19.33,-6.00,0.00,0.00,-23.00
15:45 - 16:00,168.14,114.02,19.33,-6.00,0.00,0.00,-27.00
16:00 - 16:15,192.30,0.00,9.66,-6.00,0.00,0.00,-60.00
16:15 - 16:30,150.75,0.00,9.66,-6.00,0.00,0.00,-50.00
16:30 - 16:45,127.55,11.60,9.66,-15.00,0.00,0.00,-62.00
16:45 - 17:00,118.86,14.49,9.66,-20.00,0.00,0.00,-52.00
17:00 - 17:15,113.06,0.00,14.01,-10.00,0.00,0.00,-130.00
17:15 - 17:30,99.52,0.00,13.05,-19.00,0.00,0.00,-159.00
17:30 - 17:45,88.89,21.26,11.60,-19.00,0.00,0.00,-155.00
17:45 - 18:00,69.57,20.29,10.15,-35.00,0.00,0.00,-160.00
18:00 - 18:15,-17.00,55.08,8.70,-51.00,0.00,0.00,-120.00
18:15 - 18:30,-38.00,52.18,7.25,-69.00,0.00,0.00,-175.00
18:30 - 18:45,-66.00,-28.00,7.25,-71.00,0.00,0.00,-140.00
18:45 - 19:00,-97.00,-10.00,7.25,-87.00,0.00,0.00,-130.00
19:00 - 19:15,-98.00,-10.00,7.73,-98.00,0.00,-20.00,-165.00
19:15 - 19:30,-112.00,-11.00,6.12,-113.00,0.61,-20.00,-155.00
19:30 - 19:45,-252.00,-10.00,3.96,-117.00,0.97,-20.00,-145.00
19:45 - 20:00,-262.00,-6.00,3.51,-114.00,1.40,-20.00,-145.00
20:00 - 20:15,-177.00,0.00,2.16,-116.00,0.86,-25.00,-125.00
20:15 - 20:30,-171.00,0.00,1.86,-118.00,0.84,-25.00,-110.00
20:30 - 20:45,-162.00,16.81,1.16,-119.00,0.24,-20.00,-80.00
20:45 - 21:00,-155.00,15.54,1.07,-121.00,0.60,-20.00,-55.00
21:00 - 21:15,-125.00,62.15,0.69,-111.00,0.04,-20.00,2.07
21:15 - 21:30,-77.00,49.34,0.58,-104.00,0.18,-20.00,4.65
21:30 - 21:45,-70.00,112.70,0.75,-107.00,0.00,-20.00,82.65
21:45 - 22:00,-21.00,109.47,0.73,-114.00,0.00,-20.00,80.27
22:00 - 22:15,112.55,11.90,0.54,-20.00,0.16,0.00,59.50
22:15 - 22:30,99.25,38.53,0.48,-20.00,0.04,0.00,33.71
22:30 - 22:45,117.66,86.62,0.51,-15.00,0.07,0.00,57.18
22:45 - 23:00,115.28,84.62,0.51,-15.00,0.02,0.00,56.57
23:00 - 23:15,105.87,76.70,0.46,-15.00,0.05,0.00,-4.00
23:15 - 23:30,117.84,84.71,0.52,-20.00,0.00,0.00,8.07
23:30 - 23:45,107.32,70.16,0.46,-20.00,0.00,0.00,51.97
23:45 - 24:00,134.62,70.98,0.58,-20.00,0.00,0.00,64.54
