Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
11:00 - 11:15,168.32,53.21,4.84,-30.00,96.74
11:15 - 11:30,173.16,38.70,5.80,-30.00,87.07
11:30 - 11:45,193.48,68.69,5.80,-30.00,135.44
11:45 - 12:00,191.55,66.75,5.80,-20.00,135.44
12:00 - 12:15,159.63,50.30,7.74,-20.00,125.76
12:15 - 12:30,155.75,47.40,7.74,-20.00,116.09
12:30 - 12:45,177.03,36.76,7.74,0.00,38.70
12:45 - 13:00,169.30,31.92,7.74,0.00,29.02
13:00 - 13:15,126.73,9.67,7.74,0.00,30.96
13:15 - 13:30,133.50,14.51,7.74,0.00,30.96
13:30 - 13:45,90.94,0.00,7.74,0.00,54.17
13:45 - 14:00,130.60,17.41,7.74,0.00,55.14
14:00 - 14:15,132.53,64.82,7.74,0.00,32.89
14:15 - 14:30,182.84,111.25,7.74,0.00,45.47
14:30 - 14:45,300.86,86.10,7.74,0.00,29.02
14:45 - 15:00,334.71,117.06,7.74,0.00,77.39
15:00 - 15:15,169.29,133.50,8.71,0.00,111.25
15:15 - 15:30,119.96,145.11,8.71,0.00,111.25
15:30 - 15:45,64.82,157.68,7.74,0.00,87.07
15:45 - 16:00,31.92,157.69,7.74,0.00,87.07
16:00 - 16:15,61.91,89.01,1.93,0.00,58.04
16:15 - 16:30,60.95,83.19,1.93,0.00,53.21
16:30 - 16:45,30.96,51.27,1.93,0.00,58.05
16:45 - 17:00,28.05,31.92,1.93,0.00,43.55
17:00 - 17:15,-37.00,0.00,5.80,-35.00,24.19
17:15 - 17:30,-48.00,0.00,4.84,-41.00,14.51
17:30 - 17:45,-82.00,0.00,3.87,-46.00,0.00
17:45 - 18:00,-98.00,0.00,2.90,-53.00,-5.00
18:00 - 18:15,-106.00,0.00,0.00,-60.00,-60.00
18:15 - 18:30,-118.00,0.00,0.00,-66.00,-55.00
18:30 - 18:45,18.38,33.86,0.97,-64.00,-60.00
18:45 - 19:00,25.15,45.47,0.97,-71.00,-60.00
19:00 - 19:15,218.64,-19.00,1.93,-65.00,-90.00
19:15 - 19:30,318.28,8.71,1.93,-71.00,-70.00
19:30 - 19:45,183.80,109.32,2.90,-70.00,-35.00
19:45 - 20:00,166.37,104.48,2.90,-69.00,48.37
20:00 - 20:15,154.79,91.90,2.90,-70.00,43.53
20:15 - 20:30,144.14,97.71,2.90,-70.00,38.70
20:30 - 20:45,142.21,66.75,2.90,-70.00,24.19
20:45 - 21:00,113.18,42.57,2.90,-69.00,62.88
21:00 - 21:15,117.05,19.35,2.90,-70.00,19.35
21:15 - 21:30,127.70,18.38,2.90,-67.00,19.35
21:30 - 21:45,157.68,-13.00,3.87,-30.00,19.35
21:45 - 22:00,164.46,-54.00,3.87,-30.00,19.35
22:00 - 22:15,159.62,-67.00,3.87,-30.00,-10.00
22:15 - 22:30,158.65,-72.00,3.87,-30.00,-10.00
22:30 - 22:45,128.93,-74.00,4.35,-30.00,-10.00
22:45 - 23:00,148.83,-73.00,4.11,-30.00,0.82
23:00 - 23:15,116.09,-73.00,4.84,0.00,-20.00
23:15 - 23:30,85.13,-82.00,4.84,0.00,-45.00
23:30 - 23:45,90.94,-57.00,3.87,0.00,-65.00
23:45 - 24:00,81.26,-67.00,3.87,0.00,-55.00
