Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
14:15 - 14:30,-98.00,-74.00,19.75,0.00,0.00,27.93
14:30 - 14:45,-59.00,-48.00,19.75,0.00,0.00,59.72
14:45 - 15:00,-26.00,23.12,19.75,0.00,0.00,56.83
15:00 - 15:15,0.00,27.94,20.71,0.00,0.00,60.68
15:15 - 15:30,0.00,41.42,20.71,0.00,0.00,71.29
15:30 - 15:45,-15.00,58.76,20.71,0.00,0.00,87.66
15:45 - 16:00,0.00,60.69,20.71,0.00,0.00,85.73
16:00 - 16:15,0.00,27.94,22.16,0.00,0.00,94.40
16:15 - 16:30,0.00,18.30,22.16,0.00,0.00,80.92
16:30 - 16:45,5.78,0.00,21.19,0.00,0.00,102.11
16:45 - 17:00,11.56,0.00,21.19,-10.00,0.00,81.88
17:00 - 17:15,-48.00,-10.00,21.19,-17.00,0.00,94.41
17:15 - 17:30,-59.00,-4.00,20.23,-29.00,0.00,86.70
17:30 - 17:45,-30.00,0.00,17.34,-59.00,0.00,86.70
17:45 - 18:00,-16.00,0.00,17.34,-60.00,0.00,171.47
18:00 - 18:15,-45.00,3.85,10.60,-60.00,0.00,80.92
18:15 - 18:30,-8.00,-98.00,10.60,-59.00,0.00,21.19
18:30 - 18:45,-119.00,-220.00,11.56,-50.00,0.00,-5.00
18:45 - 19:00,-209.00,-218.00,12.52,-51.00,2.22,-20.00
19:00 - 19:15,-246.00,-205.00,13.49,-62.00,3.18,-10.00
19:15 - 19:30,-216.00,-193.00,12.54,-61.00,2.93,-30.00
19:30 - 19:45,-201.00,-178.00,10.15,-62.00,3.54,-35.00
19:45 - 20:00,-184.00,-180.00,9.52,-62.00,3.03,-40.00
20:00 - 20:15,-136.00,-182.00,13.25,-61.00,7.62,-33.00
20:15 - 20:30,-104.00,-176.00,11.87,-65.00,9.29,-39.00
20:30 - 20:45,-24.00,-169.00,12.42,-62.00,8.01,-23.00
20:45 - 21:00,0.00,-166.00,12.21,-63.00,7.24,-30.00
21:00 - 21:15,0.00,-173.00,12.71,-61.00,5.25,-26.00
21:15 - 21:30,0.00,-133.00,12.70,-62.00,4.75,-33.00
21:30 - 21:45,0.00,-150.00,13.97,-57.00,5.20,0.00
21:45 - 22:00,0.00,-85.00,13.95,-57.00,2.31,0.00
22:00 - 22:15,-17.00,-90.00,13.49,-62.00,2.31,19.26
22:15 - 22:30,45.30,-55.00,12.20,-62.00,2.61,34.85
22:30 - 22:45,27.28,-7.00,9.44,-67.00,4.83,45.46
22:45 - 23:00,58.12,-15.00,8.79,-64.00,1.89,71.62
23:00 - 23:15,84.07,-11.00,7.30,-51.00,2.98,74.72
23:15 - 23:30,80.29,-6.00,7.59,-53.00,1.39,88.51
23:30 - 23:45,60.40,-21.00,8.90,-55.00,0.92,92.92
23:45 - 24:00,59.56,-27.00,8.51,-63.00,0.92,87.41
