Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
09:15 - 09:30,173.00,68.24,8.65,0.00,0.00,19.22
09:30 - 09:45,161.46,83.62,9.61,0.00,0.00,10.57
09:45 - 10:00,140.32,83.62,8.65,0.00,0.00,12.49
10:00 - 10:15,43.25,82.65,8.65,0.00,0.00,7.69
10:15 - 10:30,48.06,91.30,8.65,0.00,0.00,-5.00
10:30 - 10:45,50.94,112.44,5.29,0.00,0.00,70.16
10:45 - 11:00,67.28,110.53,3.84,0.00,0.00,89.38
11:00 - 11:15,195.10,128.79,2.88,0.00,0.00,129.75
11:15 - 11:30,281.59,158.58,1.44,0.00,0.00,144.17
11:30 - 11:45,267.19,173.96,0.00,0.00,0.00,105.72
11:45 - 12:00,208.56,178.76,0.00,0.00,0.00,105.72
12:00 - 12:15,194.14,160.50,10.57,0.00,0.00,48.06
12:15 - 12:30,197.03,161.46,10.57,0.00,0.00,48.06
12:30 - 12:45,97.07,133.59,10.57,0.00,0.00,67.28
12:45 - 13:00,107.64,133.60,10.57,0.00,0.00,62.47
13:00 - 13:15,76.89,104.76,10.57,0.00,0.00,-40.00
13:15 - 13:30,95.15,101.88,10.57,0.00,0.00,-75.00
13:30 - 13:45,126.87,149.93,9.61,0.00,0.00,-25.00
13:45 - 14:00,154.74,158.58,9.61,0.00,0.00,33.64
14:00 - 14:15,224.90,205.68,9.61,0.00,0.00,19.22
14:15 - 14:30,263.34,225.86,9.61,0.00,0.00,62.47
14:30 - 14:45,379.64,253.73,9.61,0.00,0.00,9.61
14:45 - 15:00,359.46,272.95,9.61,0.00,0.00,38.44
15:00 - 15:15,300.82,320.06,9.61,0.00,0.00,81.69
15:15 - 15:30,271.03,325.82,9.61,0.00,0.00,91.30
15:30 - 15:45,228.74,231.63,9.61,0.00,0.00,120.14
15:45 - 16:00,230.67,186.45,9.61,0.00,0.00,120.14
16:00 - 16:15,150.89,157.63,8.65,0.00,0.00,38.44
16:15 - 16:30,163.39,166.27,8.65,0.00,0.00,-20.00
16:30 - 16:45,218.17,82.65,8.65,0.00,0.00,-20.00
16:45 - 17:00,229.70,98.99,7.69,0.00,0.00,4.81
17:00 - 17:15,120.13,49.98,14.42,0.00,0.00,-40.00
17:15 - 17:30,130.70,58.63,13.46,0.00,0.00,-40.00
17:30 - 17:45,31.72,46.13,12.21,0.00,0.00,-130.00
17:45 - 18:00,68.24,49.98,11.05,0.00,0.00,-140.00
18:00 - 18:15,-35.00,19.22,10.09,0.00,0.00,-100.00
18:15 - 18:30,-38.00,14.42,9.13,-9.00,0.00,-40.00
18:30 - 18:45,-31.00,-15.00,9.61,-22.00,0.00,-30.00
18:45 - 19:00,-23.00,22.99,8.62,-30.00,-25.00,-15.00
19:00 - 19:15,-36.00,12.59,3.96,-37.00,0.00,0.00
19:15 - 19:30,-34.00,9.39,3.09,-45.00,0.00,0.00
19:30 - 19:45,-20.00,23.36,1.75,-59.00,0.00,0.00
19:45 - 20:00,0.30,23.92,1.94,-60.00,0.00,7.48
20:00 - 20:15,1.44,36.96,2.25,-61.00,0.00,12.86
20:15 - 20:30,17.12,34.84,2.27,-60.00,0.00,15.15
20:30 - 20:45,29.22,17.03,2.20,-61.00,0.00,14.19
20:45 - 21:00,31.15,3.51,2.17,-61.00,0.00,14.03
21:00 - 21:15,76.33,5.51,1.71,-62.00,0.00,11.01
21:15 - 21:30,68.66,0.00,1.75,-58.00,0.00,-10.00
21:30 - 21:45,95.31,0.00,1.66,-58.00,0.00,-10.00
21:45 - 22:00,67.42,-29.00,1.72,-62.00,-7.20,0.00
22:00 - 22:15,111.79,15.00,1.28,-61.00,0.00,-20.00
22:15 - 22:30,115.41,16.01,1.36,-62.00,0.00,-20.00
22:30 - 22:45,158.32,0.00,1.36,-53.00,0.00,0.00
22:45 - 23:00,184.70,0.00,1.41,-48.00,0.00,0.00
23:00 - 23:15,345.49,51.69,2.89,-49.00,0.00,0.00
23:15 - 23:30,333.38,55.05,3.09,-49.00,0.00,0.00
23:30 - 23:45,138.97,13.72,4.63,-49.00,0.00,0.00
23:45 - 24:00,90.43,7.63,5.07,-49.00,0.00,0.00
