Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
21:30 - 21:45,45.10,0.00,-0.30,5.76,4.80,68.13
21:45 - 22:00,49.90,0.00,-0.30,5.76,4.80,68.13
22:00 - 22:15,81.56,33.59,-1.30,4.80,4.80,47.98
22:15 - 22:30,102.67,29.75,-1.30,4.80,4.80,47.98
22:30 - 22:45,65.25,23.99,-1.30,4.32,4.80,19.19
22:45 - 23:00,65.26,14.39,-1.30,4.32,4.80,19.19
23:00 - 23:15,66.21,0.00,-1.30,3.84,4.80,19.19
23:15 - 23:30,67.17,0.00,-1.30,3.84,4.80,19.19
23:30 - 23:45,36.47,0.00,-1.30,3.55,4.80,19.19
23:45 - 24:00,15.35,0.00,-1.30,3.55,4.80,19.19
