Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:00 - 15:15,68.82,0.00,8.13,0.00,152.94
15:15 - 15:30,62.13,-12.00,7.65,0.00,152.94
15:30 - 15:45,110.88,-5.00,7.65,0.00,157.73
15:45 - 16:00,110.88,0.00,6.69,0.00,148.17
16:00 - 16:15,103.24,0.00,7.65,0.00,109.92
16:15 - 16:30,69.78,0.00,9.56,0.00,86.03
16:30 - 16:45,58.31,-45.00,9.56,0.00,-40.00
16:45 - 17:00,54.48,-50.00,11.47,0.00,33.46
17:00 - 17:15,38.23,-50.00,14.34,0.00,28.68
17:15 - 17:30,31.55,-60.00,15.29,0.00,14.34
17:30 - 17:45,-21.00,-130.00,17.21,0.00,-10.00
17:45 - 18:00,-17.00,-68.00,18.64,0.00,6.69
18:00 - 18:15,0.00,0.00,20.08,5.54,19.12
18:15 - 18:30,26.76,0.00,21.03,5.07,19.12
18:30 - 18:45,81.74,-40.00,22.55,1.32,14.09
18:45 - 19:00,89.86,-80.00,22.94,0.38,23.90
19:00 - 19:15,27.72,-95.00,22.94,0.00,4.78
19:15 - 19:30,10.51,-105.00,22.95,0.00,0.00
19:30 - 19:45,-13.00,-105.00,22.94,0.00,-20.00
19:45 - 20:00,-51.00,-126.00,22.94,0.00,-15.00
20:00 - 20:15,-80.00,-158.00,22.94,0.00,-20.00
20:15 - 20:30,-66.00,-153.00,22.94,0.00,-10.00
20:30 - 20:45,0.00,-142.00,22.94,0.00,0.00
20:45 - 21:00,41.10,-139.00,21.99,0.00,9.56
21:00 - 21:15,-133.00,-151.00,21.99,0.00,-85.00
21:15 - 21:30,-99.00,-147.00,21.51,0.00,23.90
21:30 - 21:45,-75.00,-169.00,21.03,0.00,14.34
21:45 - 22:00,-72.00,-157.00,20.07,0.00,14.34
22:00 - 22:15,-34.00,-143.00,18.16,0.00,43.02
22:15 - 22:30,-4.00,-141.00,16.73,0.00,38.23
22:30 - 22:45,-5.00,-143.00,15.29,0.00,19.12
22:45 - 23:00,21.98,-154.00,14.34,0.00,19.12
23:00 - 23:15,0.00,-162.99,12.43,0.00,38.23
23:15 - 23:30,0.00,-162.00,11.47,0.00,28.68
23:30 - 23:45,9.56,-110.00,9.56,0.00,-10.00
23:45 - 24:00,-56.00,-112.00,8.79,0.00,-25.00
