Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Tata_Power_Delhi_Distribution_Limited
10:00 - 10:15,100.98,25.00,-1.10,13.46,14.43
10:15 - 10:30,112.51,49.05,-1.10,11.54,9.62
10:30 - 10:45,167.33,110.60,-1.10,10.58,14.43
10:45 - 11:00,173.10,105.79,-1.10,10.58,9.62
11:00 - 11:15,160.60,91.36,-1.10,12.12,48.09
11:15 - 11:30,170.22,80.78,-1.10,11.83,48.09
11:30 - 11:45,109.64,67.32,-1.10,11.54,19.23
11:45 - 12:00,103.85,59.63,-1.10,10.58,20.20
12:00 - 12:15,139.45,96.17,-1.10,12.50,-6.00
12:15 - 12:30,115.41,86.55,-1.10,12.50,0.96
12:30 - 12:45,91.36,65.40,-1.10,12.50,-13.00
12:45 - 13:00,88.48,42.31,-1.10,12.50,-14.00
13:00 - 13:15,56.74,46.16,-1.10,12.50,-12.00
13:15 - 13:30,46.16,33.66,-1.10,11.54,0.00
13:30 - 13:45,36.55,21.16,-1.10,11.54,19.23
13:45 - 14:00,7.69,38.47,-1.10,10.58,14.43
14:00 - 14:15,-15.00,43.27,-1.10,9.62,17.31
14:15 - 14:30,-24.00,44.23,-1.10,9.62,22.12
14:30 - 14:45,-100.00,16.35,-1.10,9.62,22.12
14:45 - 15:00,-115.00,20.20,-1.10,9.62,22.11
15:00 - 15:15,-134.00,0.00,-1.10,9.62,-14.00
15:15 - 15:30,-122.00,0.00,-1.10,9.62,-14.00
15:30 - 15:45,-66.00,-56.00,-1.10,9.62,-17.00
15:45 - 16:00,-38.00,-74.00,-1.10,10.10,-29.00
16:00 - 16:15,-19.00,-83.00,-1.10,12.50,28.85
16:15 - 16:30,-26.00,-87.00,-1.10,12.98,-33.00
16:30 - 16:45,-8.00,-26.00,-1.10,13.46,-52.00
16:45 - 17:00,-38.00,-22.00,-1.10,13.46,-68.00
17:00 - 17:15,-70.00,-62.00,-1.10,12.50,-330.00
17:15 - 17:30,-43.00,-35.00,-1.10,12.50,-203.00
17:30 - 17:45,-73.00,-16.00,-1.10,12.50,-226.00
17:45 - 18:00,-86.00,-30.00,-1.10,14.43,-333.00
18:00 - 18:15,-77.00,-15.00,-1.10,7.82,15.15
18:15 - 18:30,-58.00,0.00,-1.10,8.62,9.35
18:30 - 18:45,-78.00,-10.00,-1.10,14.03,-56.00
18:45 - 19:00,-73.00,-20.00,-1.10,17.31,-220.00
19:00 - 19:15,-56.00,0.00,-1.10,17.31,-59.00
19:15 - 19:30,-38.00,19.23,-1.10,17.31,-44.00
19:30 - 19:45,44.24,4.81,-1.10,17.31,-30.00
19:45 - 20:00,42.31,14.43,-1.10,16.35,-42.00
20:00 - 20:15,25.00,56.74,-1.10,16.35,-17.00
20:15 - 20:30,25.00,65.40,-1.10,15.87,-53.00
20:30 - 20:45,75.01,79.82,-1.10,15.39,-35.00
20:45 - 21:00,99.05,72.13,-1.10,14.91,-2.00
21:00 - 21:15,73.09,83.67,-1.10,13.94,3.85
21:15 - 21:30,77.90,101.94,-1.10,12.50,-1.00
21:30 - 21:45,68.28,144.25,-1.10,12.50,3.85
21:45 - 22:00,68.28,135.60,-1.10,10.58,1.92
22:00 - 22:15,114.44,152.92,-1.80,13.46,-95.00
22:15 - 22:30,117.33,152.91,-1.80,12.50,-71.00
22:30 - 22:45,128.87,158.68,-1.80,10.58,-45.00
22:45 - 23:00,129.83,150.98,-1.80,9.62,-50.00
23:00 - 23:15,105.79,126.94,-1.80,7.98,72.13
23:15 - 23:30,103.86,108.68,-1.80,7.02,67.32
23:30 - 23:45,99.05,89.44,-1.80,5.77,48.09
23:45 - 24:00,96.17,67.32,-1.80,5.00,24.04
