Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
09:00 - 09:15,11.54,44.24,25.87,-33.00,72.14
09:15 - 09:30,28.85,50.98,26.93,-20.00,72.13
09:30 - 09:45,60.59,56.75,27.99,-11.00,57.71
09:45 - 10:00,62.52,38.47,27.32,0.00,86.56
10:00 - 10:15,77.91,43.28,26.93,0.00,96.18
10:15 - 10:30,80.79,26.93,26.93,0.00,115.42
10:30 - 10:45,201.98,71.17,23.76,0.00,134.65
10:45 - 11:00,220.26,84.64,22.79,0.00,144.27
11:00 - 11:15,235.64,105.80,20.87,0.00,169.28
11:15 - 11:30,244.29,96.18,19.72,0.00,185.63
11:30 - 11:45,247.18,106.76,19.24,0.00,192.36
11:45 - 12:00,255.84,112.53,17.60,0.00,211.60
12:00 - 12:15,218.32,157.74,14.43,0.00,182.74
12:15 - 12:30,219.29,152.93,12.02,0.00,187.55
12:30 - 12:45,250.07,153.89,12.02,0.00,192.36
12:45 - 13:00,224.10,153.89,12.02,0.00,173.12
13:00 - 13:15,144.27,168.32,16.35,0.00,96.18
13:15 - 13:30,157.74,182.74,16.35,0.00,81.75
13:30 - 13:45,113.49,150.04,16.35,0.00,168.32
13:45 - 14:00,49.05,159.66,16.35,0.00,253.92
14:00 - 14:15,197.17,216.40,19.24,0.00,49.05
14:15 - 14:30,200.05,228.90,19.24,0.00,61.56
14:30 - 14:45,242.38,164.47,17.31,0.00,86.56
14:45 - 15:00,257.76,156.77,16.83,0.00,110.61
15:00 - 15:15,217.37,177.93,14.91,0.00,134.65
15:15 - 15:30,177.94,161.58,14.91,0.00,134.65
15:30 - 15:45,198.14,173.12,17.31,0.00,144.27
15:45 - 16:00,187.55,168.32,17.79,0.00,134.65
16:00 - 16:15,155.81,183.71,11.06,0.00,149.08
16:15 - 16:30,144.27,183.70,10.58,0.00,144.27
16:30 - 16:45,219.30,186.59,7.69,-11.00,177.93
16:45 - 17:00,227.94,175.05,8.66,-16.00,163.51
17:00 - 17:15,253.92,154.85,11.54,-22.00,173.12
17:15 - 17:30,260.65,149.08,10.58,-32.00,173.12
17:30 - 17:45,171.20,118.30,9.62,-42.00,139.46
17:45 - 18:00,159.65,95.22,8.66,-55.00,142.35
18:00 - 18:15,153.89,115.42,11.54,-52.00,154.85
18:15 - 18:30,125.03,144.27,10.58,-54.00,197.17
18:30 - 18:45,149.08,147.16,9.62,0.00,168.31
18:45 - 19:00,128.88,158.70,8.66,0.00,168.31
19:00 - 19:15,89.77,81.69,5.89,0.00,167.04
19:15 - 19:30,77.70,51.07,4.35,0.00,120.63
19:30 - 19:45,98.76,54.42,2.31,0.00,70.74
19:45 - 20:00,161.10,50.11,2.25,0.00,56.37
20:00 - 20:15,114.92,57.03,2.85,0.00,71.29
20:15 - 20:30,150.10,55.57,2.98,0.00,94.80
20:30 - 20:45,41.08,54.75,1.75,0.00,83.32
20:45 - 21:00,70.52,61.42,1.82,0.00,82.66
21:00 - 21:15,50.33,86.40,1.40,0.00,63.72
21:15 - 21:30,101.15,92.84,1.34,0.00,60.56
21:30 - 21:45,93.37,90.46,1.28,0.00,58.36
21:45 - 22:00,76.84,89.61,1.27,0.00,57.81
22:00 - 22:15,103.08,88.80,1.39,0.00,63.43
22:15 - 22:30,122.24,97.76,1.41,0.00,67.42
22:30 - 22:45,174.30,90.57,1.81,0.00,55.13
22:45 - 23:00,125.91,107.82,1.73,0.00,41.46
23:00 - 23:15,59.45,129.04,1.98,0.00,68.83
23:15 - 23:30,46.46,128.83,1.97,0.00,64.41
23:30 - 23:45,113.32,156.51,2.40,0.00,88.70
23:45 - 24:00,86.04,170.72,2.62,0.00,102.43
