Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:30 - 15:45,0.00,0.00,-1.10,5.77,0.00,-125.00
15:45 - 16:00,10.58,0.00,-1.10,5.77,0.00,-145.00
16:00 - 16:15,-18.00,-8.00,-1.10,7.69,0.00,-65.00
16:15 - 16:30,-20.00,-10.00,-1.10,7.69,0.00,-69.99
16:30 - 16:45,-30.00,-26.00,-1.10,7.69,0.00,-359.00
16:45 - 17:00,-34.00,-26.00,-1.10,7.69,0.00,-227.00
17:00 - 17:15,-33.00,-8.00,-1.10,6.73,0.00,-366.00
17:15 - 17:30,30.77,21.16,-1.10,7.69,0.10,-260.00
17:30 - 17:45,57.70,50.01,-1.10,9.62,0.00,-253.00
17:45 - 18:00,39.42,39.43,-1.10,10.58,0.10,-301.00
18:00 - 18:15,30.85,46.83,-1.10,7.71,1.88,-44.00
18:15 - 18:30,24.29,42.25,-1.10,7.40,1.69,-67.00
18:30 - 18:45,9.48,81.98,-1.10,9.48,1.56,-91.00
18:45 - 19:00,27.47,73.25,-1.10,12.82,0.00,-273.00
19:00 - 19:15,0.00,61.55,-1.10,13.46,0.00,-119.00
19:15 - 19:30,0.00,62.51,-1.10,13.46,0.00,-108.00
19:30 - 19:45,0.00,57.71,-1.10,13.46,0.00,-129.00
19:45 - 20:00,0.00,48.09,-1.10,13.46,0.00,-123.00
20:00 - 20:15,0.00,0.00,-0.10,13.85,0.00,-74.00
20:15 - 20:30,0.00,0.00,-0.10,13.66,0.00,-81.00
20:30 - 20:45,17.32,0.00,-1.10,12.69,0.00,-111.00
20:45 - 21:00,12.50,0.00,-1.10,12.41,0.00,-110.00
21:00 - 21:15,20.19,0.00,-1.10,12.12,0.00,-147.00
21:15 - 21:30,17.31,0.00,-1.10,10.96,0.00,-78.00
21:30 - 21:45,-13.00,0.00,-1.10,9.81,0.00,-18.00
21:45 - 22:00,0.00,0.00,-1.10,8.95,0.00,6.73
22:00 - 22:15,47.12,40.39,-1.80,11.35,0.00,-63.00
22:15 - 22:30,45.20,43.28,-1.80,10.29,0.00,52.89
22:30 - 22:45,49.04,45.20,-1.80,8.85,0.00,49.05
22:45 - 23:00,53.86,36.54,-1.80,7.89,0.00,45.20
23:00 - 23:15,29.81,0.00,-1.80,7.21,0.00,41.36
23:15 - 23:30,33.66,0.00,-1.80,6.15,0.00,42.32
23:30 - 23:45,55.77,0.00,-1.80,2.60,0.00,31.74
23:45 - 24:00,67.33,0.00,-1.80,2.69,0.00,30.77
