Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
19:00 - 19:15,69.65,95.78,2.90,-60.00,-22.00
19:15 - 19:30,59.01,40.63,2.42,-67.00,76.43
19:30 - 19:45,92.88,0.00,2.90,-66.00,9.67
19:45 - 20:00,135.43,0.00,3.39,-67.00,-1.00
20:00 - 20:15,140.28,-3.00,2.90,-67.00,-31.00
20:15 - 20:30,156.71,-10.00,3.39,-68.00,-31.00
20:30 - 20:45,127.70,-20.00,2.90,-68.00,-20.00
20:45 - 21:00,135.44,-35.00,2.90,-69.00,-30.00
21:00 - 21:15,158.66,-7.00,2.90,-68.00,-8.00
21:15 - 21:30,149.95,-10.00,2.90,-64.00,5.80
21:30 - 21:45,153.82,-9.00,3.87,-65.00,10.64
21:45 - 22:00,132.53,23.22,3.87,-68.00,29.02
22:00 - 22:15,28.05,-23.00,3.87,-67.00,53.21
22:15 - 22:30,47.40,-30.00,3.87,-64.00,62.88
22:30 - 22:45,10.64,-40.00,3.87,-66.00,77.39
22:45 - 23:00,30.96,-29.00,3.87,-63.00,86.10
23:00 - 23:15,22.25,-38.00,2.90,-35.00,59.98
23:15 - 23:30,27.09,-38.00,2.90,-35.00,59.98
23:30 - 23:45,20.32,-15.00,2.90,-35.00,38.69
23:45 - 24:00,-23.00,-65.00,2.90,-35.00,38.70
