Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
06:15 - 06:30,162.83,36.61,5.78,-69.00,0.00,0.00,7.71
06:30 - 06:45,176.32,0.00,5.78,-69.00,0.00,0.00,7.71
06:45 - 07:00,137.78,0.00,6.74,-72.00,0.00,0.00,31.80
07:00 - 07:15,85.75,43.36,7.32,-70.00,0.00,0.00,-36.00
07:15 - 07:30,65.52,33.72,7.23,-67.00,0.00,0.00,2.89
07:30 - 07:45,62.62,35.65,7.52,-67.00,0.00,0.00,-18.00
07:45 - 08:00,35.64,28.91,7.71,-66.00,0.00,0.00,-30.00
08:00 - 08:15,25.05,50.10,7.71,-77.00,0.00,0.00,-9.00
08:15 - 08:30,21.20,45.29,5.78,-61.00,0.00,0.00,3.85
08:30 - 08:45,0.00,55.88,8.19,-44.00,0.00,0.00,-20.00
08:45 - 09:00,26.01,48.18,8.67,-28.00,0.00,0.00,-10.00
09:00 - 09:15,21.20,59.73,9.64,-57.00,0.00,0.00,-75.00
09:15 - 09:30,18.31,65.51,9.64,-46.00,0.00,0.00,-9.00
09:30 - 09:45,26.01,25.05,9.64,-35.00,0.00,0.00,55.88
09:45 - 10:00,47.21,43.36,8.67,-26.00,0.00,0.00,61.66
10:00 - 10:15,0.00,-10.00,9.15,-20.00,0.00,0.00,79.97
10:15 - 10:30,0.00,68.41,9.64,-14.00,0.00,0.00,83.82
10:30 - 10:45,22.16,39.50,6.26,-10.00,0.00,0.00,58.78
10:45 - 11:00,39.50,39.50,5.30,-10.00,0.00,0.00,68.41
11:00 - 11:15,36.61,76.13,3.85,-10.00,0.00,0.00,52.99
11:15 - 11:30,132.00,75.15,2.41,-10.00,0.00,0.00,52.03
11:30 - 11:45,113.69,94.42,1.16,-10.00,0.00,0.00,35.65
11:45 - 12:00,122.37,103.09,0.00,-10.00,0.00,0.00,26.01
12:00 - 12:15,175.36,107.91,0.00,-10.00,0.00,0.00,35.65
12:15 - 12:30,174.39,112.73,0.00,-10.00,0.00,0.00,30.83
12:30 - 12:45,179.21,135.85,-2.00,-10.00,0.00,0.00,0.00
12:45 - 13:00,192.70,144.53,-2.00,-10.00,0.00,0.00,0.00
13:00 - 13:15,185.96,137.78,8.67,-12.00,0.00,0.00,8.67
13:15 - 13:30,200.41,132.00,8.67,-14.00,0.00,0.00,8.67
13:30 - 13:45,188.84,159.94,12.53,-14.00,0.00,0.00,9.64
13:45 - 14:00,188.84,177.28,12.53,-17.00,0.00,0.00,15.42
14:00 - 14:15,207.15,194.63,12.53,-17.00,0.00,0.00,-9.00
14:15 - 14:30,126.22,195.58,12.53,-16.00,0.00,0.00,7.71
14:30 - 14:45,129.11,204.26,12.53,-16.00,0.00,0.00,22.16
14:45 - 15:00,159.94,225.45,12.53,-16.00,0.00,0.00,24.09
15:00 - 15:15,157.05,238.94,9.64,-15.00,0.00,0.00,57.81
15:15 - 15:30,156.09,249.54,9.64,-16.00,0.00,0.00,-13.00
15:30 - 15:45,170.54,207.14,9.64,-15.00,0.00,0.00,86.72
15:45 - 16:00,169.58,206.18,9.64,-17.00,0.00,0.00,14.45
16:00 - 16:15,105.02,197.51,8.67,-19.00,0.10,0.00,40.47
16:15 - 16:30,88.64,204.26,8.67,-24.00,0.00,0.00,40.47
16:30 - 16:45,61.66,211.01,7.71,-28.00,0.00,0.00,93.46
16:45 - 17:00,60.70,214.86,8.67,-31.00,0.00,0.00,48.18
17:00 - 17:15,47.21,205.23,-1.00,-40.00,0.00,0.00,96.35
17:15 - 17:30,-8.00,213.90,-3.00,-48.00,0.00,0.00,96.35
17:30 - 17:45,9.64,177.27,-4.00,-57.00,0.00,0.00,48.18
17:45 - 18:00,-38.00,144.52,-5.00,-59.00,0.00,0.00,43.36
18:00 - 18:15,-135.00,147.42,-5.00,-86.00,0.00,0.00,38.54
18:15 - 18:30,28.91,119.47,-3.00,-87.00,0.00,0.00,-20.00
18:30 - 18:45,0.00,85.75,-1.00,-98.00,0.00,0.00,-5.00
18:45 - 19:00,0.00,66.49,0.96,-100.00,0.00,0.00,-35.00
19:00 - 19:15,4.79,47.27,2.39,-93.00,0.00,0.00,-5.00
19:15 - 19:30,27.10,37.94,1.67,-94.00,0.00,0.00,4.17
19:30 - 19:45,56.00,63.24,1.07,-94.00,0.00,0.00,10.65
19:45 - 20:00,70.44,61.68,1.07,-93.00,0.21,0.00,21.34
20:00 - 20:15,58.78,0.00,1.34,-93.00,0.69,0.00,33.39
20:15 - 20:30,-10.00,-40.00,1.40,-99.00,0.47,0.00,50.36
20:30 - 20:45,112.17,-46.00,2.37,-100.00,0.81,0.00,66.26
20:45 - 21:00,155.12,-33.00,2.58,-99.00,0.93,0.00,116.33
21:00 - 21:15,148.33,-34.00,4.21,-78.00,0.00,0.00,67.43
21:15 - 21:30,216.65,-19.00,4.55,-78.00,1.45,0.00,45.52
21:30 - 21:45,113.69,-17.00,4.82,-78.00,0.00,0.00,38.54
21:45 - 22:00,125.25,22.16,4.82,-78.00,0.87,0.00,48.18
22:00 - 22:15,215.82,23.93,4.82,-82.00,0.00,0.00,62.63
22:15 - 22:30,194.23,8.13,4.52,-50.00,0.00,-8.30,72.27
22:30 - 22:45,153.48,30.39,3.04,-50.00,0.00,0.00,87.38
22:45 - 23:00,156.29,37.51,3.12,-50.00,0.00,0.00,89.87
23:00 - 23:15,135.16,43.93,3.38,-50.00,0.00,0.00,114.04
23:15 - 23:30,132.55,70.59,2.58,-50.00,0.00,0.00,116.20
23:30 - 23:45,163.88,93.78,2.73,-50.00,0.00,0.00,122.91
23:45 - 24:00,162.84,78.04,2.89,-50.00,0.00,0.00,130.07
