Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
16:15 - 16:30,-31.00,-25.00,-0.10,3.84,0.00,0.00
16:30 - 16:45,-52.00,-47.00,-0.10,3.84,0.00,-89.00
16:45 - 17:00,-18.00,-35.00,-0.10,4.80,0.00,46.12
17:00 - 17:15,-43.00,-57.00,-0.10,8.65,0.00,-21.00
17:15 - 17:30,-41.00,-70.00,-0.10,10.57,0.00,-135.00
17:30 - 17:45,-61.00,-77.00,-0.10,11.53,1.15,-123.00
17:45 - 18:00,-66.00,-72.00,-0.10,9.15,0.00,-102.00
18:00 - 18:15,-36.00,38.70,-0.10,4.13,0.38,-131.00
18:15 - 18:30,-25.00,42.83,-0.10,2.06,0.12,-92.00
18:30 - 18:45,-46.00,45.42,-0.10,1.49,0.21,-95.00
18:45 - 19:00,0.00,38.16,-0.10,1.38,0.34,-90.00
19:00 - 19:15,0.00,15.76,-0.10,2.03,0.12,-138.00
19:15 - 19:30,0.00,17.79,-0.10,3.03,0.35,-165.00
19:30 - 19:45,-7.00,9.35,-0.10,9.30,0.52,-48.00
19:45 - 20:00,-30.00,13.45,-0.10,17.29,0.00,-74.00
20:00 - 20:15,-23.00,9.61,-0.10,16.52,0.00,-26.00
20:15 - 20:30,10.57,22.10,-0.10,16.33,0.00,-34.00
20:30 - 20:45,66.29,44.19,-0.10,16.14,0.00,-146.00
20:45 - 21:00,121.04,34.59,-0.10,15.66,0.00,-130.00
21:00 - 21:15,0.00,-5.00,-0.10,15.08,0.00,-91.00
21:15 - 21:30,0.00,0.00,-0.10,14.22,0.00,-22.00
21:30 - 21:45,0.00,0.00,-0.10,12.39,0.00,-34.00
21:45 - 22:00,45.15,0.00,-0.10,10.38,0.00,-26.00
22:00 - 22:15,33.63,0.00,-0.10,8.45,0.00,-10.00
22:15 - 22:30,28.82,0.00,-0.10,8.17,0.00,-9.00
22:30 - 22:45,28.83,0.00,-0.10,5.76,0.00,-10.00
22:45 - 23:00,29.78,0.00,-0.10,3.75,0.00,-17.00
23:00 - 23:15,81.66,0.00,-0.10,3.65,0.00,-70.00
23:15 - 23:30,69.17,0.00,-0.10,2.40,0.00,-60.00
23:30 - 23:45,70.13,0.00,-0.10,1.06,0.00,-50.00
23:45 - 24:00,32.66,0.00,-0.10,0.48,0.00,-35.00
