Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
15:45 - 16:00,71.97,0.00,-0.50,3.65,0.00,47.98
16:00 - 16:15,41.26,0.00,-0.50,4.80,0.00,43.18
16:15 - 16:30,20.15,-10.00,-0.50,5.28,0.00,52.78
16:30 - 16:45,-20.00,0.00,-0.50,6.24,0.00,33.58
16:45 - 17:00,9.59,0.00,-0.50,6.72,0.00,-40.00
17:00 - 17:15,9.60,0.00,-0.50,7.48,0.00,-25.00
17:15 - 17:30,23.99,0.00,-0.50,8.25,0.00,-15.00
17:30 - 17:45,0.00,-24.00,-0.50,8.64,0.00,0.00
17:45 - 18:00,0.00,-36.00,-0.50,9.21,0.00,-45.00
18:00 - 18:15,0.00,15.36,-0.50,9.88,0.00,-55.00
18:15 - 18:30,0.00,17.49,-0.50,9.76,0.00,-50.00
18:30 - 18:45,-45.00,-12.00,-0.50,9.60,0.00,-40.00
18:45 - 19:00,-63.00,-22.00,-0.50,9.12,0.00,-45.00
19:00 - 19:15,-31.00,5.76,-0.50,8.63,0.00,-40.00
19:15 - 19:30,-14.00,-23.00,-0.50,8.16,0.00,-80.00
19:30 - 19:45,0.00,-11.00,-0.50,8.16,0.00,-20.00
19:45 - 20:00,-7.00,-13.00,-0.50,7.87,0.00,-25.00
20:00 - 20:15,21.11,15.35,-0.50,6.91,0.00,-15.00
20:15 - 20:30,14.39,0.00,-0.50,6.91,0.00,43.19
20:30 - 20:45,16.31,0.00,-0.50,6.53,0.00,33.58
20:45 - 21:00,-13.00,0.00,-0.50,6.14,0.00,0.00
21:00 - 21:15,27.82,0.00,-0.50,5.09,0.00,0.00
21:15 - 21:30,46.06,0.00,-0.50,4.99,0.00,0.00
21:30 - 21:45,39.34,7.68,-0.50,4.61,0.00,0.00
21:45 - 22:00,48.94,6.72,-0.50,4.03,0.00,0.00
22:00 - 22:15,149.69,9.60,-1.50,3.45,0.00,38.38
22:15 - 22:30,129.55,0.00,-1.50,3.07,0.00,23.99
22:30 - 22:45,98.84,4.80,-1.50,2.59,0.00,52.78
22:45 - 23:00,97.88,2.88,-1.50,2.11,0.00,28.79
23:00 - 23:15,108.43,26.87,-1.50,1.92,0.00,9.60
23:15 - 23:30,113.23,29.75,-1.50,1.15,0.00,-20.00
23:30 - 23:45,92.12,34.55,-1.50,1.15,0.00,-15.00
23:45 - 24:00,95.00,25.91,-1.50,1.15,0.00,-10.00
