Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
05:45 - 06:00,18.36,36.72,0.00,-49.00,0.00,0.00,-45.00
06:00 - 06:15,26.09,44.46,0.00,-48.00,0.00,0.00,-55.00
06:15 - 06:30,-9.00,46.39,0.00,-49.00,0.00,0.00,-60.00
06:30 - 06:45,-47.00,40.59,0.00,-48.00,1.55,0.00,-50.00
06:45 - 07:00,-69.00,43.48,0.97,-48.00,0.00,0.00,-75.00
07:00 - 07:15,-43.00,43.48,0.97,-37.00,0.00,0.00,-70.00
07:15 - 07:30,-31.00,54.12,1.45,-36.00,0.00,0.00,-50.00
07:30 - 07:45,14.50,110.16,2.42,-36.00,0.00,0.00,-30.00
07:45 - 08:00,42.52,110.17,3.87,-35.00,0.00,0.00,-30.00
08:00 - 08:15,0.00,111.13,0.97,-39.00,0.00,0.00,-20.00
08:15 - 08:30,0.00,111.13,0.97,-39.00,0.00,0.00,-25.00
08:30 - 08:45,19.33,41.56,1.93,-38.00,0.00,0.00,-5.00
08:45 - 09:00,24.16,40.59,2.90,-28.00,0.00,0.00,-10.00
09:00 - 09:15,54.12,82.14,11.60,-81.00,0.00,0.00,0.00
09:15 - 09:30,61.85,89.87,11.60,-67.00,0.00,0.00,0.00
09:30 - 09:45,103.40,87.94,11.60,-54.00,0.00,0.00,72.48
09:45 - 10:00,115.96,89.88,11.60,-40.00,0.00,0.00,77.31
10:00 - 10:15,86.99,55.08,12.56,-31.00,0.00,0.00,77.31
10:15 - 10:30,92.78,68.61,12.56,-22.00,0.00,0.00,77.31
10:30 - 10:45,134.33,71.51,12.56,-17.00,0.00,0.00,111.14
10:45 - 11:00,127.57,75.38,12.56,-13.00,0.00,0.00,96.64
11:00 - 11:15,96.64,100.51,12.56,-8.00,0.00,0.00,134.33
11:15 - 11:30,86.01,105.34,12.56,-8.00,0.00,0.00,129.50
11:30 - 11:45,75.38,118.87,12.56,-17.00,0.00,0.00,169.12
11:45 - 12:00,73.45,117.90,11.60,-17.00,0.00,0.00,169.11
12:00 - 12:15,90.84,117.90,18.36,-17.00,0.00,0.00,202.95
12:15 - 12:30,89.88,114.04,18.36,-17.00,0.00,0.00,217.43
12:30 - 12:45,163.33,131.43,18.36,-17.00,0.00,0.00,149.79
12:45 - 13:00,147.87,127.56,18.36,-17.00,0.00,0.00,144.96
13:00 - 13:15,100.51,69.58,18.36,-8.00,0.00,0.00,144.96
13:15 - 13:30,96.64,43.49,17.40,-8.00,0.00,0.00,125.63
13:30 - 13:45,86.98,3.87,18.36,-8.00,0.00,0.00,132.39
13:45 - 14:00,75.38,4.83,18.36,-8.00,0.00,0.00,152.69
14:00 - 14:15,104.37,133.37,18.36,-8.00,0.00,0.00,96.64
14:15 - 14:30,82.14,136.26,18.36,-8.00,0.00,0.00,178.79
14:30 - 14:45,224.21,213.57,17.40,-8.00,0.00,0.00,222.27
14:45 - 15:00,216.47,214.54,17.40,-8.00,0.00,0.00,241.60
15:00 - 15:15,330.51,193.28,24.16,-8.00,0.00,0.00,239.67
15:15 - 15:30,326.48,187.66,23.94,-8.00,0.00,-15.00,212.55
15:30 - 15:45,293.75,200.70,20.24,-8.00,0.08,-15.00,121.39
15:45 - 16:00,232.38,187.44,18.59,-12.00,0.00,-15.00,108.44
16:00 - 16:15,290.89,101.47,15.46,-17.00,0.00,0.00,405.89
16:15 - 16:30,205.84,38.66,13.53,-22.00,0.00,0.00,367.23
16:30 - 16:45,143.99,0.00,13.53,-27.00,0.00,0.00,157.53
16:45 - 17:00,74.41,-29.00,11.60,-32.00,0.00,0.00,130.46
17:00 - 17:15,-108.00,-3.00,12.56,-8.00,0.00,0.00,33.83
17:15 - 17:30,-126.00,-10.00,10.63,-8.00,0.00,0.00,-5.00
17:30 - 17:45,-147.00,-35.00,9.66,0.00,0.00,0.00,-60.00
17:45 - 18:00,-193.00,-43.00,8.70,0.00,0.00,0.00,-74.00
18:00 - 18:15,-26.00,-42.00,7.73,-18.00,0.00,0.00,-70.00
18:15 - 18:30,-60.00,-28.00,6.76,-20.00,0.00,0.00,-90.00
18:30 - 18:45,-49.00,-35.00,5.80,-20.00,0.00,0.00,-45.00
18:45 - 19:00,-41.00,0.00,4.83,-22.00,0.00,0.00,-50.00
19:00 - 19:15,-88.00,0.00,4.83,-45.00,0.00,0.00,-45.00
19:15 - 19:30,-122.00,0.00,4.83,-49.00,0.00,0.00,-45.00
19:30 - 19:45,-132.00,0.00,4.83,-51.00,0.00,0.00,-60.00
19:45 - 20:00,-116.00,0.00,4.83,-49.00,1.06,0.00,33.83
20:00 - 20:15,-45.00,-5.00,4.83,-50.00,1.26,0.00,57.98
20:15 - 20:30,-6.00,-5.00,4.83,-50.00,0.00,0.00,57.99
20:30 - 20:45,-107.00,-9.00,3.87,-50.00,0.00,0.00,38.65
20:45 - 21:00,-132.00,-11.00,3.87,-50.00,0.00,0.00,38.65
21:00 - 21:15,-122.00,-30.00,1.77,-51.00,0.00,-12.40,-60.00
21:15 - 21:30,-72.00,-25.00,1.49,-52.00,0.14,-12.40,-70.00
21:30 - 21:45,-85.00,-20.00,1.93,-49.00,0.00,0.00,-70.00
21:45 - 22:00,-87.00,-17.00,1.93,-51.00,0.00,0.00,-80.00
22:00 - 22:15,-87.00,-30.00,2.90,-50.00,0.00,0.00,-50.00
22:15 - 22:30,-76.00,-35.00,2.90,-50.00,0.00,0.00,-50.00
22:30 - 22:45,-73.00,-40.00,4.83,-55.00,0.00,0.00,-60.00
22:45 - 23:00,-46.00,-40.00,4.53,-19.00,0.00,0.00,-45.00
23:00 - 23:15,-46.00,-35.00,5.80,-18.00,0.00,0.00,-15.00
23:15 - 23:30,-52.00,-38.00,5.80,-18.00,0.00,0.00,-10.00
23:30 - 23:45,-44.00,-35.00,4.83,-18.00,0.00,0.00,0.00
23:45 - 24:00,-47.00,-45.00,4.83,-18.00,0.00,0.00,-10.00
