Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
12:00 - 12:15,90.85,77.31,15.46,-15.00,77.31
12:15 - 12:30,114.04,72.48,15.46,-15.00,82.14
12:30 - 12:45,146.90,82.14,17.40,-8.00,109.20
12:45 - 13:00,163.32,111.14,17.40,-8.00,109.20
13:00 - 13:15,186.52,120.80,18.36,-8.00,96.64
13:15 - 13:30,227.10,148.83,18.36,-8.00,96.64
13:30 - 13:45,277.36,183.62,18.36,0.00,106.30
13:45 - 14:00,242.57,193.28,18.36,0.00,120.80
14:00 - 14:15,144.96,183.61,18.36,0.00,38.66
14:15 - 14:30,135.30,137.23,18.36,0.00,77.31
14:30 - 14:45,144.96,133.36,18.36,0.00,140.13
14:45 - 15:00,204.88,143.03,18.36,0.00,143.99
15:00 - 15:15,201.01,144.96,18.36,0.00,173.95
15:15 - 15:30,163.32,173.95,18.36,0.00,202.95
15:30 - 15:45,158.49,183.61,17.40,0.00,183.62
15:45 - 16:00,172.02,189.41,16.43,0.00,173.95
16:00 - 16:15,214.54,108.24,11.11,-41.00,173.95
16:15 - 16:30,217.44,155.59,10.15,-45.00,169.12
16:30 - 16:45,235.80,122.73,13.53,-51.00,169.12
16:45 - 17:00,229.04,46.39,12.56,-59.00,154.62
17:00 - 17:15,164.30,31.89,12.56,0.00,130.46
17:15 - 17:30,134.33,28.99,10.63,0.00,111.14
17:30 - 17:45,82.14,75.38,9.66,-19.00,96.65
17:45 - 18:00,53.15,68.61,8.21,-19.00,86.99
18:00 - 18:15,161.39,44.45,5.80,-19.00,67.65
18:15 - 18:30,127.57,33.82,4.83,-36.00,86.98
18:30 - 18:45,101.47,62.82,4.35,-33.00,75.38
18:45 - 19:00,85.04,69.58,4.35,-33.00,29.96
19:00 - 19:15,67.65,35.76,4.83,-39.00,87.94
19:15 - 19:30,71.51,34.79,5.32,-42.00,87.94
19:30 - 19:45,87.94,15.46,5.32,-42.00,14.50
19:45 - 20:00,140.13,12.56,6.28,-42.00,11.60
20:00 - 20:15,16.43,25.13,7.25,-42.00,86.97
20:15 - 20:30,40.59,33.82,7.25,-42.00,91.81
20:30 - 20:45,89.25,26.51,7.95,-41.00,53.03
20:45 - 21:00,92.63,27.09,7.87,-41.00,48.07
21:00 - 21:15,81.88,30.62,6.41,-42.00,46.28
21:15 - 21:30,93.19,33.95,5.99,-40.00,59.91
21:30 - 21:45,143.47,52.60,5.38,-41.00,69.34
21:45 - 22:00,178.88,52.45,5.25,-40.00,88.57
22:00 - 22:15,197.53,45.09,4.29,-45.00,107.36
22:15 - 22:30,229.45,42.84,3.81,-45.00,117.58
22:30 - 22:45,202.84,43.29,3.12,-45.00,159.93
22:45 - 23:00,232.72,42.54,2.91,-45.00,181.08
23:00 - 23:15,266.48,40.99,2.05,-40.00,130.31
23:15 - 23:30,224.88,39.87,2.05,-40.00,128.13
23:30 - 23:45,216.62,33.89,2.16,-40.00,118.02
23:45 - 24:00,129.47,30.18,1.81,-40.00,85.41
