Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:15 - 11:30,51.86,14.41,-0.50,9.60,0.00,0.00
11:30 - 11:45,58.58,0.00,-0.30,9.60,0.00,14.41
11:45 - 12:00,48.98,0.00,-0.30,9.12,0.00,19.21
12:00 - 12:15,63.39,0.00,-0.30,9.12,0.00,28.81
12:15 - 12:30,69.15,0.00,-0.30,8.64,0.00,28.81
12:30 - 12:45,80.68,0.00,-0.30,8.64,0.00,0.00
12:45 - 13:00,82.60,0.00,-0.30,8.64,0.00,0.00
13:00 - 13:15,73.95,0.00,-0.30,8.64,0.00,-10.00
13:15 - 13:30,55.71,0.00,-0.30,8.64,0.00,-55.00
13:30 - 13:45,41.30,0.00,-0.30,8.16,0.00,0.00
13:45 - 14:00,39.38,0.00,-0.30,8.16,0.00,0.00
14:00 - 14:15,45.14,23.05,-0.30,6.34,0.00,57.62
14:15 - 14:30,50.90,24.01,-0.30,5.76,0.00,24.01
14:30 - 14:45,77.80,24.97,-0.30,5.76,0.00,28.81
14:45 - 15:00,85.47,25.93,-0.30,5.28,0.00,36.50
15:00 - 15:15,72.99,9.60,-0.30,4.80,0.00,19.21
15:15 - 15:30,60.51,6.72,-0.30,5.28,0.00,0.00
15:30 - 15:45,19.21,-15.00,-0.30,5.28,0.00,38.42
15:45 - 16:00,-4.00,-43.00,-0.30,5.76,0.00,57.63
16:00 - 16:15,-35.00,-21.00,-0.30,8.64,0.00,-30.00
16:15 - 16:30,-40.00,-78.00,-0.30,8.64,0.00,0.00
16:30 - 16:45,16.33,-55.00,-0.30,9.60,0.00,-30.00
16:45 - 17:00,25.63,-66.00,-0.30,8.55,0.00,-60.00
17:00 - 17:15,22.12,-51.00,-0.30,7.59,0.00,-36.00
17:15 - 17:30,22.49,-50.00,-0.30,6.14,0.00,27.81
17:30 - 17:45,-2.00,-48.00,-1.00,4.80,0.76,52.39
17:45 - 18:00,-20.00,-48.00,-1.00,5.98,1.42,33.80
18:00 - 18:15,1.47,1.22,-1.00,4.57,1.27,35.00
18:15 - 18:30,4.82,0.72,-1.00,4.42,0.70,29.72
18:30 - 18:45,81.63,0.00,-1.00,5.15,0.30,13.01
18:45 - 19:00,16.07,-17.00,-1.00,8.04,0.10,-56.00
19:00 - 19:15,19.21,-13.00,-1.00,16.71,0.00,-127.00
19:15 - 19:30,0.96,-14.00,-1.00,14.41,0.00,-30.00
19:30 - 19:45,5.76,-39.00,-1.00,14.22,0.00,-38.00
19:45 - 20:00,24.97,-29.00,-1.00,14.02,0.00,-33.00
20:00 - 20:15,14.41,-10.00,-1.00,13.73,0.00,-25.00
20:15 - 20:30,8.64,-20.00,-1.00,13.35,0.00,-25.00
20:30 - 20:45,53.79,-9.00,-1.00,13.25,0.00,27.85
20:45 - 21:00,53.79,-19.00,-1.00,12.77,0.00,-87.00
21:00 - 21:15,59.54,0.00,-1.00,12.49,0.00,42.26
21:15 - 21:30,60.50,0.00,-1.00,12.10,0.00,43.22
21:30 - 21:45,52.83,0.00,-1.00,11.52,0.00,44.18
21:45 - 22:00,59.54,0.00,-1.00,11.14,0.00,22.09
22:00 - 22:15,66.26,38.42,-2.00,10.56,0.00,39.38
22:15 - 22:30,70.11,46.10,-2.00,10.08,0.00,48.98
22:30 - 22:45,105.65,51.86,-2.00,9.60,0.00,46.10
22:45 - 23:00,93.15,36.50,-2.00,9.22,0.00,48.02
23:00 - 23:15,94.12,68.19,-2.00,8.93,0.00,48.02
23:15 - 23:30,94.13,59.54,-2.00,8.45,0.00,47.06
23:30 - 23:45,126.77,63.39,-2.00,8.16,0.00,40.34
23:45 - 24:00,145.98,50.90,-2.00,7.78,0.00,4.80
