Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:15 - 11:30,38.38,4.80,-0.10,4.22,0.00,-52.00
11:30 - 11:45,18.23,4.80,-0.10,3.84,0.00,-43.00
11:45 - 12:00,16.31,0.00,-0.10,3.84,0.00,-26.00
12:00 - 12:15,14.39,0.00,-0.10,2.40,0.00,-39.00
12:15 - 12:30,10.55,0.00,-0.10,2.40,0.00,-26.00
12:30 - 12:45,0.00,13.43,-0.50,2.40,0.00,-48.00
12:45 - 13:00,0.00,8.64,-0.50,2.40,0.00,-64.00
13:00 - 13:15,-13.00,4.80,-0.50,2.40,0.00,-43.00
13:15 - 13:30,-38.00,0.00,-0.50,2.40,0.00,-32.00
13:30 - 13:45,-36.00,14.40,-0.50,1.34,0.00,-33.00
13:45 - 14:00,-26.00,23.03,-0.50,1.25,0.00,-22.00
14:00 - 14:15,0.00,39.34,-0.50,0.77,0.00,-28.00
14:15 - 14:30,0.00,44.14,-0.50,1.06,0.00,-12.00
14:30 - 14:45,0.00,44.14,-0.50,1.73,0.00,-55.00
14:45 - 15:00,0.00,39.34,-0.50,1.73,0.00,15.35
15:00 - 15:15,10.56,24.95,-0.50,2.30,0.00,-42.00
15:15 - 15:30,46.06,25.91,-0.50,2.69,0.00,-107.00
15:30 - 15:45,77.72,23.99,-0.50,3.65,0.00,-47.00
15:45 - 16:00,62.37,24.95,-0.50,2.88,0.00,-111.00
16:00 - 16:15,35.50,0.00,-0.50,3.36,0.00,-8.00
16:15 - 16:30,12.47,0.00,-0.50,3.84,0.00,-109.00
16:30 - 16:45,19.19,4.80,-0.50,5.09,0.00,-139.00
16:45 - 17:00,27.83,0.00,-0.50,6.33,0.00,-83.00
17:00 - 17:15,16.31,63.34,-0.50,6.33,0.00,-117.00
17:15 - 17:30,24.95,67.17,-0.50,6.72,0.00,-115.00
17:30 - 17:45,28.79,41.26,-0.50,7.39,0.00,-136.00
17:45 - 18:00,-7.00,40.30,-0.50,7.68,0.96,-120.00
18:00 - 18:15,144.89,75.81,-0.50,7.68,5.76,-46.00
18:15 - 18:30,113.23,64.29,-0.50,7.68,0.00,-72.00
18:30 - 18:45,37.41,34.55,-0.50,7.68,1.06,-30.00
18:45 - 19:00,23.99,29.75,-0.50,7.39,0.00,-46.00
19:00 - 19:15,-52.00,23.99,-0.50,7.39,2.40,0.00
19:15 - 19:30,-65.00,28.78,-0.50,7.01,0.00,0.00
19:30 - 19:45,3.84,49.89,-0.50,6.72,0.00,4.80
19:45 - 20:00,7.68,45.10,-0.50,6.72,0.00,0.00
20:00 - 20:15,50.86,71.01,-0.50,5.76,0.00,-80.00
20:15 - 20:30,45.10,66.21,-0.50,5.76,0.00,30.71
20:30 - 20:45,41.26,47.98,-0.50,4.80,0.00,1.92
20:45 - 21:00,32.63,41.26,-0.50,4.80,0.00,-10.00
21:00 - 21:15,67.17,19.19,-0.50,4.80,0.00,-5.00
21:15 - 21:30,72.93,19.19,-0.50,3.84,0.00,-2.00
21:30 - 21:45,73.89,19.19,-0.50,3.84,0.00,-30.00
21:45 - 22:00,71.00,10.56,-0.50,3.84,0.00,-30.00
22:00 - 22:15,67.17,67.17,-1.30,1.92,0.96,-25.00
22:15 - 22:30,62.37,54.70,-1.30,1.92,0.96,-25.00
22:30 - 22:45,56.62,60.45,-1.30,1.92,0.96,0.00
22:45 - 23:00,53.74,55.65,-1.30,1.92,0.96,0.00
23:00 - 23:15,56.62,41.26,-1.30,1.92,0.00,28.79
23:15 - 23:30,79.65,24.95,-1.30,2.11,0.00,23.99
23:30 - 23:45,66.21,18.23,-1.30,1.92,0.96,-5.00
23:45 - 24:00,47.98,12.47,-1.30,1.54,0.96,-10.00
