Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
17:30 - 17:45,65.44,5.78,9.63,-27.00,-10.00
17:45 - 18:00,31.76,37.54,8.66,-35.00,-10.00
18:00 - 18:15,86.62,33.69,8.66,-71.00,14.44
18:15 - 18:30,108.77,24.06,8.66,-67.00,24.06
18:30 - 18:45,64.48,10.59,8.66,-67.00,9.63
18:45 - 19:00,233.89,52.94,8.66,-67.00,-10.00
19:00 - 19:15,179.03,38.50,8.66,-70.00,38.50
19:15 - 19:30,168.43,33.69,9.34,-72.00,14.44
19:30 - 19:45,173.25,96.25,10.11,-45.00,19.25
19:45 - 20:00,155.92,91.44,10.11,-44.00,14.44
20:00 - 20:15,24.06,91.43,10.11,-45.00,9.63
20:15 - 20:30,-59.00,101.05,10.11,-48.00,9.63
20:30 - 20:45,47.16,65.45,10.11,-47.00,33.69
20:45 - 21:00,46.20,67.37,10.11,-48.00,38.50
21:00 - 21:15,-32.00,67.37,9.63,0.00,62.56
21:15 - 21:30,31.76,67.38,9.43,0.00,57.75
21:30 - 21:45,57.75,59.68,9.24,0.00,57.75
21:45 - 22:00,67.37,52.94,8.95,0.00,52.94
22:00 - 22:15,28.88,29.84,8.66,0.00,38.50
22:15 - 22:30,37.28,35.41,8.38,0.00,37.28
22:30 - 22:45,18.29,0.00,8.66,0.00,38.50
22:45 - 23:00,21.18,9.63,8.66,0.00,86.62
23:00 - 23:15,0.00,28.88,8.47,0.00,74.11
23:15 - 23:30,0.00,9.63,8.18,0.00,76.03
23:30 - 23:45,-32.00,4.81,7.41,0.00,43.32
23:45 - 24:00,43.31,24.06,7.41,0.00,40.43
