Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
07:30 - 07:45,-97.00,-52.00,13.32,-98.00,4.83,-49.00
07:45 - 08:00,-89.00,-46.00,13.52,-108.00,4.63,-55.00
08:00 - 08:15,-128.00,-44.00,7.72,-104.00,4.83,-56.00
08:15 - 08:30,-119.00,-47.00,8.20,-118.00,4.54,-51.00
08:30 - 08:45,-119.00,-56.00,8.69,-106.00,3.57,-79.00
08:45 - 09:00,-106.00,-121.00,9.46,-91.00,4.83,-88.00
09:00 - 09:15,-111.00,-103.00,7.72,-133.00,4.83,-74.00
09:15 - 09:30,-100.00,-100.00,7.72,-121.00,4.83,-34.00
09:30 - 09:45,-67.00,-98.00,8.21,-107.00,4.83,91.70
09:45 - 10:00,-64.00,-98.00,9.07,-97.00,4.83,134.18
10:00 - 10:15,-70.00,-98.00,7.72,-89.00,4.44,146.73
10:15 - 10:30,-67.00,-94.00,8.21,-81.00,4.83,126.45
10:30 - 10:45,-75.00,-100.00,8.69,-77.00,2.12,86.88
10:45 - 11:00,-60.00,-84.00,8.69,-73.00,4.83,96.52
11:00 - 11:15,-53.00,-60.00,7.72,-69.00,2.32,86.88
11:15 - 11:30,-52.00,-43.00,7.72,-65.00,3.09,28.00
11:30 - 11:45,-25.00,-20.00,7.72,-62.00,3.57,77.23
11:45 - 12:00,-12.00,-6.00,7.72,-59.00,4.83,83.98
12:00 - 12:15,-22.00,-8.00,7.72,-58.00,4.83,106.18
12:15 - 12:30,-21.00,-10.00,7.72,-56.00,4.83,106.18
12:30 - 12:45,-51.00,-21.00,8.69,-54.00,4.83,112.93
12:45 - 13:00,-54.00,-14.00,8.69,-53.00,4.83,120.66
13:00 - 13:15,-45.00,-24.00,8.69,-52.00,4.83,111.00
13:15 - 13:30,-46.00,-34.00,8.69,-53.00,4.83,106.18
13:30 - 13:45,-79.00,-21.00,8.69,-54.00,4.83,134.17
13:45 - 14:00,-77.00,-15.00,8.69,-54.00,4.83,132.24
14:00 - 14:15,-79.00,-16.00,10.62,-53.00,4.83,43.43
14:15 - 14:30,-66.00,-17.00,10.62,-51.00,4.83,72.39
14:30 - 14:45,-26.00,-11.00,10.62,-48.00,4.83,41.50
14:45 - 15:00,-22.00,7.72,10.62,-44.00,4.83,53.09
15:00 - 15:15,96.53,1.93,13.51,-45.00,4.83,22.20
15:15 - 15:30,95.57,5.79,13.51,-47.00,4.83,25.10
15:30 - 15:45,16.41,33.79,13.51,-50.00,4.83,49.23
15:45 - 16:00,17.38,35.72,13.51,-55.00,4.83,45.36
16:00 - 16:15,-16.00,77.22,16.41,-59.00,4.83,43.44
16:15 - 16:30,-25.00,100.39,16.41,-62.00,4.83,-3.00
16:30 - 16:45,-95.00,75.30,15.73,-70.00,3.28,-22.80
16:45 - 17:00,-95.00,52.13,14.96,-76.00,4.44,-10.90
17:00 - 17:15,-119.00,36.68,18.34,-54.00,4.83,53.09
17:15 - 17:30,-76.00,30.89,17.38,-64.00,4.83,53.08
17:30 - 17:45,-76.00,23.17,16.41,-80.00,4.83,168.92
17:45 - 18:00,-56.00,31.85,15.44,-94.00,4.83,164.11
18:00 - 18:15,-113.00,21.24,15.44,-99.00,4.83,120.66
18:15 - 18:30,-126.00,19.31,15.44,-110.00,4.83,111.01
18:30 - 18:45,-131.00,0.00,16.89,-76.00,4.83,93.63
18:45 - 19:00,-123.00,0.00,17.38,-78.00,4.05,69.50
19:00 - 19:15,-106.00,0.00,17.85,-78.00,4.83,4.83
19:15 - 19:30,122.59,62.74,18.34,-78.00,4.83,55.99
19:30 - 19:45,84.95,0.00,18.82,-81.00,4.83,27.99
19:45 - 20:00,108.11,0.00,19.31,-76.00,4.83,-15.00
20:00 - 20:15,135.14,19.31,18.34,-82.00,4.83,-24.00
20:15 - 20:30,144.79,19.31,18.34,-83.00,4.83,-37.00
20:30 - 20:45,151.55,0.00,18.34,-78.00,4.83,120.66
20:45 - 21:00,153.48,0.00,18.34,-82.00,4.83,41.51
21:00 - 21:15,138.03,0.00,17.38,-83.00,4.83,-18.00
21:15 - 21:30,143.82,0.00,17.38,-83.00,4.83,-7.00
21:30 - 21:45,185.32,0.00,17.38,-80.00,4.83,21.24
21:45 - 22:00,192.09,0.00,16.41,-80.00,4.83,23.17
22:00 - 22:15,202.71,0.00,16.41,-81.00,4.83,43.44
22:15 - 22:30,174.72,0.00,15.44,-80.00,4.83,38.61
22:30 - 22:45,76.25,4.83,15.44,-83.00,4.83,17.38
22:45 - 23:00,95.56,4.83,14.48,-86.00,4.83,47.30
23:00 - 23:15,88.80,10.62,13.51,-90.00,4.83,52.13
23:15 - 23:30,80.12,9.65,12.55,-90.00,4.83,63.71
23:30 - 23:45,122.59,22.20,11.58,-91.00,4.25,28.96
23:45 - 24:00,97.50,16.41,11.58,-91.00,4.83,9.65
