Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
05:15 - 05:30,-54.00,49.08,9.62,-52.00,0.00,0.00,-141.00
05:30 - 05:45,-61.00,-25.00,9.62,-54.00,0.00,0.00,-70.00
05:45 - 06:00,-23.00,-23.00,9.62,-59.00,0.00,0.00,-174.00
06:00 - 06:15,-19.00,-23.00,9.62,-52.00,0.00,0.00,14.44
06:15 - 06:30,-13.00,-15.00,9.62,-55.00,0.00,0.00,-89.00
06:30 - 06:45,-24.00,-8.00,9.62,-63.00,0.00,0.00,-281.00
06:45 - 07:00,-54.00,-35.00,10.59,-58.00,0.00,0.00,-173.00
07:00 - 07:15,-34.00,-65.00,10.59,-54.00,0.00,0.00,-88.00
07:15 - 07:30,-34.00,-63.00,10.59,-56.00,0.00,0.00,-90.00
07:30 - 07:45,-70.00,-70.00,12.51,0.00,0.00,0.00,-130.00
07:45 - 08:00,-71.00,-70.00,12.51,0.00,0.00,0.00,-96.00
08:00 - 08:15,-83.00,-30.00,9.62,0.00,0.00,0.00,-34.00
08:15 - 08:30,-77.00,-20.00,10.59,0.00,0.00,0.00,-9.00
08:30 - 08:45,-110.00,0.00,10.59,0.00,0.00,0.00,8.66
08:45 - 09:00,-100.00,0.00,10.59,0.00,0.00,0.00,9.62
09:00 - 09:15,-8.00,0.00,8.66,0.00,0.00,0.00,8.66
09:15 - 09:30,0.00,-85.00,9.63,0.00,0.00,0.00,9.62
09:30 - 09:45,-36.00,19.25,9.62,0.00,0.00,0.00,7.70
09:45 - 10:00,-28.00,-20.00,10.58,0.00,0.00,0.00,7.70
10:00 - 10:15,23.09,-60.00,8.66,0.00,0.00,0.00,7.70
10:15 - 10:30,27.91,-45.00,8.66,0.00,0.00,0.00,7.70
10:30 - 10:45,21.17,-15.00,9.62,0.00,0.00,0.00,-40.00
10:45 - 11:00,20.21,-23.00,9.62,0.00,0.00,0.00,-48.00
11:00 - 11:15,23.10,0.00,9.62,0.00,0.00,0.00,-70.00
11:15 - 11:30,29.83,0.00,9.62,0.00,0.00,0.00,-75.00
11:30 - 11:45,76.02,0.00,8.66,-97.00,0.00,0.00,-58.00
11:45 - 12:00,80.83,0.00,8.66,-97.00,0.00,0.00,-70.00
12:00 - 12:15,88.53,-33.00,8.66,-96.00,0.00,0.00,2.89
12:15 - 12:30,74.10,-25.00,8.66,-93.00,0.00,0.00,-1.00
12:30 - 12:45,122.22,-44.00,10.10,-92.00,0.00,0.00,5.77
12:45 - 13:00,127.03,-48.00,10.10,-93.00,0.00,0.00,-6.00
13:00 - 13:15,88.54,0.00,10.10,-95.00,0.00,0.00,12.51
13:15 - 13:30,82.76,0.00,10.10,-95.00,0.00,0.00,9.62
13:30 - 13:45,99.12,0.00,9.62,-95.00,0.00,0.00,37.53
13:45 - 14:00,103.93,7.70,9.62,-96.00,0.00,0.00,43.30
14:00 - 14:15,106.82,21.17,9.62,-96.00,0.00,0.00,67.36
14:15 - 14:30,100.07,4.81,9.62,-95.00,0.00,0.00,92.38
14:30 - 14:45,171.30,54.85,8.66,-63.00,0.00,0.00,51.96
14:45 - 15:00,204.01,59.66,8.66,-61.00,0.00,0.00,38.49
15:00 - 15:15,186.69,39.45,9.62,-62.00,0.00,0.00,102.97
15:15 - 15:30,205.94,34.64,9.62,-66.00,0.00,0.00,76.98
15:30 - 15:45,209.78,27.91,9.62,-47.00,0.00,0.00,48.12
15:45 - 16:00,222.29,27.91,9.62,-50.00,0.00,0.00,24.06
16:00 - 16:15,110.66,11.55,12.51,-51.00,0.00,0.00,82.76
16:15 - 16:30,134.72,3.85,12.51,-53.00,0.00,0.00,104.89
16:30 - 16:45,139.53,8.66,12.51,-61.00,0.00,0.00,106.82
16:45 - 17:00,130.87,8.66,12.51,-63.00,0.00,0.00,112.59
17:00 - 17:15,30.79,20.21,16.36,-67.00,0.00,0.00,106.82
17:15 - 17:30,37.53,39.45,16.36,-73.00,0.00,0.00,104.89
17:30 - 17:45,51.96,24.06,17.32,-78.00,0.00,0.00,68.33
17:45 - 18:00,55.81,102.98,17.32,-79.00,0.00,0.00,85.64
18:00 - 18:15,23.10,40.42,18.28,-28.00,0.00,0.00,71.21
18:15 - 18:30,61.60,42.34,18.57,-20.00,0.00,0.00,60.62
18:30 - 18:45,0.00,41.38,18.76,-19.00,0.00,0.00,68.33
18:45 - 19:00,22.83,10.46,19.02,-13.00,0.00,-25.00,-5.00
19:00 - 19:15,-13.00,0.00,15.98,-5.00,0.88,-22.00,-21.00
19:15 - 19:30,-55.00,0.00,12.09,-1.00,0.66,-22.00,-22.00
19:30 - 19:45,-28.00,0.00,11.62,0.00,2.21,-5.70,-42.00
19:45 - 20:00,-4.00,0.00,12.60,0.00,1.80,-5.70,-42.00
20:00 - 20:15,11.24,0.00,13.49,0.00,0.53,0.00,-135.00
20:15 - 20:30,14.85,0.00,13.36,0.00,0.22,0.00,-130.00
20:30 - 20:45,0.00,0.00,10.64,0.00,0.00,0.00,-125.00
20:45 - 21:00,0.00,0.00,10.58,0.00,0.00,0.00,-135.00
21:00 - 21:15,-52.00,0.00,6.12,0.00,0.00,0.00,-88.00
21:15 - 21:30,-54.00,0.00,6.69,0.00,0.00,0.00,-102.00
21:30 - 21:45,-78.00,-18.00,5.58,0.00,0.00,0.00,-106.00
21:45 - 22:00,-82.00,-13.00,7.29,0.00,0.00,0.00,-107.00
22:00 - 22:15,-77.00,0.00,3.47,0.00,0.02,0.00,-83.00
22:15 - 22:30,-60.00,0.00,3.44,0.00,0.04,0.00,-83.00
22:30 - 22:45,-61.00,0.00,1.58,0.00,0.12,0.00,-15.00
22:45 - 23:00,-75.00,0.00,1.56,0.00,0.06,0.00,-15.00
23:00 - 23:15,-92.00,0.00,1.47,0.00,0.11,0.00,1.69
23:15 - 23:30,-104.00,0.00,1.62,0.00,0.07,0.00,0.99
23:30 - 23:45,-96.00,0.00,2.17,0.00,0.04,0.00,26.38
23:45 - 24:00,-97.00,0.00,2.23,0.00,0.03,0.00,21.71
