Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:15 - 15:30,99.06,14.43,-0.30,9.62,0.00,-60.00
15:30 - 15:45,94.25,0.00,-0.30,9.62,0.00,24.05
15:45 - 16:00,126.95,-15.00,-0.30,9.62,0.00,19.24
16:00 - 16:15,113.49,-17.00,-0.30,12.50,0.00,9.62
16:15 - 16:30,64.44,-39.00,-0.30,12.50,6.83,4.81
16:30 - 16:45,27.43,-33.00,-0.30,12.39,0.00,13.27
16:45 - 17:00,2.21,-44.00,-0.30,8.28,0.00,0.00
17:00 - 17:15,3.92,-52.00,-0.30,1.82,0.00,0.00
17:15 - 17:30,30.52,-45.00,-0.30,1.72,0.91,12.43
17:30 - 17:45,31.79,-7.00,-0.30,1.14,0.41,71.27
17:45 - 18:00,41.98,0.99,-0.30,1.68,0.38,99.25
18:00 - 18:15,30.14,60.31,-0.30,1.43,0.48,33.91
18:15 - 18:30,22.76,64.54,-0.30,1.65,0.30,31.44
18:30 - 18:45,3.16,55.70,-0.30,2.53,0.48,-20.00
18:45 - 19:00,0.84,52.15,-0.30,3.37,0.49,-71.00
19:00 - 19:15,0.00,3.18,-0.30,6.04,2.04,-52.00
19:15 - 19:30,4.70,0.00,-0.30,8.47,2.83,-41.00
19:30 - 19:45,180.22,-30.00,-0.30,13.08,4.43,-86.00
19:45 - 20:00,-43.00,-11.00,-0.30,18.27,0.00,-89.00
20:00 - 20:15,28.86,14.43,-0.30,18.27,0.00,-54.00
20:15 - 20:30,34.63,11.54,-0.30,18.27,0.00,-53.00
20:30 - 20:45,48.09,4.81,-0.30,18.27,0.00,46.17
20:45 - 21:00,46.17,4.81,-0.30,17.31,0.00,-62.00
21:00 - 21:15,29.82,28.85,-0.30,16.35,0.00,-36.00
21:15 - 21:30,29.82,62.51,-0.30,16.35,0.00,-8.00
21:30 - 21:45,58.67,76.94,-0.30,14.43,0.00,42.32
21:45 - 22:00,44.24,62.52,-0.30,13.47,0.00,55.78
22:00 - 22:15,39.43,67.33,-1.00,15.68,0.00,98.10
22:15 - 22:30,42.32,62.52,-1.00,13.75,0.00,35.59
22:30 - 22:45,65.40,62.52,-1.00,12.50,0.00,101.95
22:45 - 23:00,75.02,57.71,-1.00,11.83,0.00,95.22
23:00 - 23:15,76.94,43.28,-1.00,9.62,0.00,61.56
23:15 - 23:30,62.52,28.85,-1.00,8.94,0.00,56.75
23:30 - 23:45,100.98,24.05,-1.00,8.66,0.00,54.82
23:45 - 24:00,134.66,28.85,-1.00,7.50,0.00,53.86
