Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
11:30 - 11:45,-430.00,53.13,0.00,5.80,0.00,0.00,0.00,28.98
11:45 - 12:00,-429.00,72.45,0.00,5.80,0.00,0.00,0.00,33.81
12:00 - 12:15,-434.00,57.96,0.00,4.83,0.00,0.00,0.00,0.97
12:15 - 12:30,-414.00,57.96,0.00,4.83,0.00,0.00,0.00,8.69
12:30 - 12:45,-405.00,42.50,0.00,4.83,0.00,0.00,0.00,9.66
12:45 - 13:00,-390.99,56.03,0.00,4.83,0.00,0.00,0.00,-1.00
13:00 - 13:15,-330.00,115.92,-0.05,4.83,-43.00,0.00,0.00,72.45
13:15 - 13:30,-506.00,77.28,0.00,4.83,-43.00,0.00,0.00,33.81
13:30 - 13:45,-678.00,0.00,0.00,4.83,-44.00,0.00,0.00,57.96
13:45 - 14:00,-724.00,0.00,0.00,4.83,-43.00,0.00,0.00,48.30
14:00 - 14:15,-686.00,0.00,-0.80,7.73,-42.00,0.00,0.00,24.15
14:15 - 14:30,-695.00,24.15,-0.80,7.73,-44.00,4.93,0.00,27.04
14:30 - 14:45,-531.00,-62.00,-0.80,8.69,-39.00,5.99,0.00,21.26
14:45 - 15:00,-520.00,28.99,-0.80,8.69,-39.00,7.53,0.00,0.00
15:00 - 15:15,-499.00,-80.00,-0.80,11.59,-38.00,0.00,0.00,-55.00
15:15 - 15:30,-501.00,-23.00,-0.80,11.59,-37.00,0.00,0.00,-55.00
15:30 - 15:45,-535.00,-65.00,-0.80,11.59,-37.00,0.00,0.00,-62.00
15:45 - 16:00,-522.00,-65.00,-0.80,11.59,-40.00,0.00,0.00,-56.00
16:00 - 16:15,-541.00,-65.00,-0.80,14.49,-44.00,0.00,0.00,-53.00
16:15 - 16:30,-550.00,-89.00,-0.80,14.49,-47.00,0.00,0.00,-47.00
16:30 - 16:45,-609.00,-127.00,-0.80,13.52,-53.00,0.00,0.00,-160.00
16:45 - 17:00,-600.00,-119.00,-0.80,13.52,-61.00,0.00,0.00,-189.00
17:00 - 17:15,-585.00,-167.87,-0.80,17.39,-23.00,0.00,0.00,-204.00
17:15 - 17:30,-558.00,-149.00,-0.80,17.39,-34.00,0.00,0.00,-195.00
17:30 - 17:45,-515.00,-147.00,-0.80,16.42,-48.00,0.00,0.00,-33.00
17:45 - 18:00,-481.00,-130.00,-0.80,16.42,-61.00,0.00,0.00,-33.00
18:00 - 18:15,-377.00,-45.00,-0.80,15.46,-30.00,0.00,0.00,-106.00
18:15 - 18:30,-239.00,-50.00,-0.80,15.46,-69.00,0.00,0.00,-102.00
18:30 - 18:45,-143.00,-98.00,-0.80,17.39,-69.00,0.00,0.00,-72.00
18:45 - 19:00,-170.00,-114.00,-0.80,17.39,-70.00,0.00,0.00,74.38
19:00 - 19:15,-610.00,-109.00,-0.80,17.39,-75.00,0.00,0.00,70.52
19:15 - 19:30,-594.00,-129.00,-0.80,17.39,-71.00,3.38,0.00,48.30
19:30 - 19:45,-531.00,-190.00,-0.80,23.18,-70.00,5.22,0.00,67.62
19:45 - 20:00,-502.00,-212.00,-0.80,23.18,-70.00,5.51,0.00,50.23
20:00 - 20:15,-624.00,-173.00,-0.80,21.49,-71.00,3.40,-25.00,39.41
20:15 - 20:30,-600.00,-168.00,-0.80,19.99,-71.00,4.67,-25.00,32.47
20:30 - 20:45,-608.00,-163.00,-0.80,24.15,-74.00,7.25,0.00,9.66
20:45 - 21:00,-579.00,-154.00,-0.80,24.15,-75.00,8.50,-7.58,0.97
21:00 - 21:15,-612.00,-258.00,-0.80,25.12,-76.00,6.28,0.00,-84.00
21:15 - 21:30,-668.00,-249.00,-0.80,25.12,-72.00,4.73,0.00,-137.00
21:30 - 21:45,-719.00,-285.00,-0.80,24.15,-73.00,3.67,0.00,-143.00
21:45 - 22:00,-805.00,-260.00,-0.80,24.15,-69.00,1.93,0.00,-134.00
22:00 - 22:15,-864.00,-300.00,-0.80,24.15,-69.00,3.86,0.00,-138.00
22:15 - 22:30,-810.00,-286.00,-0.80,21.83,-68.00,5.00,-25.00,-90.00
22:30 - 22:45,-776.00,-299.00,-0.80,20.66,-70.00,7.69,-25.00,-45.00
22:45 - 23:00,-741.00,-279.00,-0.80,20.05,-74.00,5.37,-25.00,-18.00
23:00 - 23:15,-723.00,-301.00,-0.80,25.12,-30.00,3.57,0.00,-37.00
23:15 - 23:30,-711.00,-290.00,-0.80,25.12,-30.00,3.96,0.00,-25.00
23:30 - 23:45,-727.00,-286.00,-0.80,25.12,-30.00,0.77,0.00,-30.00
23:45 - 24:00,-751.00,-289.00,-0.80,25.12,-30.00,0.87,0.00,-40.00
