Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
19:00 - 19:15,181.68,43.49,3.87,-77.00,0.00,0.00,-15.00
19:15 - 19:30,142.06,57.02,4.83,-73.00,0.00,-20.00,91.81
19:30 - 19:45,77.76,34.94,3.30,-76.00,0.00,-20.00,46.14
19:45 - 20:00,70.53,31.06,3.88,-75.00,0.00,-20.00,49.82
20:00 - 20:15,0.00,29.99,5.25,-74.00,1.50,0.00,59.98
20:15 - 20:30,33.00,27.50,5.50,-72.00,0.00,0.00,62.88
20:30 - 20:45,117.10,30.35,6.07,-69.00,0.26,0.00,95.40
20:45 - 21:00,123.56,21.30,4.97,-68.00,0.00,0.00,78.11
21:00 - 21:15,85.14,0.00,3.88,-72.00,0.00,0.00,49.76
21:15 - 21:30,72.34,0.00,3.61,-73.00,0.00,0.00,57.87
21:30 - 21:45,89.88,0.00,4.16,-155.00,0.00,0.00,102.57
21:45 - 22:00,92.27,0.00,4.17,-154.00,0.00,0.00,103.07
22:00 - 22:15,69.74,0.00,3.88,-71.00,0.00,0.00,67.81
22:15 - 22:30,57.46,0.00,3.35,-72.00,0.00,0.00,54.52
22:30 - 22:45,205.82,0.00,3.91,-35.00,0.00,0.00,36.57
22:45 - 23:00,233.43,0.00,4.28,-35.00,0.00,0.00,39.95
23:00 - 23:15,140.55,0.00,4.58,-35.00,0.00,0.00,28.77
23:15 - 23:30,85.31,0.00,5.15,-35.00,0.00,0.00,27.95
23:30 - 23:45,100.42,-20.00,4.99,-35.00,0.00,0.00,0.00
23:45 - 24:00,106.74,-25.00,5.08,-35.00,0.00,0.00,-15.00
