Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
10:30 - 10:45,56.79,62.56,-0.40,21.18,0.00,0.00,0.00,-85.00
10:45 - 11:00,51.98,53.89,-0.40,21.18,0.00,0.00,0.00,-79.00
11:00 - 11:15,69.30,72.18,-0.40,21.18,15.40,0.00,0.00,-70.00
11:15 - 11:30,73.15,77.00,-0.40,22.14,15.40,0.00,0.00,-70.00
11:30 - 11:45,93.36,78.93,-0.40,22.14,15.40,0.00,0.00,-128.00
11:45 - 12:00,77.96,81.81,-0.40,22.14,18.29,0.00,0.00,-131.00
12:00 - 12:15,187.68,101.06,-0.40,21.18,22.14,0.00,0.00,-99.00
12:15 - 12:30,192.49,91.44,-0.40,21.18,21.18,0.00,0.00,-100.00
12:30 - 12:45,145.33,74.11,-0.40,21.18,21.18,0.00,0.00,33.69
12:45 - 13:00,137.63,73.15,-0.40,21.18,22.14,0.00,0.00,50.05
13:00 - 13:15,124.16,38.50,-0.40,20.21,22.14,0.00,0.00,-30.00
13:15 - 13:30,111.64,48.13,-0.40,20.21,21.18,0.00,0.00,-53.00
13:30 - 13:45,104.91,52.94,-0.40,19.25,19.25,0.00,0.00,-6.00
13:45 - 14:00,110.68,49.09,-0.40,19.25,17.33,0.00,0.00,10.59
14:00 - 14:15,89.52,43.31,-0.40,19.25,19.25,0.00,0.00,-13.00
14:15 - 14:30,65.44,51.98,-0.40,19.25,22.14,0.00,0.00,-14.00
14:30 - 14:45,109.73,35.61,-0.10,19.25,24.06,0.00,0.00,8.66
14:45 - 15:00,120.31,27.91,-0.10,19.25,26.95,0.00,0.00,33.69
15:00 - 15:15,148.22,56.79,-0.10,21.66,27.91,0.00,0.00,-10.00
15:15 - 15:30,155.91,76.04,-0.10,21.66,26.95,0.00,0.00,9.63
15:30 - 15:45,145.33,62.56,-0.10,21.66,25.99,0.00,0.00,59.68
15:45 - 16:00,144.37,86.63,-0.10,21.66,26.95,0.00,0.00,62.56
16:00 - 16:15,76.99,63.53,-0.10,24.06,0.00,0.00,0.00,59.68
16:15 - 16:30,42.35,44.28,-0.10,24.06,0.00,0.00,0.00,58.71
16:30 - 16:45,25.03,50.05,-0.10,25.03,0.00,0.00,0.00,78.92
16:45 - 17:00,54.86,10.59,-0.10,25.03,0.00,0.00,0.00,102.02
17:00 - 17:15,-48.00,11.55,-0.10,26.95,0.00,0.00,0.00,134.75
17:15 - 17:30,-106.00,43.31,-0.10,26.95,-8.00,0.00,0.00,149.19
17:30 - 17:45,32.73,78.93,-0.10,27.91,-23.00,0.00,0.00,81.81
17:45 - 18:00,37.54,165.55,-0.10,27.91,-37.00,0.00,0.00,19.25
18:00 - 18:15,78.93,179.98,-0.10,27.91,-48.00,0.00,0.00,48.13
18:15 - 18:30,101.83,160.91,-0.10,22.54,-62.00,0.00,-35.00,66.08
18:30 - 18:45,27.59,90.47,-0.10,8.00,-42.00,0.00,-16.80,38.63
18:45 - 19:00,15.13,52.48,-0.10,3.32,-43.00,0.34,-16.80,17.19
19:00 - 19:15,19.12,86.12,-0.40,1.61,-43.00,0.13,-16.80,31.58
19:15 - 19:30,19.94,83.96,-0.40,1.47,-44.00,0.23,-16.80,41.97
19:30 - 19:45,93.22,87.73,-0.40,1.54,-42.00,0.26,-16.80,60.32
19:45 - 20:00,157.68,120.68,-0.40,2.25,-42.00,0.34,-16.80,104.59
20:00 - 20:15,103.08,119.64,-0.40,2.59,-42.00,0.20,0.00,110.07
20:15 - 20:30,110.10,145.66,-0.40,3.28,-43.00,0.06,0.00,151.74
20:30 - 20:45,64.04,63.44,-0.40,2.68,-42.00,0.13,0.00,94.29
20:45 - 21:00,59.37,60.47,-0.40,2.89,-43.00,0.13,0.00,75.46
21:00 - 21:15,197.84,59.71,-0.40,3.51,-44.00,0.00,0.00,126.45
21:15 - 21:30,206.21,47.40,-0.40,3.71,-43.00,0.00,0.00,133.34
21:30 - 21:45,178.94,77.89,-0.40,4.45,-45.00,0.00,0.00,106.63
21:45 - 22:00,202.80,75.11,-0.40,5.11,-44.00,0.00,0.00,106.39
22:00 - 22:15,113.11,71.82,-0.40,4.52,-64.00,0.00,0.00,113.10
22:15 - 22:30,71.88,62.16,-0.40,2.83,-67.00,0.00,0.00,92.31
22:30 - 22:45,59.93,55.07,-0.40,1.40,-69.00,0.06,0.00,52.23
22:45 - 23:00,51.93,71.70,-0.40,1.36,-73.00,0.08,0.00,55.02
23:00 - 23:15,134.41,117.22,-0.40,1.65,-76.00,0.17,0.00,78.15
23:15 - 23:30,140.56,129.34,-0.40,1.81,-70.00,0.22,0.00,86.23
23:30 - 23:45,158.77,163.64,-0.40,2.07,-57.00,0.13,0.00,90.63
23:45 - 24:00,139.84,177.67,-0.40,2.29,-57.00,0.00,0.00,70.72
