Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
17:15 - 17:30,-19.00,-12.00,16.35,9.62,0.00,0.00,-8.00
17:30 - 17:45,19.24,11.54,18.28,0.00,0.00,0.00,-18.00
17:45 - 18:00,124.08,44.25,18.28,0.00,0.00,0.00,-76.00
18:00 - 18:15,88.49,105.81,19.24,-8.00,0.00,0.00,-83.00
18:15 - 18:30,71.18,93.30,19.24,-20.00,0.00,0.00,-67.00
18:30 - 18:45,69.26,64.45,20.20,-32.00,0.96,0.00,-113.00
18:45 - 19:00,60.95,43.37,12.30,-33.00,1.52,0.00,-109.00
19:00 - 19:15,57.84,56.89,6.95,-36.00,1.04,0.00,-126.00
19:15 - 19:30,53.02,51.81,6.67,-40.00,0.69,0.00,-122.00
19:30 - 19:45,33.74,25.31,4.92,-43.00,0.80,0.00,-105.00
19:45 - 20:00,36.34,20.72,5.96,-46.00,1.19,0.00,-133.00
20:00 - 20:15,98.75,65.84,10.98,-50.00,1.54,0.00,-180.00
20:15 - 20:30,111.89,74.13,13.73,-13.00,2.19,0.00,-180.00
20:30 - 20:45,115.43,52.90,19.24,-8.00,1.83,0.00,-155.00
20:45 - 21:00,96.19,50.98,19.24,-11.00,0.96,0.00,-161.00
21:00 - 21:15,55.79,61.56,19.24,-15.00,0.00,0.00,-152.00
21:15 - 21:30,42.32,95.23,18.28,-18.00,0.00,0.00,-162.00
21:30 - 21:45,-13.00,89.45,18.28,-27.00,0.00,0.00,-188.00
21:45 - 22:00,-33.00,102.92,18.28,-30.00,0.00,0.00,-202.00
22:00 - 22:15,-66.00,105.81,17.31,-33.00,0.00,0.00,-201.00
22:15 - 22:30,-62.00,109.66,17.31,-32.00,0.00,0.00,-215.00
22:30 - 22:45,-34.00,81.76,16.35,-24.00,0.00,-14.00,-208.00
22:45 - 23:00,-20.00,86.57,16.35,-18.00,0.00,0.00,-185.00
23:00 - 23:15,-17.00,105.81,15.39,-17.00,0.00,0.00,-167.00
23:15 - 23:30,-9.00,112.54,15.39,-15.00,0.00,0.00,-157.00
23:30 - 23:45,-17.00,110.62,14.43,-15.00,0.00,0.00,-163.00
23:45 - 24:00,-21.00,115.43,14.43,-16.00,0.00,0.00,-154.00
