Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
13:30 - 13:45,-39.00,-32.00,4.81,-77.00,0.00,0.00,96.23
13:45 - 14:00,-33.00,-10.00,4.81,-78.00,0.00,0.00,101.04
14:00 - 14:15,8.66,32.72,4.81,-78.00,0.00,0.00,101.03
14:15 - 14:30,35.61,33.68,4.81,-77.00,0.00,0.00,96.23
14:30 - 14:45,6.74,9.62,4.81,-76.00,0.00,0.00,96.23
14:45 - 15:00,60.62,19.25,4.81,-76.00,0.00,0.00,96.23
15:00 - 15:15,93.34,-20.00,5.77,-75.00,0.00,0.00,110.67
15:15 - 15:30,137.61,0.00,5.77,-77.00,0.00,0.00,129.91
15:30 - 15:45,183.80,-5.00,7.70,-71.00,0.00,0.00,101.04
15:45 - 16:00,205.93,-10.00,7.70,-72.00,0.00,0.00,86.61
16:00 - 16:15,135.68,0.00,10.59,-76.00,0.00,0.00,67.36
16:15 - 16:30,63.51,0.00,10.87,-78.00,0.00,0.00,72.18
16:30 - 16:45,28.87,0.00,11.07,-84.00,0.00,0.00,48.11
16:45 - 17:00,26.94,0.00,11.16,-89.00,0.00,0.00,43.31
17:00 - 17:15,-42.00,-25.00,14.92,-95.00,0.00,0.00,76.98
17:15 - 17:30,0.00,-70.00,15.40,-102.00,0.00,0.00,80.83
17:30 - 17:45,-93.00,-18.00,17.80,-111.00,0.00,0.00,86.61
17:45 - 18:00,75.06,20.21,17.90,-112.00,0.00,0.00,-2.00
18:00 - 18:15,50.04,0.00,18.28,-108.17,0.00,0.00,104.89
18:15 - 18:30,52.93,0.00,18.57,-105.00,0.00,0.00,22.13
18:30 - 18:45,33.68,0.00,18.76,-103.00,0.10,0.00,-5.00
18:45 - 19:00,54.84,0.00,19.25,-100.00,0.00,0.00,11.55
19:00 - 19:15,87.57,0.00,19.25,-96.00,1.83,0.00,13.47
19:15 - 19:30,86.61,0.00,19.25,-93.00,1.73,0.00,8.66
19:30 - 19:45,95.27,0.00,20.21,-88.00,1.44,0.00,-5.00
19:45 - 20:00,90.45,0.00,20.21,-86.00,4.62,0.00,-6.00
20:00 - 20:15,104.90,0.00,17.32,-83.00,2.69,0.00,-34.00
20:15 - 20:30,104.89,0.00,17.32,-81.00,4.23,0.00,6.74
20:30 - 20:45,58.70,0.00,16.36,-76.00,2.41,0.00,-21.00
20:45 - 21:00,59.66,0.00,16.36,-74.00,2.31,0.00,-37.00
21:00 - 21:15,0.00,0.00,19.25,-73.00,2.31,0.00,-141.00
21:15 - 21:30,0.00,0.00,19.24,-74.00,1.35,0.00,-137.00
21:30 - 21:45,0.00,-30.00,19.25,-77.00,0.96,0.00,-150.00
21:45 - 22:00,0.00,-25.00,18.28,-79.00,1.25,0.00,-150.00
22:00 - 22:15,0.00,-15.00,18.28,-80.00,0.48,0.00,-160.00
22:15 - 22:30,0.00,-12.00,17.32,-81.00,1.25,0.00,-160.00
22:30 - 22:45,-26.00,14.43,14.44,-78.00,1.73,0.00,-252.00
22:45 - 23:00,-23.00,14.43,14.44,-78.00,1.92,0.00,-224.00
23:00 - 23:15,-151.00,-145.00,14.44,-81.00,1.73,0.00,-204.00
23:15 - 23:30,-151.00,-146.00,13.47,-77.00,1.64,0.00,-197.00
23:30 - 23:45,-248.00,-140.00,12.51,-79.00,1.06,0.00,-182.00
23:45 - 24:00,-231.00,-150.00,12.51,-81.00,1.06,0.00,-186.00
