Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
12:30 - 12:45,267.79,133.41,9.60,0.00,0.00,33.59
12:45 - 13:00,279.31,121.89,8.64,0.00,0.00,38.39
13:00 - 13:15,262.02,83.50,19.20,0.00,0.00,52.79
13:15 - 13:30,266.82,116.14,19.20,0.00,0.00,53.75
13:30 - 13:45,316.73,126.69,19.20,0.00,0.00,57.59
13:45 - 14:00,338.81,141.09,19.20,0.00,0.00,86.38
14:00 - 14:15,298.49,131.49,19.20,0.00,0.00,24.00
14:15 - 14:30,330.17,121.89,19.20,0.00,0.00,33.59
14:30 - 14:45,406.95,102.70,20.64,0.00,0.00,46.07
14:45 - 15:00,443.42,112.30,20.64,0.00,0.00,65.27
15:00 - 15:15,357.04,110.38,18.24,0.00,0.00,76.78
15:15 - 15:30,280.27,120.93,18.24,0.00,0.00,76.78
15:30 - 15:45,194.84,118.06,18.24,0.00,0.00,76.78
15:45 - 16:00,167.01,122.85,18.24,0.00,0.00,81.58
16:00 - 16:15,129.57,126.69,17.28,0.00,0.00,91.18
16:15 - 16:30,108.46,137.25,17.28,0.00,0.00,91.18
16:30 - 16:45,124.77,113.26,17.28,0.00,0.00,81.58
16:45 - 17:00,114.22,117.08,18.24,0.00,0.00,67.19
17:00 - 17:15,101.74,105.57,8.64,0.00,0.00,71.99
17:15 - 17:30,110.38,116.13,6.72,0.00,0.00,71.99
17:30 - 17:45,240.90,105.58,4.80,-19.00,0.00,19.20
17:45 - 18:00,166.05,122.85,3.84,-30.00,0.00,-60.00
18:00 - 18:15,138.21,34.55,1.92,-21.00,0.00,-75.00
18:15 - 18:30,67.19,47.99,2.88,-23.00,0.00,47.99
18:30 - 18:45,54.71,26.87,4.80,-26.00,0.00,115.18
18:45 - 19:00,-9.00,26.87,5.76,-33.00,0.00,119.98
19:00 - 19:15,12.20,-62.00,7.18,-16.00,-11.80,86.12
19:15 - 19:30,30.73,-63.00,6.63,-16.00,-11.80,75.32
19:30 - 19:45,65.24,-44.00,3.87,-17.00,0.00,80.71
19:45 - 20:00,82.07,-49.00,3.79,-17.00,0.00,75.76
20:00 - 20:15,135.44,-37.00,2.77,-18.00,0.00,86.59
20:15 - 20:30,130.88,-42.00,2.83,-17.00,0.00,85.08
20:30 - 20:45,204.25,0.00,2.52,-18.00,0.00,106.99
20:45 - 21:00,248.89,0.00,2.53,-19.00,0.00,107.36
21:00 - 21:15,155.85,-26.00,2.71,-19.00,0.00,156.27
21:15 - 21:30,170.70,-26.00,2.72,-18.00,0.00,156.90
21:30 - 21:45,145.60,-30.00,2.85,-18.00,0.00,142.75
21:45 - 22:00,155.38,-33.00,2.96,-19.00,0.00,147.74
22:00 - 22:15,93.96,-53.00,3.34,-18.00,0.00,75.07
22:15 - 22:30,98.01,-57.00,3.41,-19.00,0.00,76.71
22:30 - 22:45,137.61,-61.00,4.37,-19.00,0.00,46.96
22:45 - 23:00,131.83,-50.00,4.34,-9.00,0.00,56.45
23:00 - 23:15,310.02,-31.00,10.56,-11.00,0.00,79.66
23:15 - 23:30,264.90,-28.00,10.56,-19.00,0.00,69.11
23:30 - 23:45,153.56,-20.00,9.60,-10.00,0.00,14.40
23:45 - 24:00,141.09,-30.00,9.60,-10.00,0.00,14.40
