Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
11:15 - 11:30,-298.00,44.50,11.61,-48.00,-45.00
11:30 - 11:45,-235.00,11.61,11.61,-47.00,-30.00
11:45 - 12:00,-239.00,14.51,11.61,-45.00,-30.00
12:00 - 12:15,-233.00,17.41,11.61,-30.49,-50.00
12:15 - 12:30,-235.00,23.22,11.61,-36.11,-30.00
12:30 - 12:45,-255.00,-10.00,10.64,0.00,-15.00
12:45 - 13:00,-254.00,-5.00,10.64,-0.20,-30.00
13:00 - 13:15,-272.00,-20.00,10.64,0.00,-50.00
13:15 - 13:30,-265.00,-20.00,10.64,0.00,-55.00
13:30 - 13:45,-331.00,0.00,10.64,-49.00,-103.00
13:45 - 14:00,-334.00,0.00,10.64,-50.00,-62.00
14:00 - 14:15,-236.00,51.28,8.22,-47.00,-45.00
14:15 - 14:30,-229.00,83.20,8.22,-45.00,-38.00
14:30 - 14:45,-230.00,53.21,6.77,-43.00,-60.00
14:45 - 15:00,-233.00,87.07,6.77,-42.00,-60.00
15:00 - 15:15,-206.00,34.83,7.74,-39.00,-25.00
15:15 - 15:30,-176.00,37.73,7.74,-39.00,-10.00
15:30 - 15:45,-150.00,116.09,13.54,-40.00,4.84
15:45 - 16:00,-141.00,59.01,14.51,-44.00,4.84
16:00 - 16:15,-198.00,106.41,8.71,-43.00,4.84
16:15 - 16:30,-208.00,119.96,8.71,-47.00,9.67
16:30 - 16:45,-262.00,101.57,3.39,-51.00,-62.00
16:45 - 17:00,-282.00,96.74,2.90,-59.00,-81.00
17:00 - 17:15,-271.00,94.81,6.77,-15.00,-65.00
17:15 - 17:30,-277.00,93.84,5.80,-26.00,-60.00
17:30 - 17:45,-249.00,96.74,4.84,-38.00,-50.00
17:45 - 18:00,-248.00,91.90,3.87,-52.00,-50.00
18:00 - 18:15,-94.00,117.06,3.87,-68.00,-40.00
18:15 - 18:30,-103.00,135.44,3.87,-81.00,-35.00
18:30 - 18:45,-92.00,58.04,3.87,-68.00,-55.00
18:45 - 19:00,-85.00,59.01,4.84,-70.00,-55.00
19:00 - 19:15,-266.00,89.00,4.84,-56.00,19.35
19:15 - 19:30,-273.00,82.23,4.84,-56.00,-70.00
19:30 - 19:45,-238.00,180.90,4.84,-59.00,62.88
19:45 - 20:00,-211.00,94.80,4.84,-59.00,-30.00
20:00 - 20:15,-199.00,51.27,4.84,-58.00,43.53
20:15 - 20:30,-197.00,-37.00,4.84,-55.00,-40.00
20:30 - 20:45,-136.00,-15.00,2.90,-53.00,0.00
20:45 - 21:00,-97.00,9.67,2.90,-53.00,19.35
21:00 - 21:15,42.57,52.24,2.42,-55.00,135.43
21:15 - 21:30,107.37,8.71,2.42,-55.00,53.21
21:30 - 21:45,0.00,-11.00,2.13,-52.00,19.35
21:45 - 22:00,-24.00,-11.00,2.13,-54.00,19.35
22:00 - 22:15,9.67,47.40,4.84,-40.00,14.51
22:15 - 22:30,-24.00,41.59,4.84,-30.00,19.35
22:30 - 22:45,-43.00,-10.00,4.84,-30.00,9.67
22:45 - 23:00,-28.00,-46.00,4.84,-30.00,9.67
23:00 - 23:15,-57.00,-42.00,3.87,-30.00,-5.00
23:15 - 23:30,-47.00,-43.00,3.87,-30.00,0.00
23:30 - 23:45,-51.00,-110.00,3.39,-30.00,-50.00
23:45 - 24:00,-52.00,-123.00,3.19,-30.00,-65.00
