Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
13:30 - 13:45,-22.00,0.00,0.00,5.76,0.00,14.41
13:45 - 14:00,-18.00,0.00,0.00,5.76,0.00,24.01
14:00 - 14:15,0.00,0.00,-0.50,6.24,0.00,21.13
14:15 - 14:30,15.37,0.00,-0.50,6.72,0.00,25.93
14:30 - 14:45,0.00,0.00,-0.50,6.72,0.00,30.74
14:45 - 15:00,0.00,0.00,-0.50,6.72,0.00,31.70
15:00 - 15:15,0.00,0.00,-0.50,6.72,0.00,33.62
15:15 - 15:30,0.00,-76.00,-0.50,6.72,0.00,36.50
15:30 - 15:45,0.00,-25.00,-0.50,7.68,0.00,30.74
15:45 - 16:00,0.00,66.26,-0.50,8.16,0.00,31.69
16:00 - 16:15,-37.00,0.00,-0.10,10.08,0.00,72.03
16:15 - 16:30,-35.00,0.00,-0.10,10.56,0.00,76.84
16:30 - 16:45,-24.00,0.00,-0.10,10.56,0.00,38.42
16:45 - 17:00,-21.00,0.00,-0.10,10.04,0.00,13.68
17:00 - 17:15,-30.00,-53.00,-0.10,9.73,0.00,8.98
17:15 - 17:30,-15.00,-47.00,-0.10,6.77,1.02,74.95
17:30 - 17:45,-52.00,-45.00,-0.10,7.17,1.15,162.65
17:45 - 18:00,-61.00,-49.00,-0.10,8.04,0.93,176.35
18:00 - 18:15,-70.00,21.14,-0.10,5.81,1.97,81.03
18:15 - 18:30,11.24,13.63,-0.10,5.62,0.75,73.23
18:30 - 18:45,-51.00,0.00,-0.10,10.58,1.29,128.26
18:45 - 19:00,-131.00,0.00,-0.10,15.85,0.00,-15.00
19:00 - 19:15,-84.00,20.17,-0.10,14.89,0.00,24.97
19:15 - 19:30,-30.00,27.84,-0.10,14.41,0.00,17.29
19:30 - 19:45,25.93,18.25,-0.10,14.41,0.00,36.49
19:45 - 20:00,22.09,15.37,-0.10,14.41,0.00,39.37
20:00 - 20:15,30.73,-20.00,-0.10,14.41,0.00,43.22
20:15 - 20:30,71.07,-20.00,-0.10,14.41,0.00,48.02
20:30 - 20:45,72.03,0.00,-0.10,14.41,0.00,55.70
20:45 - 21:00,60.50,0.00,-0.10,14.41,0.00,50.90
21:00 - 21:15,62.42,9.60,-0.10,12.97,0.00,19.21
21:15 - 21:30,62.43,9.60,-0.10,12.97,0.00,57.62
21:30 - 21:45,60.51,0.00,-0.10,12.49,0.00,72.02
21:45 - 22:00,58.58,0.00,-0.10,11.24,0.00,81.64
22:00 - 22:15,66.27,0.00,-0.10,10.56,0.00,65.31
22:15 - 22:30,72.03,0.00,-0.10,9.80,0.00,59.54
22:30 - 22:45,102.77,0.00,-0.10,9.60,0.00,49.94
22:45 - 23:00,97.96,0.00,-0.10,8.93,0.00,47.06
23:00 - 23:15,103.72,0.00,-0.10,8.36,0.00,50.90
23:15 - 23:30,88.35,0.00,-0.10,8.07,0.00,45.14
23:30 - 23:45,91.24,0.00,-0.10,7.78,0.00,35.53
23:45 - 24:00,108.53,-20.00,-0.10,7.49,0.00,26.89
