Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
13:15 - 13:30,-268.00,-92.00,6.72,-17.50,0.00,-430.00
13:30 - 13:45,-276.00,-88.00,6.72,-21.60,0.00,-426.00
13:45 - 14:00,-280.00,-77.00,6.72,-23.60,0.00,-396.00
14:00 - 14:15,-244.00,-71.00,4.80,-26.60,0.00,-445.00
14:15 - 14:30,-210.00,-58.00,4.80,-28.60,0.00,-452.00
14:30 - 14:45,-144.00,0.00,4.80,-26.60,0.00,-431.00
14:45 - 15:00,-126.00,0.00,4.80,-30.60,0.00,-429.00
15:00 - 15:15,-176.00,-27.00,2.88,-36.60,0.00,-440.00
15:15 - 15:30,-150.00,-42.00,2.88,-38.60,0.00,-437.00
15:30 - 15:45,-186.00,-45.00,0.96,-44.60,0.00,-456.00
15:45 - 16:00,-168.00,-56.00,0.96,-45.60,0.00,-454.00
16:00 - 16:15,-145.00,-100.00,0.96,-44.60,0.00,-450.00
16:15 - 16:30,-120.00,-94.00,0.96,-45.60,0.00,-435.00
16:30 - 16:45,-90.00,-79.00,0.96,-47.60,0.00,-415.00
16:45 - 17:00,-59.00,-81.00,1.92,-50.60,0.00,-400.00
17:00 - 17:15,-61.00,-134.00,-4.00,-53.60,0.00,-465.00
17:15 - 17:30,-87.00,-134.00,-4.00,-53.60,0.00,-280.00
17:30 - 17:45,-56.00,-109.00,-4.00,-57.60,0.00,-275.00
17:45 - 18:00,-47.00,-72.00,-3.00,0.00,0.00,-265.00
18:00 - 18:15,-245.00,-87.00,-3.00,0.00,0.00,-250.00
18:15 - 18:30,-69.00,-18.00,0.00,0.00,0.00,-200.00
18:30 - 18:45,0.00,-26.00,1.92,-60.60,0.00,-10.00
18:45 - 19:00,0.00,-39.00,3.84,-64.60,0.00,-90.00
19:00 - 19:15,-18.00,-42.00,6.72,-57.60,0.00,-27.00
19:15 - 19:30,16.32,-35.00,6.72,-57.60,0.00,-27.00
19:30 - 19:45,90.22,0.00,4.80,-56.60,0.00,-3.00
19:45 - 20:00,161.24,0.00,4.80,-57.60,1.54,-6.00
20:00 - 20:15,9.60,0.00,4.80,-57.60,1.63,-2.00
20:15 - 20:30,19.19,0.00,4.80,-57.60,1.54,-4.00
20:30 - 20:45,-51.00,-91.00,4.79,-58.60,1.54,-2.00
20:45 - 21:00,-12.00,-100.00,4.79,-56.60,1.54,2.88
21:00 - 21:15,-9.00,-117.00,5.76,-56.60,0.00,-12.00
21:15 - 21:30,-33.00,-126.00,5.76,-57.60,1.34,-35.00
21:30 - 21:45,-84.00,-159.00,5.76,-60.60,1.44,-85.00
21:45 - 22:00,-125.00,-144.00,5.76,-60.60,0.00,-85.00
22:00 - 22:15,-140.00,-129.00,5.76,-50.60,0.00,-60.00
22:15 - 22:30,-130.00,-116.00,5.76,-48.60,0.00,-65.00
22:30 - 22:45,-156.00,-75.00,5.76,-46.60,0.00,-39.00
22:45 - 23:00,-148.00,-68.00,5.76,-45.60,0.00,-42.00
23:00 - 23:15,-153.00,-64.00,4.80,-46.60,0.00,-25.00
23:15 - 23:30,-143.00,-52.00,4.80,-46.60,0.00,-20.00
23:30 - 23:45,-241.00,-47.00,3.84,-46.60,0.00,-50.00
23:45 - 24:00,-311.00,-61.00,3.84,-46.60,0.00,-50.00
