Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
05:45 - 06:00,-106.00,47.35,0.00,-40.00,0.00,0.00,14.50
06:00 - 06:15,-135.00,53.16,0.00,-40.00,0.00,0.00,33.82
06:15 - 06:30,-147.00,58.95,0.97,-40.00,0.00,0.00,33.82
06:30 - 06:45,-151.00,50.23,0.97,-40.00,0.10,0.00,38.66
06:45 - 07:00,-159.00,46.38,0.97,-40.00,0.00,0.00,43.49
07:00 - 07:15,-168.00,68.62,1.93,-40.00,0.00,0.00,48.32
07:15 - 07:30,-155.00,51.22,1.93,-40.00,0.00,0.00,57.99
07:30 - 07:45,-138.00,22.23,2.90,-40.00,0.00,0.00,48.32
07:45 - 08:00,-110.00,21.26,3.87,-40.00,0.00,0.00,57.98
08:00 - 08:15,-57.00,136.26,1.93,-52.00,0.00,0.00,38.66
08:15 - 08:30,-55.00,142.06,2.90,-51.00,0.00,0.00,48.32
08:30 - 08:45,-38.00,149.79,2.90,-50.00,0.00,0.00,67.65
08:45 - 09:00,-43.00,149.79,4.83,-54.00,0.00,0.00,62.82
09:00 - 09:15,-30.00,146.89,14.50,-63.00,0.00,0.00,67.65
09:15 - 09:30,-36.00,117.90,13.53,-63.00,0.00,0.00,67.65
09:30 - 09:45,-64.00,117.90,13.53,-56.00,0.00,0.00,57.98
09:45 - 10:00,-64.00,115.97,14.50,-54.00,0.00,0.00,53.15
10:00 - 10:15,0.00,104.37,15.46,-38.00,0.00,0.00,48.32
10:15 - 10:30,15.46,103.41,15.46,-30.00,0.00,0.00,53.15
10:30 - 10:45,48.32,120.80,15.46,-27.00,0.00,0.00,24.16
10:45 - 11:00,46.39,116.93,15.46,-25.00,0.00,0.00,41.56
11:00 - 11:15,35.76,82.14,15.46,-22.00,0.00,0.00,14.50
11:15 - 11:30,23.19,72.48,16.43,-21.00,0.00,0.00,15.46
11:30 - 11:45,0.00,48.32,17.40,-20.00,0.00,0.00,1.93
11:45 - 12:00,-11.00,44.45,17.40,-20.00,0.00,0.00,16.43
12:00 - 12:15,72.48,91.80,16.43,-18.00,0.00,0.00,73.45
12:15 - 12:30,71.51,124.66,16.43,-16.00,0.00,0.00,86.98
12:30 - 12:45,-48.00,127.56,16.91,-14.00,0.00,0.00,139.17
12:45 - 13:00,-70.00,99.54,16.91,-13.00,0.00,0.00,143.03
13:00 - 13:15,-66.00,117.89,15.95,0.00,0.00,0.00,67.65
13:15 - 13:30,-58.00,119.83,15.95,0.00,0.00,0.00,53.15
13:30 - 13:45,-113.00,110.17,17.40,0.00,0.00,0.00,82.14
13:45 - 14:00,-103.00,92.77,17.88,0.00,0.00,0.00,135.30
14:00 - 14:15,0.00,78.27,17.88,0.00,0.00,0.00,11.60
14:15 - 14:30,-10.00,28.03,18.36,0.00,0.00,0.00,58.95
14:30 - 14:45,-15.00,0.00,19.81,0.00,0.00,0.00,55.09
14:45 - 15:00,-6.00,0.00,19.81,0.00,0.00,0.00,84.08
15:00 - 15:15,42.52,-22.00,19.33,0.00,0.00,0.00,72.48
15:15 - 15:30,43.49,-14.00,19.33,0.00,0.00,0.00,82.14
15:30 - 15:45,0.00,-40.00,19.81,0.00,0.00,0.00,40.59
15:45 - 16:00,0.00,-37.00,19.33,0.00,0.00,0.00,54.12
16:00 - 16:15,-43.00,-80.00,12.56,-15.00,0.00,0.00,14.50
16:15 - 16:30,-34.00,-37.00,11.60,-15.00,0.00,0.00,7.73
16:30 - 16:45,5.80,0.00,10.15,-15.00,0.00,0.00,4.83
16:45 - 17:00,19.32,0.00,10.15,-19.00,0.00,0.00,0.97
17:00 - 17:15,-96.00,-30.00,14.50,-10.00,0.00,0.00,-40.00
17:15 - 17:30,-101.00,-8.00,13.05,-10.00,0.00,0.00,-55.00
17:30 - 17:45,-170.00,0.00,11.60,-10.00,0.00,0.00,-70.00
17:45 - 18:00,-192.00,0.00,10.15,-19.00,0.00,0.00,-90.00
18:00 - 18:15,13.53,0.00,7.73,-27.00,0.00,0.00,-70.00
18:15 - 18:30,-50.00,0.00,6.76,-41.00,0.00,0.00,-90.00
18:30 - 18:45,0.00,-9.00,4.83,-81.00,0.00,0.00,62.82
18:45 - 19:00,0.00,-36.00,4.83,-80.00,0.00,0.00,77.31
19:00 - 19:15,-34.00,-16.00,4.83,-79.00,0.00,0.00,53.15
19:15 - 19:30,-28.00,0.00,4.83,-77.00,0.00,0.00,91.81
19:30 - 19:45,20.29,-52.00,4.83,-80.00,0.00,0.00,111.14
19:45 - 20:00,12.56,-22.00,4.83,-82.00,0.00,0.00,164.29
20:00 - 20:15,11.60,-19.00,5.80,-83.00,0.00,0.00,101.47
20:15 - 20:30,17.40,-15.00,5.80,-81.00,0.00,0.00,67.64
20:30 - 20:45,9.66,-6.00,5.80,-79.00,0.00,0.00,82.15
20:45 - 21:00,3.87,-16.00,5.80,-79.00,1.26,0.00,67.64
21:00 - 21:15,20.29,19.33,5.80,-82.00,0.00,0.00,91.81
21:15 - 21:30,22.77,16.64,5.26,-80.00,0.00,-20.00,83.18
21:30 - 21:45,10.85,-26.00,5.43,-77.00,0.00,-16.60,91.36
21:45 - 22:00,48.14,-64.00,5.16,-82.00,0.00,-16.60,82.51
22:00 - 22:15,101.71,-38.00,6.46,-83.00,0.00,-16.60,64.57
22:15 - 22:30,122.91,-36.00,7.39,-84.00,0.00,-16.60,78.55
22:30 - 22:45,87.49,-11.00,7.07,-84.00,0.00,0.00,60.09
22:45 - 23:00,106.03,-5.00,6.57,-73.00,0.00,0.00,56.72
23:00 - 23:15,158.50,0.00,6.76,-59.00,0.00,0.00,45.42
23:15 - 23:30,157.52,0.00,6.76,-58.00,0.00,0.00,49.29
23:30 - 23:45,95.67,-11.00,5.80,-54.00,0.00,0.00,5.80
23:45 - 24:00,68.61,-21.00,5.80,-58.00,0.00,0.00,-5.00
