Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
09:15 - 09:30,41.36,55.79,-1.50,17.80,0.00,-48.00
09:30 - 09:45,0.00,23.09,-1.50,17.60,0.00,-90.00
09:45 - 10:00,0.00,20.20,-1.50,17.60,0.00,-87.00
10:00 - 10:15,-46.00,14.43,-1.00,17.60,0.00,-100.00
10:15 - 10:30,-63.00,16.35,-1.00,17.32,0.00,-96.00
10:30 - 10:45,-80.00,11.54,-1.00,17.03,0.00,-117.00
10:45 - 11:00,-72.00,14.43,-1.00,16.83,0.00,-107.00
11:00 - 11:15,-54.00,16.35,-1.00,16.35,0.00,-98.00
11:15 - 11:30,-69.00,19.24,-1.00,15.97,0.00,-106.00
11:30 - 11:45,-114.00,-7.00,-1.00,15.39,0.00,-131.00
11:45 - 12:00,-126.00,-18.00,-1.00,14.43,0.00,-123.00
12:00 - 12:15,-131.00,-50.00,-1.00,13.47,0.00,-151.00
12:15 - 12:30,-135.00,-51.00,-1.00,12.50,0.00,-156.00
12:30 - 12:45,-48.00,-48.00,-1.00,12.02,0.00,-121.00
12:45 - 13:00,-60.00,-48.00,-1.00,11.54,0.00,-114.00
13:00 - 13:15,-133.00,-72.00,-1.00,11.54,0.00,-117.00
13:15 - 13:30,-159.00,-82.00,-1.00,11.54,0.00,-106.00
13:30 - 13:45,-189.00,-66.00,-1.00,11.54,0.00,-92.00
13:45 - 14:00,-180.00,-56.00,-1.00,11.54,0.00,-101.00
14:00 - 14:15,-117.00,-60.00,-1.00,11.54,0.00,-113.00
14:15 - 14:30,-111.00,-52.00,-1.00,11.54,0.00,-95.00
14:30 - 14:45,-93.00,-47.00,0.00,11.54,0.00,-88.00
14:45 - 15:00,-82.00,-50.00,0.00,11.54,0.00,-75.00
15:00 - 15:15,-83.00,-59.00,0.00,11.54,0.00,-69.00
15:15 - 15:30,-73.00,-57.00,-1.00,11.54,0.00,-53.00
15:30 - 15:45,-44.00,-65.00,-1.00,12.50,0.00,-166.00
15:45 - 16:00,-20.00,-60.00,-1.00,12.79,0.00,-186.00
16:00 - 16:15,-13.00,-47.00,-1.00,13.18,0.00,-192.00
16:15 - 16:30,-70.00,-42.00,-1.00,13.18,0.00,-196.00
16:30 - 16:45,-73.00,-21.00,-1.00,13.47,0.00,-175.00
16:45 - 17:00,-89.00,-27.00,-1.00,13.66,0.00,-160.00
17:00 - 17:15,-61.00,-44.00,-1.00,14.14,0.00,-170.00
17:15 - 17:30,-91.00,-49.00,-1.00,14.43,0.00,-170.00
17:30 - 17:45,62.52,-104.00,-0.10,14.72,0.00,-150.00
17:45 - 18:00,-44.00,-72.00,-0.10,15.10,0.00,19.24
18:00 - 18:15,-80.00,-65.00,-0.10,15.39,0.00,-10.00
18:15 - 18:30,-96.00,-59.00,-0.10,15.87,0.00,0.00
18:30 - 18:45,-45.00,-47.00,-0.10,15.97,0.00,-10.00
18:45 - 19:00,0.00,-43.00,-0.10,15.96,7.41,0.00
19:00 - 19:15,-55.00,-24.00,-0.10,15.68,5.39,0.00
19:15 - 19:30,-50.00,-38.00,-0.10,15.96,2.60,-5.00
19:30 - 19:45,-114.00,-26.00,-0.10,15.97,6.44,57.72
19:45 - 20:00,-146.00,-45.00,-0.10,15.97,7.60,48.09
20:00 - 20:15,-84.00,-6.00,-0.10,15.97,7.21,52.91
20:15 - 20:30,-84.00,-10.00,-0.10,15.97,9.72,86.56
20:30 - 20:45,-54.00,-29.00,-0.10,15.97,10.68,91.38
20:45 - 21:00,-24.00,-34.00,-0.10,15.97,9.14,81.76
21:00 - 21:15,-18.00,-39.00,-0.10,17.03,1.54,96.18
21:15 - 21:30,-18.00,-25.00,-0.10,16.45,0.00,101.00
21:30 - 21:45,-83.00,-15.00,-0.10,15.87,0.00,115.43
21:45 - 22:00,-107.00,-6.00,-0.10,15.87,0.00,110.62
22:00 - 22:15,-97.00,0.00,-0.10,14.43,4.81,110.62
22:15 - 22:30,-92.00,0.00,-0.10,13.56,2.89,110.62
22:30 - 22:45,-32.00,8.66,-0.10,12.89,3.75,122.16
22:45 - 23:00,13.47,8.66,-0.10,12.22,0.00,122.15
23:00 - 23:15,14.43,11.54,-0.10,12.12,4.23,121.20
23:15 - 23:30,11.54,9.62,-0.10,11.35,0.38,113.51
23:30 - 23:45,13.47,1.92,-0.10,10.58,2.31,117.35
23:45 - 24:00,75.03,8.66,-0.10,10.48,0.00,123.12
