Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
08:30 - 08:45,10.58,79.80,-2.00,-43.00,0.00,9.61
08:45 - 09:00,-19.00,94.21,0.00,-26.00,0.00,24.04
09:00 - 09:15,-35.00,101.90,0.00,-53.00,0.00,38.46
09:15 - 09:30,42.30,118.25,0.00,-38.00,0.00,24.04
09:30 - 09:45,38.46,146.13,0.00,-20.00,0.00,57.68
09:45 - 10:00,40.38,138.44,0.00,0.00,0.00,43.26
10:00 - 10:15,0.00,76.91,0.00,0.00,0.00,52.88
10:15 - 10:30,18.27,69.22,0.00,0.00,0.00,86.52
10:30 - 10:45,14.42,52.88,-3.00,0.00,0.00,72.10
10:45 - 11:00,25.00,63.45,-4.00,0.00,0.00,76.91
11:00 - 11:15,64.41,64.41,-5.00,0.00,0.00,67.31
11:15 - 11:30,62.49,60.57,-7.00,0.00,0.00,76.91
11:30 - 11:45,65.38,62.49,-7.00,0.00,0.00,99.02
11:45 - 12:00,76.91,70.18,-8.00,0.00,0.00,100.95
12:00 - 12:15,98.06,44.22,-15.00,-19.00,0.00,86.53
12:15 - 12:30,100.94,51.92,-15.00,-19.00,0.00,93.26
12:30 - 12:45,71.14,61.53,-15.00,-19.00,0.00,110.56
12:45 - 13:00,71.14,64.41,-16.00,-19.00,0.00,108.65
13:00 - 13:15,72.10,67.30,-5.00,-19.00,0.00,67.30
13:15 - 13:30,78.84,67.30,-5.00,-19.00,0.00,57.68
13:30 - 13:45,157.66,120.18,-5.00,-19.00,0.00,127.87
13:45 - 14:00,169.21,126.90,-5.00,-19.00,0.00,176.90
14:00 - 14:15,90.37,150.95,-6.00,-19.00,0.00,9.61
14:15 - 14:30,64.41,173.05,-6.00,-19.00,0.00,19.23
14:30 - 14:45,54.80,189.40,-6.00,-19.00,0.00,14.42
14:45 - 15:00,28.84,205.74,-6.00,-19.00,0.00,38.46
15:00 - 15:15,0.00,174.97,-9.00,0.00,0.00,86.53
15:15 - 15:30,-82.00,157.67,-9.00,0.00,0.00,96.14
15:30 - 15:45,-12.00,186.51,-9.00,0.00,0.00,115.37
15:45 - 16:00,41.34,182.66,-9.00,0.00,0.00,115.37
16:00 - 16:15,142.29,104.79,-10.00,0.00,0.00,110.56
16:15 - 16:30,66.34,113.44,-11.00,0.00,0.00,91.33
16:30 - 16:45,-18.00,105.75,-11.00,-19.00,0.00,19.23
16:45 - 17:00,-60.00,57.68,-10.00,-24.00,0.00,11.54
17:00 - 17:15,-95.00,123.06,-1.00,-30.00,0.00,19.23
17:15 - 17:30,-72.00,128.83,-2.00,-27.00,0.00,19.23
17:30 - 17:45,-73.00,124.98,-2.00,-31.00,0.00,0.00
17:45 - 18:00,-91.00,124.98,-3.00,-29.00,0.00,0.00
18:00 - 18:15,-92.00,115.37,-4.00,-35.00,0.00,14.42
18:15 - 18:30,-60.00,116.33,-2.00,-39.00,0.00,-5.00
18:30 - 18:45,-49.00,77.87,0.00,-41.00,0.00,96.14
18:45 - 19:00,-41.00,73.07,1.92,-69.00,0.00,19.23
19:00 - 19:15,-75.00,29.80,3.13,-68.00,-16.40,14.89
19:15 - 19:30,-90.00,26.04,3.29,-73.00,-16.40,17.35
19:30 - 19:45,-35.00,10.39,1.58,-72.00,-10.30,11.87
19:45 - 20:00,-37.00,8.76,1.33,-74.00,-10.30,11.25
20:00 - 20:15,-74.00,3.60,0.76,-75.00,0.00,18.90
20:15 - 20:30,-49.00,4.13,0.75,-75.00,0.00,18.79
20:30 - 20:45,-13.00,4.07,1.28,-77.00,0.00,40.63
20:45 - 21:00,1.23,4.11,1.30,-79.00,0.00,36.95
21:00 - 21:15,58.79,0.00,1.25,-80.00,0.00,23.83
21:15 - 21:30,84.97,0.00,1.11,-79.00,0.00,27.71
21:30 - 21:45,150.09,4.40,0.88,-79.00,0.00,24.97
21:45 - 22:00,162.79,4.31,0.87,-78.00,0.00,22.99
22:00 - 22:15,81.10,16.48,0.63,-79.00,0.00,20.28
22:15 - 22:30,103.73,16.25,0.62,-77.00,0.00,15.00
22:30 - 22:45,-6.00,-69.00,1.52,-78.00,0.00,0.00
22:45 - 23:00,-11.00,-59.00,1.58,-74.00,0.00,0.00
23:00 - 23:15,-189.00,-195.00,2.57,-76.00,0.00,-135.00
23:15 - 23:30,-186.00,-180.00,2.92,-77.00,0.00,-135.00
23:30 - 23:45,-86.00,-90.00,4.97,-83.00,0.00,-125.00
23:45 - 24:00,-77.00,-80.00,6.49,-60.00,0.00,-70.00
