Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
17:00 - 17:15,-17.00,-33.00,10.56,0.00,-30.00
17:15 - 17:30,-33.00,-66.00,11.04,0.00,-35.00
17:30 - 17:45,-19.00,-78.00,12.49,0.00,-30.00
17:45 - 18:00,-26.00,-126.00,13.83,0.00,-35.00
18:00 - 18:15,18.25,0.00,15.65,0.00,-45.00
18:15 - 18:30,32.65,0.00,16.33,0.00,-40.00
18:30 - 18:45,23.05,0.00,16.33,0.00,-50.00
18:45 - 19:00,8.64,0.00,16.33,0.00,-60.00
19:00 - 19:15,28.81,20.17,15.85,0.00,0.00
19:15 - 19:30,29.77,70.10,15.37,0.00,14.41
19:30 - 19:45,32.65,48.98,13.45,0.00,19.21
19:45 - 20:00,32.65,40.34,13.45,0.00,57.62
20:00 - 20:15,62.43,88.35,12.97,0.00,43.22
20:15 - 20:30,64.35,70.10,12.49,0.00,38.42
20:30 - 20:45,48.02,64.34,12.49,19.21,28.81
20:45 - 21:00,48.98,57.62,12.01,19.21,33.61
21:00 - 21:15,72.99,59.54,11.62,19.21,43.22
21:15 - 21:30,91.24,65.31,11.04,19.21,43.22
21:30 - 21:45,94.13,54.74,10.08,9.60,38.42
21:45 - 22:00,95.08,43.22,9.60,9.60,38.42
22:00 - 22:15,110.45,56.66,12.87,9.60,-40.00
22:15 - 22:30,111.41,48.02,11.62,9.60,-40.00
22:30 - 22:45,72.04,30.73,11.04,9.60,-36.00
22:45 - 23:00,31.69,25.93,10.28,9.60,-36.00
23:00 - 23:15,15.37,24.01,9.60,0.00,-42.00
23:15 - 23:30,41.30,22.09,8.93,0.00,-43.00
23:30 - 23:45,64.34,19.21,8.36,0.00,-49.00
23:45 - 24:00,91.24,4.80,7.78,0.00,-53.00
