Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
13:30 - 13:45,-103.00,124.07,2.40,-36.00,19.24
13:45 - 14:00,-73.00,137.54,2.40,-39.00,24.05
14:00 - 14:15,-13.00,105.80,2.40,-43.00,-60.00
14:15 - 14:30,23.08,120.23,2.40,-43.00,-35.00
14:30 - 14:45,58.67,110.60,2.12,-41.00,-50.00
14:45 - 15:00,88.49,127.91,2.12,-40.00,-40.00
15:00 - 15:15,77.90,73.10,1.54,-40.00,-45.00
15:15 - 15:30,44.24,49.05,1.83,-40.00,-45.00
15:30 - 15:45,37.51,43.28,2.02,-40.00,-65.00
15:45 - 16:00,34.62,36.55,2.31,-41.00,-80.00
16:00 - 16:15,24.05,78.86,0.48,-43.00,-60.00
16:15 - 16:30,25.97,75.02,1.35,-46.00,-65.00
16:30 - 16:45,37.51,84.63,2.12,-48.00,-40.00
16:45 - 17:00,25.01,78.87,3.17,-50.00,-50.00
17:00 - 17:15,67.33,87.52,6.73,-52.00,-45.00
17:15 - 17:30,63.48,92.34,7.21,-54.00,-50.00
17:30 - 17:45,112.53,125.04,7.69,-57.00,-25.00
17:45 - 18:00,108.68,134.66,7.98,-57.00,-25.00
18:00 - 18:15,117.34,158.69,8.18,-60.00,-20.00
18:15 - 18:30,105.80,151.96,9.33,-60.00,-35.00
18:30 - 18:45,43.28,153.89,10.39,-60.00,-15.00
18:45 - 19:00,38.47,153.89,11.54,-60.00,-45.00
19:00 - 19:15,-18.00,109.65,11.54,-61.00,38.47
19:15 - 19:30,-59.00,103.88,11.54,-61.00,43.28
19:30 - 19:45,-28.00,62.52,12.50,-60.00,38.47
19:45 - 20:00,-45.00,28.85,12.98,-61.00,33.67
20:00 - 20:15,-150.00,-25.00,13.46,-61.00,4.81
20:15 - 20:30,-193.00,-25.00,13.85,-61.00,4.81
20:30 - 20:45,-302.00,-165.00,14.43,-61.00,-40.00
20:45 - 21:00,-325.00,-165.00,14.43,-61.00,-45.00
21:00 - 21:15,-278.00,-170.00,14.43,-61.00,-120.00
21:15 - 21:30,-201.00,-160.00,14.43,-61.00,-130.00
21:30 - 21:45,-89.00,-115.00,14.43,-61.00,-180.00
21:45 - 22:00,0.00,-28.00,13.85,-61.00,-165.00
22:00 - 22:15,10.58,-20.00,8.66,-61.00,-240.00
22:15 - 22:30,19.23,0.00,8.66,-60.00,-250.00
22:30 - 22:45,-14.00,0.00,7.69,-40.00,-230.00
22:45 - 23:00,26.93,0.00,7.69,-40.00,-200.00
23:00 - 23:15,25.97,0.00,6.73,-40.00,-170.00
23:15 - 23:30,13.47,0.00,6.73,-40.00,-170.00
23:30 - 23:45,51.93,0.00,8.66,-40.00,-205.00
23:45 - 24:00,92.33,0.00,8.66,-40.00,-186.00
