Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
13:45 - 14:00,176.07,231.20,15.48,0.00,-10.00
14:00 - 14:15,-11.00,239.91,15.48,0.00,-50.00
14:15 - 14:30,-15.00,251.52,15.48,0.00,-30.00
14:30 - 14:45,-74.00,164.46,13.54,0.00,-80.00
14:45 - 15:00,-93.00,154.79,13.54,0.00,-80.00
15:00 - 15:15,-81.00,140.28,17.41,0.00,-100.00
15:15 - 15:30,-96.00,120.93,17.41,0.00,-100.00
15:30 - 15:45,-89.00,194.45,17.41,0.00,-75.00
15:45 - 16:00,-61.00,180.91,17.41,0.00,-85.00
16:00 - 16:15,-104.00,145.11,9.67,0.00,-70.00
16:15 - 16:30,-126.00,116.09,9.67,0.00,-80.00
16:30 - 16:45,-12.00,60.95,7.74,0.00,-40.00
16:45 - 17:00,-33.00,53.21,7.74,0.00,-40.00
17:00 - 17:15,74.49,126.74,9.67,-13.00,58.04
17:15 - 17:30,83.20,135.43,8.71,-26.00,67.72
17:30 - 17:45,102.54,67.72,6.77,-41.00,71.59
17:45 - 18:00,88.03,38.70,5.80,-55.00,89.00
18:00 - 18:15,73.52,88.03,5.80,-67.00,99.65
18:15 - 18:30,62.88,-36.00,4.84,-80.00,96.74
18:30 - 18:45,73.53,-59.00,3.87,-48.08,65.78
18:45 - 19:00,76.42,-74.00,3.39,-77.00,-15.00
19:00 - 19:15,-51.00,-47.00,3.87,-121.00,34.83
19:15 - 19:30,-47.00,-55.00,3.87,-125.00,-4.00
19:30 - 19:45,-116.00,-49.00,3.87,-130.00,-12.00
19:45 - 20:00,-128.00,-46.00,3.87,-130.00,-12.00
20:00 - 20:15,-126.00,-57.00,7.35,-130.00,-42.00
20:15 - 20:30,-175.00,-61.00,7.35,-128.00,-34.00
20:30 - 20:45,-132.00,-50.00,7.35,-123.00,-88.00
20:45 - 21:00,-78.00,-50.00,7.35,-123.00,-93.00
21:00 - 21:15,-66.00,0.00,7.35,-125.00,-27.00
21:15 - 21:30,-23.00,0.00,7.35,-122.00,-1.00
21:30 - 21:45,-13.00,24.19,7.35,-119.00,-39.00
21:45 - 22:00,-36.00,21.29,7.35,-123.00,-42.00
22:00 - 22:15,-55.00,4.84,7.35,-123.00,-58.00
22:15 - 22:30,-13.00,-25.00,7.35,-123.00,-51.00
22:30 - 22:45,-62.00,-33.00,7.35,-125.00,-70.00
22:45 - 23:00,-50.00,-30.00,7.35,-121.00,-70.00
23:00 - 23:15,-13.00,-8.00,7.35,-118.00,-44.00
23:15 - 23:30,12.58,0.00,7.35,-117.00,-34.00
23:30 - 23:45,25.15,0.00,7.35,-117.00,-14.00
23:45 - 24:00,19.35,0.00,7.35,-113.00,-6.00
