Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
16:45 - 17:00,28.88,65.44,-0.40,25.03,0.00,0.00,-25.00,24.06
17:00 - 17:15,58.37,141.35,-0.40,27.35,0.00,0.00,-25.00,24.62
17:15 - 17:30,206.57,155.96,-0.40,20.80,0.00,0.00,-25.00,22.88
17:30 - 17:45,218.02,96.12,-0.40,12.27,-14.00,0.00,-25.00,27.00
17:45 - 18:00,185.63,73.39,-0.40,9.17,-26.00,0.00,-25.00,5.20
18:00 - 18:15,193.00,210.93,-0.40,7.91,-47.00,0.00,0.00,274.48
18:15 - 18:30,132.59,119.99,-0.40,4.49,-51.00,0.00,0.00,147.04
18:30 - 18:45,307.81,193.60,-0.40,3.14,-47.00,0.18,0.00,34.28
18:45 - 19:00,206.72,144.38,-0.40,2.24,-45.00,0.23,0.00,29.36
19:00 - 19:15,55.83,79.15,-0.40,1.22,-45.00,0.09,0.00,20.76
19:15 - 19:30,28.05,88.24,-0.40,1.36,-44.00,0.18,0.00,23.50
19:30 - 19:45,8.98,81.76,-0.40,1.26,-44.00,0.17,0.00,12.40
19:45 - 20:00,8.15,89.62,-0.40,1.39,-44.00,0.33,0.00,14.42
20:00 - 20:15,0.00,152.19,-0.40,2.26,-42.00,0.54,0.00,7.03
20:15 - 20:30,0.00,160.47,-0.40,2.38,-40.00,0.54,0.00,11.35
20:30 - 20:45,0.00,196.74,-0.40,3.47,-38.00,0.55,0.00,22.07
20:45 - 21:00,0.00,201.56,-0.40,3.67,-37.00,0.45,0.00,27.62
21:00 - 21:15,0.00,144.17,-0.40,3.95,-36.00,0.31,0.00,12.74
21:15 - 21:30,0.00,140.25,-0.40,3.98,-36.00,0.42,0.00,19.64
21:30 - 21:45,-80.00,146.69,-0.40,4.07,-38.00,0.62,0.00,18.74
21:45 - 22:00,-73.00,126.93,-0.40,3.85,-36.00,0.28,0.00,19.54
22:00 - 22:15,-85.00,90.10,-0.40,2.66,-39.00,0.16,0.00,10.20
22:15 - 22:30,-102.00,101.34,-0.40,2.56,-39.00,0.13,0.00,8.42
22:30 - 22:45,-58.00,83.91,-0.40,1.86,-38.00,0.09,0.00,2.13
22:45 - 23:00,0.00,97.17,-0.40,1.96,-42.00,0.27,0.00,6.15
23:00 - 23:15,0.00,64.43,-0.40,1.74,-42.00,0.17,0.00,1.55
23:15 - 23:30,0.00,57.65,-0.40,1.99,-45.00,0.08,0.00,-27.00
23:30 - 23:45,0.00,74.96,-0.40,2.18,-47.00,0.17,0.00,-18.00
23:45 - 24:00,-29.00,66.70,-0.40,2.38,-46.00,0.00,0.00,-37.00
