Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
20:30 - 20:45,63.48,30.78,-0.30,18.27,0.00,-51.00
20:45 - 21:00,52.91,28.85,-0.30,17.31,0.00,-44.00
21:00 - 21:15,59.63,29.82,-0.30,16.35,0.00,-46.00
21:15 - 21:30,52.90,36.55,-0.30,16.35,0.00,-40.00
21:30 - 21:45,50.01,39.43,-0.30,14.43,0.00,-17.00
21:45 - 22:00,43.27,37.51,-0.30,13.47,0.00,29.82
22:00 - 22:15,0.00,0.00,-1.00,15.39,0.00,7.69
22:15 - 22:30,-17.00,0.00,-1.00,13.47,0.00,-1.00
22:30 - 22:45,5.77,-10.00,-1.00,12.50,0.00,-10.00
22:45 - 23:00,21.16,-22.00,-1.00,11.54,0.00,-13.00
23:00 - 23:15,0.00,0.00,-1.00,9.62,0.00,-53.00
23:15 - 23:30,0.00,0.00,-1.00,9.62,0.00,-11.00
23:30 - 23:45,2.89,0.00,-1.00,8.65,0.00,-20.00
23:45 - 24:00,47.13,0.00,-1.00,7.69,0.00,-20.00
