Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
10:30 - 10:45,129.57,103.66,15.84,0.00,0.00,0.00,-26.00
10:45 - 11:00,142.04,105.58,15.36,0.00,0.00,0.00,1.92
11:00 - 11:15,141.08,106.54,14.40,0.00,0.00,0.00,13.44
11:15 - 11:30,142.05,86.38,12.96,0.00,0.00,0.00,24.95
11:30 - 11:45,144.92,101.74,11.52,0.00,0.00,0.00,23.04
11:45 - 12:00,155.49,95.98,10.75,0.00,0.00,0.00,26.87
12:00 - 12:15,86.38,156.45,9.60,0.00,0.00,0.00,40.31
12:15 - 12:30,77.74,109.42,9.12,0.00,0.00,0.00,31.67
12:30 - 12:45,113.25,105.58,9.12,0.00,0.00,0.00,67.19
12:45 - 13:00,117.09,105.58,8.64,0.00,0.00,0.00,67.19
13:00 - 13:15,146.84,112.30,19.68,0.00,0.00,0.00,38.39
13:15 - 13:30,169.88,120.93,19.68,0.00,0.00,0.00,67.19
13:30 - 13:45,238.03,132.45,19.68,0.00,0.00,0.00,91.18
13:45 - 14:00,269.70,136.29,19.68,0.00,0.00,0.00,91.18
14:00 - 14:15,312.89,190.04,19.68,0.00,0.00,0.00,47.99
14:15 - 14:30,357.04,188.12,19.68,0.00,0.00,0.00,105.58
14:30 - 14:45,332.09,182.36,19.68,0.00,0.00,0.00,134.37
14:45 - 15:00,334.00,207.32,19.68,0.00,0.00,0.00,95.98
15:00 - 15:15,306.17,243.79,18.24,0.00,0.00,0.00,81.58
15:15 - 15:30,330.17,254.35,18.24,0.00,0.00,0.00,86.38
15:30 - 15:45,356.08,271.62,18.24,0.00,0.00,0.00,105.58
15:45 - 16:00,325.37,277.38,18.24,0.00,0.00,0.00,110.38
16:00 - 16:15,327.28,298.50,17.28,0.00,0.00,0.00,158.37
16:15 - 16:30,215.96,278.33,17.28,0.00,0.00,0.00,158.37
16:30 - 16:45,265.86,239.95,17.28,0.00,0.00,0.00,139.17
16:45 - 17:00,195.80,222.67,18.24,0.00,0.00,0.00,148.77
17:00 - 17:15,64.31,147.81,8.64,0.00,0.00,0.00,91.18
17:15 - 17:30,0.00,136.29,6.72,-10.00,0.00,0.00,91.18
17:30 - 17:45,-113.00,56.63,4.80,-10.00,0.00,0.00,38.39
17:45 - 18:00,-94.00,62.38,3.84,-10.00,0.00,0.00,19.20
18:00 - 18:15,-17.00,38.39,2.88,-18.00,0.00,0.00,4.80
18:15 - 18:30,-9.00,55.67,3.84,-18.00,0.00,0.00,0.00
18:30 - 18:45,25.91,132.45,5.76,-24.00,0.00,0.00,143.98
18:45 - 19:00,46.07,123.81,7.20,-29.00,0.00,0.00,0.00
19:00 - 19:15,24.40,32.53,5.34,-30.00,0.00,-30.00,-10.00
19:15 - 19:30,20.69,22.70,3.68,-30.00,0.00,-30.00,-5.00
19:30 - 19:45,3.38,45.08,1.78,-31.00,0.00,0.00,-30.00
19:45 - 20:00,3.27,39.81,1.56,-31.00,0.12,0.00,-30.00
20:00 - 20:15,8.21,-12.00,1.13,-25.00,0.00,0.00,-50.00
20:15 - 20:30,8.24,-15.00,1.07,-26.00,0.13,0.00,-45.00
20:30 - 20:45,-15.00,-15.00,1.05,-26.00,0.18,0.00,-45.00
20:45 - 21:00,-8.00,-12.00,0.94,-24.00,0.00,0.00,-50.00
21:00 - 21:15,7.27,0.00,0.88,-26.00,0.00,0.00,13.58
21:15 - 21:30,8.63,0.00,0.84,-27.00,0.00,0.00,19.46
21:30 - 21:45,59.26,6.24,0.81,0.00,0.00,0.00,24.95
21:45 - 22:00,63.28,7.75,0.84,0.00,0.00,0.00,25.84
22:00 - 22:15,99.59,7.28,0.79,0.00,0.00,0.00,36.43
22:15 - 22:30,112.32,29.10,0.76,0.00,0.00,0.00,34.92
22:30 - 22:45,177.68,65.80,1.10,0.00,0.00,0.00,52.65
22:45 - 23:00,163.02,99.80,1.39,0.00,0.00,0.00,66.53
23:00 - 23:15,174.79,134.86,4.40,0.00,0.00,0.00,32.36
23:15 - 23:30,168.79,175.84,5.62,0.00,0.00,0.00,31.64
23:30 - 23:45,121.89,124.78,15.07,0.00,0.00,0.00,28.79
23:45 - 24:00,71.03,86.38,14.68,0.00,0.00,0.00,47.99
