Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
21:15 - 21:30,-24.00,0.00,0.78,-25.00,0.17,0.00,-83.00
21:30 - 21:45,-9.00,-35.00,0.65,-25.00,0.06,0.00,-107.00
21:45 - 22:00,26.45,-34.00,0.62,-25.00,0.01,0.00,-68.00
22:00 - 22:15,0.00,-29.00,0.46,-20.00,0.00,0.00,-122.00
22:15 - 22:30,0.00,-27.00,0.34,-15.00,0.00,0.00,-62.00
22:30 - 22:45,0.00,0.00,0.25,-20.00,0.03,0.00,-43.00
22:45 - 23:00,10.97,0.00,0.25,-15.00,0.00,0.00,-21.00
23:00 - 23:15,0.00,0.00,0.41,-15.00,0.04,0.00,-40.00
23:15 - 23:30,0.00,0.00,0.43,-15.00,0.00,0.00,-30.00
23:30 - 23:45,35.53,0.00,0.60,0.00,0.00,0.00,1.57
23:45 - 24:00,20.64,0.00,0.66,0.00,0.00,0.00,1.72
