Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
13:00 - 13:15,-94.00,-54.00,12.50,-21.00,4.81,-140.00
13:15 - 13:30,-107.00,-55.00,12.50,-22.00,4.81,-150.00
13:30 - 13:45,-178.00,-75.00,12.50,-22.00,4.81,-145.00
13:45 - 14:00,-159.00,-74.00,12.50,-24.00,4.81,-110.00
14:00 - 14:15,-85.00,-79.00,14.42,-24.00,4.81,-115.00
14:15 - 14:30,-23.00,-67.00,14.42,-24.00,4.81,-104.00
14:30 - 14:45,33.65,-28.00,14.42,-9.00,4.81,-112.00
14:45 - 15:00,86.54,-38.00,14.42,-5.00,4.81,-93.00
15:00 - 15:15,31.73,-46.00,15.86,-7.00,4.81,-78.00
15:15 - 15:30,68.27,-44.00,15.86,-5.00,4.81,-104.00
15:30 - 15:45,67.30,-97.00,16.35,-6.00,4.81,-95.00
15:45 - 16:00,86.53,-59.00,16.35,-10.00,4.81,-94.00
16:00 - 16:15,-47.00,-89.00,19.23,-6.00,4.81,-69.00
16:15 - 16:30,-42.00,-89.00,19.23,-6.00,4.81,-57.00
16:30 - 16:45,-57.00,-56.00,18.27,-10.00,4.81,-40.00
16:45 - 17:00,-51.00,-37.00,18.27,-14.00,4.81,-30.00
17:00 - 17:15,-162.00,-127.00,19.23,-24.00,4.81,0.00
17:15 - 17:30,-167.00,-123.00,17.30,-37.00,4.81,0.00
17:30 - 17:45,-158.00,-104.00,17.30,-56.00,4.81,-205.00
17:45 - 18:00,-24.00,-19.00,17.07,-71.00,4.74,-225.00
18:00 - 18:15,-106.00,-26.00,18.27,-72.00,4.81,-215.00
18:15 - 18:30,-217.00,-38.00,19.23,-72.00,5.58,-215.00
18:30 - 18:45,-352.00,-57.00,19.23,-69.00,8.08,-255.00
18:45 - 19:00,-400.00,-56.00,10.94,-70.00,5.14,-250.00
19:00 - 19:15,-382.00,-39.00,4.50,-70.00,1.88,-260.00
19:15 - 19:30,-366.00,-36.00,2.57,-70.00,1.09,-260.00
19:30 - 19:45,-388.00,-59.00,1.48,-71.00,0.84,-250.00
19:45 - 20:00,-387.00,-61.00,1.39,-72.00,0.92,-260.00
20:00 - 20:15,-347.00,-59.00,1.15,-75.00,0.73,-290.00
20:15 - 20:30,-345.00,-65.00,1.16,-70.00,0.79,-310.00
20:30 - 20:45,-292.00,-68.00,1.51,-73.00,0.95,-290.00
20:45 - 21:00,-310.00,-81.00,1.43,-75.00,1.04,-300.00
21:00 - 21:15,-282.00,-70.00,1.84,-75.00,1.37,-345.00
21:15 - 21:30,-245.00,-69.00,1.50,-75.00,1.02,-305.00
21:30 - 21:45,-234.00,-48.00,1.41,-75.00,0.64,-285.00
21:45 - 22:00,-170.00,-58.00,1.35,-75.00,0.38,-255.00
22:00 - 22:15,-106.00,-28.00,0.47,-75.00,0.14,-220.00
22:15 - 22:30,-47.00,-26.00,0.46,-75.00,0.26,-190.00
22:30 - 22:45,0.00,5.09,0.35,-75.00,0.24,-150.00
22:45 - 23:00,0.00,9.80,0.33,-75.00,0.15,-120.00
23:00 - 23:15,-12.00,24.04,0.23,-75.00,0.11,-85.00
23:15 - 23:30,-12.00,28.42,0.25,-75.00,0.12,-77.00
23:30 - 23:45,0.00,0.00,0.29,-75.00,0.13,-70.00
23:45 - 24:00,0.00,0.00,0.30,-75.00,0.11,-80.00
