Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
10:30 - 10:45,-147.00,-92.00,2.88,-24.00,-60.00
10:45 - 11:00,-151.00,-82.00,1.92,-23.00,-40.00
11:00 - 11:15,-106.00,-58.00,0.96,-24.00,-40.00
11:15 - 11:30,-92.00,-40.00,0.00,-23.00,-25.00
11:30 - 11:45,-128.00,-49.00,-1.50,-23.00,6.72
11:45 - 12:00,-166.00,-87.00,-3.00,-24.00,-36.00
12:00 - 12:15,-157.00,-68.00,-4.00,-25.00,-42.00
12:15 - 12:30,-146.00,-61.00,-4.00,-28.00,-50.00
12:30 - 12:45,-144.00,-60.00,8.83,-29.00,-6.00
12:45 - 13:00,-138.00,-66.00,8.45,-32.00,17.27
13:00 - 13:15,-116.00,-35.00,6.72,-32.00,-40.00
13:15 - 13:30,-106.00,-6.00,6.72,-32.00,-40.00
13:30 - 13:45,-142.00,-38.00,6.72,-31.00,-21.00
13:45 - 14:00,-134.00,-28.00,6.72,-31.00,-5.00
14:00 - 14:15,-145.00,-9.00,7.20,-32.00,-85.00
14:15 - 14:30,-113.00,-75.00,7.20,-32.00,-55.00
14:30 - 14:45,-59.00,-62.00,7.20,-32.00,-56.00
14:45 - 15:00,-13.00,-27.00,7.20,-32.00,-50.00
15:00 - 15:15,-39.00,-35.00,5.37,-31.00,-32.00
15:15 - 15:30,-16.00,-36.00,5.37,-32.00,-25.00
15:30 - 15:45,-41.00,-30.00,5.37,-31.00,-30.00
15:45 - 16:00,-23.00,-28.00,5.37,-31.00,-20.00
16:00 - 16:15,-130.00,0.00,5.37,-32.00,-55.00
16:15 - 16:30,-116.00,0.00,5.37,-32.00,-50.00
16:30 - 16:45,-56.00,0.00,5.37,-32.00,-85.00
16:45 - 17:00,-47.00,10.56,7.68,-32.00,-97.00
17:00 - 17:15,-77.00,0.00,0.00,-31.00,-135.00
17:15 - 17:30,-70.00,0.00,0.48,-31.00,-135.00
17:30 - 17:45,-30.00,7.68,0.67,-14.00,-135.00
17:45 - 18:00,-40.00,14.40,0.67,-31.00,-130.00
18:00 - 18:15,-45.00,38.39,0.00,0.00,-145.00
18:15 - 18:30,-112.00,48.95,2.40,0.00,-135.00
18:30 - 18:45,22.08,67.18,4.61,0.00,-125.00
18:45 - 19:00,44.15,62.39,6.24,-37.00,-125.00
19:00 - 19:15,-14.00,73.91,9.02,-36.00,-115.00
19:15 - 19:30,0.00,87.34,9.02,-35.00,-26.00
19:30 - 19:45,0.00,75.82,9.60,-36.00,-40.00
19:45 - 20:00,0.00,78.70,9.60,-36.00,-25.00
20:00 - 20:15,51.83,8.64,10.08,-36.00,-15.00
20:15 - 20:30,55.66,13.44,10.08,-36.00,-5.00
20:30 - 20:45,23.03,12.48,10.08,-35.00,19.20
20:45 - 21:00,35.51,13.44,10.08,-33.00,28.79
21:00 - 21:15,96.94,35.51,10.08,-34.00,-10.00
21:15 - 21:30,92.14,40.31,10.08,-24.00,-20.00
21:30 - 21:45,60.47,-16.00,10.08,-27.00,-50.00
21:45 - 22:00,18.23,-19.00,10.08,-26.00,-45.00
22:00 - 22:15,15.35,0.00,10.08,-15.00,-55.00
22:15 - 22:30,22.07,0.00,10.08,-15.00,-55.00
22:30 - 22:45,29.75,9.60,10.08,-10.00,-60.00
22:45 - 23:00,23.03,11.52,10.08,-10.00,-60.00
23:00 - 23:15,46.07,35.51,9.79,-10.00,-19.00
23:15 - 23:30,54.71,56.63,9.31,-10.00,6.72
23:30 - 23:45,45.11,55.67,9.79,-10.00,0.00
23:45 - 24:00,-105.00,47.03,9.60,-10.00,4.80
