Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
16:15 - 16:30,-47.00,94.27,14.43,0.00,2.98,0.00,-37.00
16:30 - 16:45,-45.00,110.61,13.47,0.00,2.60,0.00,-30.00
16:45 - 17:00,-27.00,106.77,13.47,0.00,1.54,0.00,-15.00
17:00 - 17:15,-34.00,19.24,16.35,0.00,4.23,0.00,-50.00
17:15 - 17:30,-31.00,19.24,16.35,0.00,5.00,0.00,-30.00
17:30 - 17:45,-77.00,48.09,18.28,0.00,2.50,0.00,-15.00
17:45 - 18:00,-117.00,43.28,18.28,-12.00,4.23,0.00,-15.00
18:00 - 18:15,2.89,-5.00,19.23,-22.00,3.66,0.00,4.81
18:15 - 18:30,19.24,20.19,19.24,-31.00,4.33,0.00,-115.00
18:30 - 18:45,43.29,17.31,20.20,-38.00,2.79,0.00,-150.00
18:45 - 19:00,-19.00,19.24,20.20,-39.00,2.31,0.00,-140.00
19:00 - 19:15,0.00,25.58,16.08,-42.00,2.12,0.00,-135.00
19:15 - 19:30,-33.00,20.04,14.23,-45.00,2.52,0.00,-135.00
19:30 - 19:45,-44.00,33.81,16.90,-49.00,5.41,0.00,-135.00
19:45 - 20:00,-41.00,38.47,19.24,-52.00,7.31,0.00,-135.00
20:00 - 20:15,-49.00,-8.00,21.17,-57.00,5.96,0.00,-160.00
20:15 - 20:30,-53.00,-16.00,21.16,-58.00,8.37,0.00,-110.00
20:30 - 20:45,-59.00,-11.00,21.16,-55.00,7.50,0.00,-110.00
20:45 - 21:00,-44.00,-12.00,21.16,-57.00,4.81,0.00,-110.00
21:00 - 21:15,5.77,-3.00,20.20,-60.00,4.91,0.00,-155.00
21:15 - 21:30,19.24,16.35,20.20,-64.00,4.71,0.00,-140.00
21:30 - 21:45,-6.00,47.13,19.24,-72.00,5.48,0.00,-100.00
21:45 - 22:00,-24.00,50.01,19.24,-77.00,5.10,0.00,-70.00
22:00 - 22:15,-22.00,65.41,18.28,-79.00,5.19,0.00,-80.00
22:15 - 22:30,-22.00,61.56,17.31,-79.00,3.56,0.00,-25.00
22:30 - 22:45,12.50,56.75,17.31,-71.00,2.50,0.00,57.73
22:45 - 23:00,-11.00,63.49,16.35,-67.00,1.54,0.00,67.33
23:00 - 23:15,7.70,69.26,15.39,-66.00,2.79,0.00,76.94
23:15 - 23:30,16.35,72.14,15.39,-64.00,4.04,0.00,76.96
23:30 - 23:45,0.00,75.99,14.43,-65.00,3.66,0.00,86.56
23:45 - 24:00,0.00,76.95,14.43,-67.00,0.00,0.00,-10.00
