Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
10:00 - 10:15,100.92,0.00,3.84,0.00,0.00,-23.00
10:15 - 10:30,110.53,14.42,3.84,0.00,0.00,-26.00
10:30 - 10:45,74.96,57.67,0.00,0.00,0.00,57.67
10:45 - 11:00,74.96,62.47,0.00,0.00,0.00,57.67
11:00 - 11:15,72.08,72.08,0.00,0.00,0.00,57.67
11:15 - 11:30,78.81,81.69,-2.00,0.00,0.00,57.67
11:30 - 11:45,105.72,86.50,-3.30,0.00,0.00,60.55
11:45 - 12:00,115.33,79.77,-4.80,0.00,0.00,49.02
12:00 - 12:15,122.06,96.11,-5.50,0.00,0.00,76.89
12:15 - 12:30,123.98,104.76,-5.80,0.00,0.00,72.08
12:30 - 12:45,172.03,113.41,-6.50,0.00,0.00,57.67
12:45 - 13:00,175.88,110.53,-6.50,0.00,0.00,52.86
13:00 - 13:15,197.03,104.76,4.32,0.00,0.00,57.67
13:15 - 13:30,186.45,103.80,4.32,0.00,0.00,57.67
13:30 - 13:45,291.23,117.25,4.32,0.00,0.00,28.83
13:45 - 14:00,331.59,125.90,4.32,0.00,0.00,33.64
14:00 - 14:15,346.00,173.96,4.32,0.00,0.00,52.86
14:15 - 14:30,344.08,202.79,4.32,0.00,0.00,62.47
14:30 - 14:45,345.99,245.08,4.81,0.00,0.00,70.16
14:45 - 15:00,339.26,259.50,4.81,0.00,0.00,79.77
15:00 - 15:15,289.30,288.33,3.84,0.00,0.00,115.33
15:15 - 15:30,279.68,302.75,3.84,0.00,0.00,129.75
15:30 - 15:45,269.11,309.48,3.84,0.00,0.00,175.88
15:45 - 16:00,270.07,312.36,3.84,0.00,0.00,173.96
16:00 - 16:15,266.24,266.22,3.84,0.00,0.00,125.90
16:15 - 16:30,255.66,251.81,3.84,0.00,0.00,52.86
16:30 - 16:45,239.32,221.05,2.88,0.00,0.00,24.03
16:45 - 17:00,236.43,221.05,4.81,0.00,0.00,19.22
17:00 - 17:15,257.57,201.83,13.46,0.00,0.00,-14.00
17:15 - 17:30,196.06,210.49,12.49,0.00,0.00,-20.00
17:30 - 17:45,160.50,197.99,11.53,-16.00,0.00,-35.00
17:45 - 18:00,137.44,199.91,10.57,-16.00,0.00,-35.00
18:00 - 18:15,114.37,161.47,9.61,-31.00,0.00,-25.00
18:15 - 18:30,228.75,123.98,10.57,-43.00,0.00,-25.00
18:30 - 18:45,172.04,98.99,11.53,-55.00,0.00,-48.00
18:45 - 19:00,177.80,102.84,12.49,-64.00,0.00,76.89
19:00 - 19:15,230.66,88.42,14.42,-71.00,0.00,48.06
19:15 - 19:30,255.66,82.65,14.42,-80.00,0.00,72.08
19:30 - 19:45,292.18,72.08,14.42,-44.00,0.19,43.25
19:45 - 20:00,331.57,67.28,14.42,-44.00,1.06,57.67
20:00 - 20:15,136.47,-13.00,14.42,0.00,0.77,43.25
20:15 - 20:30,172.99,-19.00,14.42,0.00,0.00,48.06
20:30 - 20:45,46.13,-5.00,15.38,0.00,0.00,62.47
20:45 - 21:00,77.85,-10.00,15.38,0.00,0.86,62.47
21:00 - 21:15,103.01,-10.00,14.45,0.00,0.37,108.43
21:15 - 21:30,134.11,-4.00,12.55,0.00,0.62,94.11
21:30 - 21:45,130.93,12.59,10.07,0.00,0.00,69.25
21:45 - 22:00,152.43,20.14,10.75,0.00,0.00,73.86
22:00 - 22:15,212.39,31.34,8.10,0.00,0.00,40.53
22:15 - 22:30,214.43,41.61,8.01,0.00,0.00,34.68
22:30 - 22:45,350.93,80.67,10.08,0.00,0.00,60.50
22:45 - 23:00,326.06,121.26,10.10,0.00,0.00,60.64
23:00 - 23:15,235.78,172.89,11.00,0.00,0.00,55.01
23:15 - 23:30,230.42,212.70,12.41,0.00,0.00,53.18
23:30 - 23:45,190.31,134.55,12.49,0.00,0.00,38.44
23:45 - 24:00,208.56,120.14,12.49,0.00,0.00,33.64
