Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
10:30 - 10:45,12.56,34.78,-0.50,13.52,-37.00,0.00,0.00,57.96
10:45 - 11:00,12.56,85.01,-0.50,13.52,-34.00,0.00,0.00,43.47
11:00 - 11:15,44.44,18.35,-0.50,13.52,-30.00,0.00,0.00,9.66
11:15 - 11:30,46.37,14.49,-0.50,13.52,-26.00,0.00,0.00,24.15
11:30 - 11:45,59.89,-10.00,-0.50,15.46,-26.00,0.00,0.00,19.32
11:45 - 12:00,57.96,-10.00,-0.50,15.46,-24.00,0.00,0.00,33.81
12:00 - 12:15,65.69,-13.00,-0.50,17.39,-19.00,0.00,0.00,13.52
12:15 - 12:30,59.89,-16.00,-0.50,17.39,-17.00,0.00,0.00,29.95
12:30 - 12:45,114.95,-25.00,-0.50,9.66,-39.00,0.00,0.00,4.83
12:45 - 13:00,113.02,-30.00,-0.50,9.66,-47.00,0.00,0.00,24.15
13:00 - 13:15,72.45,-43.00,-0.20,9.66,-43.00,0.00,0.00,33.81
13:15 - 13:30,72.45,-56.00,-0.20,9.66,-43.00,0.00,0.00,62.79
13:30 - 13:45,103.36,-35.00,-0.20,10.63,-46.00,0.00,0.00,62.79
13:45 - 14:00,94.66,-40.00,-0.20,10.63,-49.00,0.00,0.00,91.77
14:00 - 14:15,100.46,51.20,-0.20,12.56,-50.00,4.83,0.00,61.82
14:15 - 14:30,105.29,50.23,-0.20,12.56,-48.00,4.83,0.00,72.45
14:30 - 14:45,108.19,21.25,-0.20,12.56,-51.00,4.83,0.00,86.94
14:45 - 15:00,109.15,29.95,-0.20,12.56,-47.00,4.83,0.00,62.79
15:00 - 15:15,113.02,62.79,-0.20,15.46,-41.00,4.83,0.00,130.41
15:15 - 15:30,168.08,19.32,-0.20,15.46,-39.00,4.83,0.00,144.90
15:30 - 15:45,103.36,77.28,-0.20,15.46,-39.00,4.83,0.00,38.64
15:45 - 16:00,66.65,76.31,-0.20,15.46,-43.00,4.83,0.00,24.15
16:00 - 16:15,0.00,59.89,-0.40,20.29,-45.00,4.83,0.00,28.98
16:15 - 16:30,0.00,65.68,-0.40,20.29,-48.00,4.83,0.00,28.98
16:30 - 16:45,28.98,22.22,-0.40,19.32,-53.00,4.83,0.00,24.15
16:45 - 17:00,25.12,26.08,-0.40,18.35,-60.00,4.83,0.00,4.83
17:00 - 17:15,49.27,0.00,-0.40,23.18,-44.00,4.83,0.00,72.45
17:15 - 17:30,135.24,0.00,-0.40,21.25,-44.00,4.83,0.00,54.10
17:30 - 17:45,115.92,24.15,-0.40,19.32,-44.00,4.93,0.00,9.66
17:45 - 18:00,120.76,26.08,-0.40,18.35,-61.00,4.83,0.00,4.83
18:00 - 18:15,58.92,6.76,-0.40,15.46,-80.00,4.83,0.00,-20.00
18:15 - 18:30,68.59,3.86,-0.40,15.46,-66.00,4.83,0.00,-5.00
18:30 - 18:45,103.36,25.12,-0.40,15.46,-45.00,4.83,0.00,8.69
18:45 - 19:00,121.71,38.64,-0.40,25.12,-44.00,4.83,0.00,-124.00
19:00 - 19:15,230.88,42.50,-0.40,25.12,-53.00,4.83,0.00,151.66
19:15 - 19:30,198.03,33.81,-0.40,25.12,-53.00,5.02,0.00,154.56
19:30 - 19:45,114.96,21.25,-0.40,25.12,-54.00,1.93,0.00,55.06
19:45 - 20:00,89.84,21.25,-0.40,25.12,-56.00,1.93,-20.00,75.35
20:00 - 20:15,131.49,15.68,-0.40,22.64,-58.00,1.74,-25.00,-21.00
20:15 - 20:30,185.38,18.45,-0.40,21.81,-55.00,1.85,-25.00,-25.00
20:30 - 20:45,127.99,5.25,-0.40,13.64,-57.00,1.84,0.00,-31.00
20:45 - 21:00,163.00,4.87,-0.40,12.65,-56.00,1.75,0.00,-25.00
21:00 - 21:15,177.34,-22.00,-0.40,8.71,-57.00,1.51,0.00,21.12
21:15 - 21:30,223.75,-18.00,-0.40,8.56,-55.00,1.22,0.00,30.93
21:30 - 21:45,255.50,0.00,-0.40,6.39,-42.00,0.96,0.00,266.30
21:45 - 22:00,271.24,0.00,-0.40,5.79,-44.00,0.71,0.00,241.85
22:00 - 22:15,95.09,13.48,-0.40,3.89,-57.00,0.38,0.00,39.84
22:15 - 22:30,116.81,13.01,-0.40,3.59,-60.00,0.11,0.00,42.48
22:30 - 22:45,132.57,48.48,-0.40,2.81,-51.00,0.28,0.00,14.29
22:45 - 23:00,150.23,46.22,-0.40,2.75,-51.00,0.45,0.00,14.41
23:00 - 23:15,177.90,84.35,-0.40,2.19,-50.00,0.37,0.00,0.00
23:15 - 23:30,178.95,105.00,-0.40,2.28,-51.00,0.22,0.00,0.00
23:30 - 23:45,141.73,126.78,-0.40,2.95,-51.00,0.06,0.00,-10.00
23:45 - 24:00,99.02,123.27,-0.40,3.17,-52.00,0.00,0.00,-3.00
