Time,Block,NR/2023/13908/A,NR/2023/13254/A,NR/2023/16291/F,NR/2023/16799/C,NR/2023/13383/A,NR/2023/16750/D,NR/2023/13519/A,NR/2023/13636/A,NR/2023/13165/A,NR/2023/15770/A,NR/2023/16751/D,NR/2023/13385/A,NR/2023/16520/F,NR/2023/16291/F/II,NR/2023/16077/A,NR/2023/16752/D,NR/2023/13242/A,NR/2023/16795/C,NR/2023/13150/A,NR/2023/16437/F,NR/2023/16185/A,NR/2023/16073/A,NR/2023/16191/A,NR/2023/13387/A,NR/2023/16789/D,NR/2023/13376/A,NR/2023/16796/C,NR/2023/13148/A,NR/2023/13253/A,ER/2023/10609/C,NR/2023/16790/D,Total
72,17:45-18:00,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,0.62,1288.94

73,18:00-18:15,175.050000,19.610000,0.820000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0.43,1317.15

74,18:15-18:30,175.050000,19.610000,0.820000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0.32,1317.04

75,18:30-18:45,175.050000,19.610000,0.820000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0.14,1316.86

76,18:45-19:00,175.050000,19.610000,0.820000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1316.72

77,19:00-19:15,175.050000,19.610000,0.820000,10.060000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,48.340000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1365.15

78,19:15-19:30,175.050000,19.610000,0.820000,10.060000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,48.340000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1365.15

79,19:30-19:45,175.050000,19.610000,0.820000,10.060000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,48.340000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1365.15

80,19:45-20:00,175.050000,19.610000,0.820000,10.060000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,48.340000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1365.15

81,20:00-20:15,175.050000,19.610000,0.770000,10.150000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1385.1

82,20:15-20:30,175.050000,19.610000,0.770000,10.150000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1385.1

83,20:30-20:45,175.050000,19.610000,0.770000,10.150000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1385.1

84,20:45-21:00,175.050000,19.610000,0.770000,10.150000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,16.000000,0,1385.1

85,21:00-21:15,175.050000,19.610000,0.770000,10.250000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,0.000000,0,1427.63

86,21:15-21:30,175.050000,19.610000,0.770000,10.250000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,0.000000,0,1427.63

87,21:30-21:45,175.050000,19.610000,0.770000,10.250000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,0.000000,0,1427.63

88,21:45-22:00,175.050000,19.610000,0.770000,10.250000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,0.000000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,0.000000,0,1427.63

89,22:00-22:15,175.050000,19.610000,0.770000,10.150000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,10.090000,36.470000,48.340000,0.000000,0,1527.59

90,22:15-22:30,175.050000,19.610000,0.770000,10.150000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,9.080000,36.470000,48.340000,0.000000,0,1526.58

91,22:30-22:45,175.050000,19.610000,0.770000,10.150000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,9.080000,36.470000,48.340000,0.000000,0,1526.58

92,22:45-23:00,175.050000,19.610000,0.770000,10.150000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,9.080000,36.470000,48.340000,0.000000,0,1526.58

93,23:00-23:15,175.050000,19.610000,0.770000,10.060000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,9.080000,36.470000,48.340000,0.000000,0,1526.49

94,23:15-23:30,175.050000,19.610000,0.770000,10.060000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,9.080000,36.470000,48.340000,0.000000,0,1526.49

95,23:30-23:45,175.050000,19.610000,0.770000,10.060000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,9.080000,36.470000,48.340000,0.000000,0,1526.49

96,23:45-24:00,175.050000,19.610000,0.770000,10.060000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,38.670000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,0.000000,194.450000,100.050000,0.000000,20.300000,9.080000,36.470000,48.340000,0.000000,0,1526.49

