Block,Time,DADRI_RF,AURY_GF,UNCHAHAR4,AURY_CRF,URI2,AURY_LF,RAPPC,TANAKPUR,JHAJJAR,DHAULIGNGA,ANTA_GF,ANTA_CRF,TANDA2,ANTA_RF,AURY_RF,RAMPUR,TEHRI,DULHASTI,DADRI_GF,BSIUL,ANTA_LF,NJPC,CHAMERA1,KOLDAM,CHAMERA3,RIHAND1,KISHANGANGA,DADRI_CRF,SEWA2,SALAL,UNCHAHAR1,RAPPB,URI,DADRI_LF,RIHAND3,NAPP,UNCHAHAR2,SINGRAULI,KOTESHWR,PARBATI3,UNCHAHAR3,DADRT2,CHAMERA2,KUDGI,KHSTPP-II,BRBCL,KHSTPP-I,FSTPP I & II,TALA,SASAN,RIHAND2,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
88,21:45-22:00,0.000000,0.000000,0.000000,0.000000,14.302974,0.000000,49.309939,11.763039,374.847480,35.323570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.165050,47.785375,0.000000,0.000000,0.000000,135.657864,0.000000,0.000000,28.092110,88.927200,0.000000,0.000000,10.204744,22.463784,8.776728,0.000000,19.208275,0.000000,119.535193,38.918796,40.974271,99.680625,17.155217,0.000000,10.748592,467.263043,38.190482,63.89,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

89,22:00-22:15,0.000000,0.000000,0.000000,0.000000,14.302974,0.000000,49.309939,11.763039,374.847480,35.323570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.165050,47.785375,0.000000,18.909016,0.000000,135.657864,0.000000,0.000000,28.092110,88.927200,0.000000,0.000000,10.204744,22.463784,8.776728,0.000000,19.208275,0.000000,119.535193,38.918796,40.974271,99.680625,17.155217,0.000000,11.289635,467.263043,38.190482,63.80,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

90,22:15-22:30,0.000000,0.000000,0.000000,0.000000,14.302974,0.000000,49.309939,11.763039,374.847480,35.323570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.165050,47.785375,0.000000,18.909016,0.000000,135.657864,27.108297,0.000000,28.092110,88.927200,0.000000,0.000000,10.204744,22.463784,8.776728,0.000000,19.208275,0.000000,119.535193,38.918796,40.974271,99.680625,17.155217,0.000000,11.289635,467.263043,38.190482,63.80,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

91,22:30-22:45,0.000000,0.000000,0.000000,0.000000,14.302974,0.000000,49.309939,11.763039,374.847480,35.323570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.165050,47.785375,0.000000,18.909016,0.000000,135.657864,40.740334,0.000000,28.092110,88.927200,0.000000,0.000000,10.204744,22.463784,8.776728,0.000000,19.208275,0.000000,119.535193,38.918796,40.974271,99.680625,17.155217,0.000000,11.289635,467.263043,38.190482,62.93,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

92,22:45-23:00,0.000000,0.000000,0.000000,0.000000,14.302974,0.000000,49.309939,11.763039,374.847480,35.323570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.459968,47.785375,0.000000,18.909016,0.000000,135.657864,40.740334,0.000000,28.092110,88.927200,0.000000,0.000000,10.204744,22.463784,8.776728,0.000000,19.208275,0.000000,119.535193,38.918796,40.974271,99.680625,17.155217,0.000000,11.289635,467.263043,38.190482,61.09,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

93,23:00-23:15,0.000000,0.000000,0.000000,0.000000,9.752027,0.000000,49.309939,11.763039,374.847480,17.620925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.459968,47.785375,0.000000,0.000000,0.000000,113.048220,40.740334,0.000000,18.709200,88.927200,0.000000,0.000000,10.204744,22.463784,8.776728,0.000000,14.939770,0.000000,119.535193,38.918796,40.974271,99.680625,8.577608,0.000000,11.289635,467.263043,38.190482,60.32,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

94,23:15-23:30,0.000000,0.000000,0.000000,0.000000,9.752027,0.000000,49.309939,11.763039,374.847480,17.620925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.459968,47.785375,0.000000,0.000000,0.000000,90.438576,40.740334,0.000000,9.354600,88.927200,0.000000,0.000000,5.025063,22.463784,8.776728,0.000000,14.939770,0.000000,119.535193,38.918796,40.974271,99.680625,8.577608,0.000000,11.289635,486.595043,25.460321,57.80,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

95,23:30-23:45,0.000000,0.000000,0.000000,0.000000,9.752027,0.000000,49.309939,11.763039,374.847480,17.620925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.459968,47.785375,0.000000,0.000000,0.000000,90.438576,40.740334,0.000000,0.000000,88.927200,0.000000,0.000000,5.025063,22.463784,8.776728,0.000000,14.939770,0.000000,119.535193,38.918796,40.974271,99.680625,8.577608,0.000000,11.289635,457.597043,18.038689,55.87,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

96,23:45-24:00,0.000000,0.000000,0.000000,0.000000,13.002703,0.000000,49.309939,11.763039,374.847480,17.620925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.459968,47.785375,0.000000,0.000000,0.000000,90.438576,40.740334,0.000000,0.000000,88.927200,0.000000,0.000000,0.000000,22.463784,8.776728,0.000000,14.939770,0.000000,119.535193,38.918796,40.974271,99.680625,8.577608,0.000000,11.289635,457.597043,18.038689,53.94,142.588603,16.992838,31.095619,20.037618,15.629922,336.014325,56.024039,0.795115,0,0,0,0,0

