Block,Time Block,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_RF,UNCHAHAR3,VALLURNTECL,TEHRI,TelanganaSTPP,UNCHAHAR2,URI2,TANDA2,URI,UNCHAHAR1,UNCHAHAR4,TALST2,TANAKPUR,TEHRIPSP,SINGRAULI_HYDRO,SINGRAULI,TALA,NNTPP,PARBATI3,NLCEXP,MAPS,NTPL,NLCIIST1,PARBATI2,NJPC,NLCIIST2,NLCTS2EXP,NAPP,KUDGI,KKNP,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,RAMPUR,RAPPB,RIHAND3,RSTPSU1TO6,RIHAND1,RAPPD,RIHAND2,RAPPC,RSTPSU7,SEWA2,SIMHST1,SALAL,SASAN,SIMHST2,DHAULIGNGA,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,KGSU3AND4,KHSTPP-II,JHAJJAR,KHSTPP-I,KGSU1AND2,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,31.91,13.32,2.23,0,11.48,0,0,108.68,30.22,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,23.12,36.63,8.15,40.61,12.56,32.7,0,93.98,239.02,38.51,0,10.19,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,31.91,13.32,2.23,0,11.48,0,0,108.68,30.22,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,20.23,36.63,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,10.19,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,31.91,13.32,2.23,0,11.48,0,0,108.68,30.22,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,22.16,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,10.19,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,31.91,13.32,2.23,0,11.48,0,0,108.68,30.22,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,23.12,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,10.19,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,31.91,13.32,3.1,0,11.48,0,0,108.68,27.1,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,22.16,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,13.84,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,31.91,13.32,3.1,0,11.48,0,0,108.68,27.1,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,21.2,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,13.84,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,18.2,0,30.24,24.03,5.35,25.52,13.32,3.1,0,11.48,0,0,108.68,21.87,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,29.32,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,13.84,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,36.4,0,30.24,24.03,5.35,25.52,13.32,3.1,0,11.48,0,0,108.68,21.87,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,21.2,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,13.84,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,54.6,0,30.24,24.03,5.35,42.55,13.32,3.1,0,11.48,0,0,108.68,21.87,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,20.23,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,15.52,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,72.8,0,30.24,24.03,5.35,42.55,13.32,3.1,0,11.48,0,0,108.68,21.87,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,22.16,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,15.69,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,72.8,0,30.24,24.03,5.35,42.55,11.88,3.1,0,11.48,0,0,108.68,21.58,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,14.76,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,72.8,0,30.24,24.03,5.35,34.04,11.88,3.1,0,11.48,0,0,108.68,18.72,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,15.17,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,72.8,0,30.24,24.03,5.35,34.04,11.88,3.1,0,11.48,0,0,108.68,18.69,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,21.2,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,14.62,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,72.8,0,30.24,24.03,5.35,34.04,11.88,3.1,0,11.48,0,0,108.68,18.69,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,16.11,36.91,8.15,40.61,12.56,32.7,0,93.98,239.02,43.87,0,16.41,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,72.8,0,33.13,24.03,5.35,34.04,15.88,3.1,0,11.48,0,0,108.68,18.64,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,12.68,36.91,8.15,40.61,12.56,32.7,0,93.98,250.21,43.87,0,18.76,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,72.8,0,38.77,24.03,5.35,34.04,15.88,3.1,0,11.48,0,0,108.68,18.56,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,16.29,36.91,8.15,40.61,12.56,32.7,0,93.98,250.21,43.87,0,19.41,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,72.8,0,38.77,24.03,5.35,34.04,15.88,3.1,0,11.48,0,0,108.68,18.52,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,23.04,36.91,56.33,40.61,12.56,32.7,0,93.98,250.21,43.87,0,19.41,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0,72.8,0,38.77,24.03,5.35,34.04,15.88,3.1,0,11.48,0,0,108.68,18.52,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,23.12,36.91,104.5,40.61,12.56,32.7,0,93.98,250.21,43.87,0,19.41,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,34.04,20.29,3.1,0,11.48,0,0,108.68,18.8,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,22.16,36.91,140.15,40.61,12.56,32.7,0,93.98,250.21,43.87,0,19.41,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,34.04,20.86,3.1,0,11.48,0,0,108.68,18.56,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,36.91,140.15,40.61,12.56,32.7,0,93.98,250.21,43.87,0,19.41,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,34.04,20.86,3.1,0,11.48,0,0,108.68,18.12,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,36.91,140.15,40.61,12.56,32.7,0,93.98,270.44,43.87,0,19.41,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,34.04,20.86,3.1,0,11.48,0,0,108.68,18.01,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.7,36.91,150.75,40.61,12.56,32.7,0,93.98,297.42,43.87,0,19.41,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,27.66,20.86,3.1,0,11.48,0,0,108.68,17.82,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,6.71,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.51,36.91,211.2,40.61,18.85,32.7,0,93.98,355.23,43.87,0,19.41,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,27.66,20.86,2.86,0,11.48,0,0,108.68,17.59,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,43.17,47.78,16.09,37.04,323.41,40.8,19.71,34.39,0,93.98,413.04,43.87,0,19.41,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,27.66,20.86,2.66,0,11.48,0,0,108.68,17.59,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,16.27,37.04,419.57,40.8,19.71,34.39,0,93.98,437.13,43.87,0,19.41,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,27.66,20.86,2.66,0,11.48,0,0,108.68,17.64,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,20.23,37.04,496.65,40.8,19.71,34.39,0,93.98,437.13,43.87,0,19.41,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,50.45,20.86,2.66,0,11.48,0,0,108.68,23.09,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,24.08,37.04,623.64,40.8,19.71,34.39,0,93.98,437.13,43.87,0,19.41,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,50.45,20.86,2.66,0,11.48,0,0,108.68,23.22,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,24.08,37.04,663.85,40.8,19.71,34.39,0,93.98,437.13,43.87,0,19.41,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,50.45,20.86,2.66,0,11.48,85.36,0,108.68,23.22,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,24.08,37.04,663.85,40.8,19.71,34.39,0,93.98,436.17,43.87,0,19.41,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,38.3,20.86,2.66,0,11.48,170.71,0,108.68,23.36,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,24.08,37.04,663.85,40.8,19.71,34.39,0,93.98,436.17,43.87,0,19.41,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,34.04,20.86,2.66,0,11.48,170.71,0,108.68,23.27,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,24.08,37.04,663.85,40.8,19.71,34.39,0,93.98,455.44,43.87,0,19.41,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,34.04,20.86,2.66,0,11.48,170.71,0,108.68,23.4,0,55.15,0,0,0,0,48.81,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,24.08,36.91,663.85,40.61,18.85,32.7,0,93.98,455.44,43.87,0,19.41,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,40.42,20.86,2.66,0,11.48,170.71,0,108.68,23.43,0,55.15,0,0,0,0,48.81,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,23.12,36.91,663.85,40.61,18.85,32.7,0,93.98,455.44,43.87,0,19.41,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,40.42,20.86,2.66,0,11.48,170.71,0,108.68,23.43,0,55.15,0,0,0,0,48.81,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,24.08,36.91,663.85,40.61,18.85,32.7,0,93.98,455.44,43.87,0,19.41,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,40.42,20.86,2.66,0,11.48,170.71,0,108.68,23.49,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,21.63,37.04,663.85,40.8,19.71,34.39,0,93.98,457.36,43.87,0,19.41,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,40.42,20.86,2.66,0,11.48,170.71,0,108.68,23.49,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,22.16,37.04,663.85,40.8,19.71,34.39,0,93.98,457.36,43.87,0,19.41,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,36.16,20.86,2.66,0,11.48,170.71,0,108.68,23.58,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,21.2,37.04,663.85,40.8,19.71,34.39,0,93.98,457.36,43.87,0,19.41,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,73.4,0,43.36,26.28,5.35,36.16,20.86,2.66,0,11.48,170.71,0,108.68,23.58,0,55.86,0,0,0,0,54.24,170.96,0,0,23.72,0,0,6.92,43.01,0,8.31,5.63,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,43.17,47.78,21.2,37.04,663.85,40.8,19.71,34.39,0,93.98,457.36,43.87,0,19.41,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,36.16,20.86,2.66,0,3.71,170.71,0,108.68,23.91,0,55.15,0,0,0,0,47.46,169.37,0,0,23.72,0,0,6.71,41.48,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,22.16,36.91,663.85,40.61,18.85,32.7,0,93.98,438.09,43.87,0,19.41,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,36.16,20.86,2.66,0,3.71,170.71,0,108.68,23.91,0,55.15,0,0,0,0,47.46,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,22.16,36.91,663.85,40.61,18.85,32.7,0,93.98,438.09,43.87,0,19.41,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,36.16,20.86,2.66,0,3.71,85.36,0,108.68,24.09,0,55.15,0,0,0,0,47.46,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,24.08,36.91,663.85,40.61,18.85,32.7,0,93.98,438.09,43.87,0,19.41,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,36.16,20.86,2.66,0,11.48,0,0,108.68,24.09,0,55.15,0,0,0,0,47.46,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,21.2,36.91,663.85,40.61,18.85,32.7,0,93.98,438.09,43.87,0,19.41,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,36.16,20.86,2.66,0,11.48,0,0,108.68,24.23,0,55.15,0,0,0,0,47.46,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,17.05,36.91,663.85,40.61,18.85,32.7,0,93.98,438.09,43.87,0,19.41,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,72.8,0,43.36,26.28,5.35,36.16,20.86,2.66,0,11.48,0,0,108.68,24.23,0,55.15,0,0,0,0,47.46,169.37,0,0,23.72,0,0,6.71,41.27,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,336.24,0,40.91,45.4,16.06,36.91,663.85,40.61,18.85,32.7,0,93.98,438.09,43.87,0,19.41,0,0,0,0,0

