Block,Time,CHAMERA1,KKNP,KOLDAM,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,ANTA_RF,AURY_RF,DADRT2,NNTPP,PARBATI2,RIHAND2,SINGRAULI_HYDRO,TANDA2,DADRI_GF,KGSU1AND2,KISHANGANGA,KOTESHWR,MAPS,NLCTS2EXP,SASAN,SIMHST1,SINGRAULI,TEHRI,AURY_CRF,AURY_GF,DADRI_RF,DHAULIGNGA,DULHASTI,KUDGI,RIHAND3,TALST2,RAPPB,TALA,UNCHAHAR1,URI,CHAMERA3,JHAJJAR,RAMPUR,RAPPC,RSTPSU7,SALAL,ANTA_GF,AURY_LF,BSIUL,CHAMERA2,FSTPP I & II,KHSTPP-II,KKNPPU2,NTPL,RIHAND1,SIMHST2,URI2,VALLURNTECL,ANTA_CRF,DADRI_CRF,DADRI_LF,BRBCL,KGSU3AND4,KHSTPP-I,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,PARBATI3,RAPPD,RSTPSU1TO6,SEWA2,TANAKPUR,TelanganaSTPP,ANTA_LF
8,01:45-02:00,42.22,0,7.19,45,27.68,2.3,51.17,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,6.47,21.64,49.46,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,42.96,19.14,0,6.3,5.13,0,0

9,02:00-02:15,42.22,0,7.19,44.49,27.68,2.22,51.83,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,6.47,21.64,49.46,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,50.64,19.14,0,6.3,5.13,0,0

10,02:15-02:30,42.22,0,7.19,45,27.68,2.22,51.83,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,6.47,21.64,49.46,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,50.64,19.14,0,6.02,5.13,0,0

11,02:30-02:45,42.22,0,7.19,45,27.68,3.2,51.83,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,7.64,21.64,49.46,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.84,19.14,0,6.02,5.13,0,0

12,02:45-03:00,42.22,0,7.19,45,27.68,3.2,51.83,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,7.64,21.64,49.46,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.84,19.14,0,6.02,5.13,0,0

13,03:00-03:15,42.22,0,7.19,45,27.68,3.2,52.22,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.84,19.14,0,0,5.13,0,0

14,03:15-03:30,42.22,0,7.19,45,27.68,3.2,52.22,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.84,19.14,0,0,5.13,0,0

15,03:30-03:45,42.22,0,7.19,45,27.68,3.2,52.22,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,73.66,19.14,0,0,8.33,0,0

16,03:45-04:00,42.22,0,7.19,45,27.68,3.2,52.22,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,95.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,73.66,19.14,0,0,8.33,0,0

17,04:00-04:15,42.22,0,7.19,45,27.68,3.2,52.22,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,73.66,19.14,0,0,8.33,0,0

18,04:15-04:30,42.22,0,7.19,45,27.68,3.2,52.22,80.77,573.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,73.66,19.14,0,0,8.33,0,0

19,04:30-04:45,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,8.33,0,0

20,04:45-05:00,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,9.85,21.64,49.9,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,8.33,0,0

21,05:00-05:15,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,9.85,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

22,05:15-05:30,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,9.85,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

23,05:30-05:45,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,9.85,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

24,05:45-06:00,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,9.85,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

25,06:00-06:15,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,9.85,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

26,06:15-06:30,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,9.85,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

27,06:30-06:45,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,12.49,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

28,06:45-07:00,42.22,0,7.19,45,27.68,3.2,52.22,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,13.29,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

29,07:00-07:15,42.22,0,7.19,45,27.68,3.2,51.83,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,13.29,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

30,07:15-07:30,42.22,0,7.19,45,27.68,3.2,51.83,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,13.29,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

31,07:30-07:45,42.22,0,7.19,45,27.68,3.2,51.83,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,13.29,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

32,07:45-08:00,42.22,0,7.19,45,27.68,3.2,51.83,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,331.88,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,13.29,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

33,08:00-08:15,42.22,0,7.19,45,27.68,3.2,51.17,80.77,688.92,0,48.84,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,13.29,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

34,08:15-08:30,42.22,0,7.19,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,13.29,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

35,08:30-08:45,42.22,0,7.19,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,67.51,19.14,0,0,5.13,0,0

36,08:45-09:00,42.22,0,7.19,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,67.51,19.14,0,0,5.13,0,0

37,09:00-09:15,42.22,0,7.19,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,67.51,19.14,0,0,5.13,0,0

38,09:15-09:30,42.22,0,7.19,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,67.51,19.14,0,0,5.13,0,0

39,09:30-09:45,42.22,0,7.19,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

40,09:45-10:00,42.22,0,4.79,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

41,10:00-10:15,42.22,0,4.79,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

42,10:15-10:30,42.22,0,4.79,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,59.07,19.14,0,0,5.13,0,0

43,10:30-10:45,42.22,0,4.79,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,50.64,19.14,0,0,5.13,0,0

44,10:45-11:00,42.22,0,4.79,45,27.68,3.2,51.17,80.77,688.92,0,37.57,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,8.73,21.64,41.4,35.03,670.67,6.98,68.05,0,80.18,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,50.64,19.14,0,0,5.13,0,0

45,11:00-11:15,42.22,0,4.79,45,27.68,3.2,50.51,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,29.61,0,0,98.41,10.95,58.69,0,130.79,0,0,16.96,21.64,44.16,35.03,670.67,6.98,68.05,0,80.18,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,5.13,0,0

46,11:15-11:30,42.22,0,4.79,45,27.68,3.2,50.51,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,20.06,0,0,98.41,10.95,58.69,0,130.79,0,0,16.96,21.64,44.16,35.03,670.67,6.98,68.05,0,39.69,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,5.13,0,0

47,11:30-11:45,42.22,0,4.79,45,27.68,3.2,50.51,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,10.11,0,0,98.41,0,58.69,0,130.79,0,0,16.96,21.64,49.68,35.03,670.67,6.98,68.05,0,39.69,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,5.13,0,0

48,11:45-12:00,42.22,0,2.4,45,27.68,3.2,50.51,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,335.25,0,150.34,0,0,0,98.41,0,58.69,0,130.79,0,0,16.96,21.64,49.68,35.03,670.67,6.98,68.05,0,39.69,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,5.13,0,0

49,12:00-12:15,42.22,0,2.4,45,27.68,3.2,49.86,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,0,0,0,98.41,0,58.69,0,130.79,0,0,16.96,21.64,52.99,35.03,670.67,6.98,68.05,0,39.69,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,6.4,0,0

50,12:15-12:30,42.22,0,2.4,45,27.68,3.2,49.86,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,0,0,0,98.41,0,58.69,0,130.79,0,0,16.96,21.64,52.99,35.03,670.67,6.98,68.05,0,39.69,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,6.4,0,0

51,12:30-12:45,42.22,0,2.4,45,27.68,3.2,49.86,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,0,0,0,98.41,0,58.69,0,130.79,0,0,16.96,21.64,52.99,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,7.05,0,0

52,12:45-13:00,42.22,0,2.4,45,27.68,3.2,49.86,80.77,688.92,0,29.75,124.58,1.11,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,0,0,0,98.41,0,58.69,0,130.79,0,0,16.96,21.64,52.99,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,7.05,0,0

53,13:00-13:15,29.63,0,2.4,45,27.68,3.2,49.86,80.77,688.92,0,28.66,124.58,1.11,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,4.82,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,52.99,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,24.55,19.14,0,0,7.05,0,0

54,13:15-13:30,20.54,0,2.4,45,27.68,3.2,49.2,80.77,688.92,0,5.26,124.58,1.11,5.7,0,0,8.63,0,0,0,340.88,0,150.34,0,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,52.99,35.03,670.67,6.98,68.05,0,40.09,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,7.67,19.14,0,0,7.05,0,0

