Block,Time Block,UNCHAHAR2,ANTA_LF,URI,TEHRIPSP,UNCHAHAR1,ANTA_GF,UNCHAHAR4,VALLURNTECL,TEHRI,URI2,TelanganaSTPP,UNCHAHAR3,ANTA_CRF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,SINGRAULI_HYDRO,RIHAND1,SIMHST1,RAPPB,RSTPSU1TO6,SIMHST2,RSTPSU7,RIHAND2,SALAL,SEWA2,SINGRAULI,RAPPD,RIHAND3,RAPPC,SASAN,TANDA2,TALST2,TANAKPUR,TALA,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NAPP,NNTPP,NTPL,PARBATI3,PARBATI2,NLCEXP,NLCIIST1,JHAJJAR,DULHASTI,KGSU1AND2,FSTPP I & II,KGSU3AND4,DHAULIGNGA,KISHANGANGA,KHSTPP-I,KUDGI,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRT2,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,28.72,0,25.48,0,13.63,0,3.09,0,52.5,23.24,0,16.84,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,327.86,4.16,0,11.46,28.41,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,20.01,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,0,32.64,45.32,13.07,50.43,40.54,0,0,0,0,0

18,04:15-04:30,28.72,0,25.48,0,13.63,0,3.09,0,52.5,23.24,0,16.84,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,327.86,4.16,0,11.46,28.41,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,20.01,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,0,32.64,45.32,14.78,50.43,40.54,0,0,0,0,0

19,04:30-04:45,28.72,0,25.48,0,13.63,0,3.09,0,52.5,23.24,0,16.18,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,327.86,4.16,0,11.46,28.41,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,20.01,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,0,32.64,45.32,16.14,50.43,40.54,0,0,0,0,0

20,04:45-05:00,28.72,0,25.48,0,13.63,0,3.09,0,52.5,23.24,0,16.68,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,327.86,4.16,0,11.46,28.16,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,20.01,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,0,32.64,45.32,18.92,50.43,40.54,0,0,0,0,0

21,05:00-05:15,28.72,0,25.48,0,13.63,0,3.08,0,52.5,23.24,0,16.84,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,327.86,4.16,0,11.46,27.81,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,0,32.64,45.32,21.75,115.35,40.54,0,0,0,0,0

22,05:15-05:30,24.83,0,25.48,0,13.63,0,3.08,0,52.5,23.24,0,14.65,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,327.86,4.16,0,11.46,27.59,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,0,32.64,45.32,22.13,50.46,40.54,0,0,0,0,0

23,05:30-05:45,23.8,0,25.48,0,11.86,0,2.22,0,52.5,23.24,0,14.65,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,327.86,3.01,0,11.46,27.2,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,15.54,0,40.84,6.78,34.17,0,0,29.27,113.66,0,0,8.29,0,32.64,45.32,21.63,50.46,40.54,0,0,0,0,0

24,05:45-06:00,28.72,0,25.48,0,13.63,0,2.22,0,52.5,23.24,0,16.84,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,327.86,3.01,0,11.46,27.09,169.07,0,5.48,0,23.3,0,0,21.45,0,0,0,124.57,53.26,0,15.54,0,40.84,6.78,34.17,0,0,29.27,113.66,0,0,8.29,0,32.64,45.32,20.65,50.46,40.54,0,0,0,0,0

25,06:00-06:15,28.72,0,50.36,0,13.63,0,2.22,0,52.5,23.24,0,16.84,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,327.86,3.01,0,11.46,27.09,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,15.54,0,40.84,6.78,34.17,0,0,19.51,113.66,0,0,8.29,0,32.64,45.32,19.51,50.46,40.54,0,0,0,0,0

26,06:15-06:30,23.8,0,50.36,0,11.86,0,2.22,0,52.5,23.24,0,14.65,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,327.86,3.01,0,11.46,27.09,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,15.54,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,23.45,50.46,40.54,0,0,0,0,0

27,06:30-06:45,23.8,0,50.36,0,11.86,0,2.22,0,52.5,27.74,0,14.65,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,327.86,3.01,0,11.46,27.14,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,15.54,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,21.49,50.46,40.54,0,0,0,0,0

28,06:45-07:00,23.8,0,50.36,0,11.86,0,2.22,0,52.5,27.74,0,14.65,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,96.58,78.79,0,126.01,23.58,92.64,62.92,327.86,3.01,0,11.46,27.17,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,15.54,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,21.38,50.46,40.54,0,0,0,0,0

29,07:00-07:15,23.8,0,25.48,0,11.86,0,2.22,0,52.5,27.74,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,96.58,78.79,0,126.01,23.58,92.64,62.92,327.86,3.01,0,11.46,28.26,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,12.78,0,40.84,6.78,29.94,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,22.61,50.46,40.54,0,0,0,0,0

30,07:15-07:30,23.8,0,33.98,0,11.86,0,2.22,0,52.5,27.74,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,96.58,78.79,0,126.01,23.58,92.64,62.92,327.86,3.01,0,11.46,28.28,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,12.78,0,40.84,6.78,28.12,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,22.93,50.46,40.54,0,0,0,0,0

31,07:30-07:45,23.8,0,33.98,0,11.86,0,2.22,0,52.5,23.99,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,96.58,78.79,0,126.01,23.58,92.64,62.92,327.86,3.01,0,11.46,28.28,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,12.78,0,40.84,6.78,28.12,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,19.15,50.46,40.54,0,0,0,0,0

32,07:45-08:00,23.8,0,33.98,0,11.86,0,2.22,0,52.5,23.99,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,96.58,78.79,0,126.01,23.58,92.64,62.92,327.86,3.01,0,11.46,28.28,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,124.57,53.26,0,12.78,0,40.84,6.78,28.12,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,19.72,50.46,40.54,0,0,0,0,0

33,08:00-08:15,30.24,0,33.98,0,13.05,0,2.22,0,52.5,23.99,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,96.58,78.79,0,126.01,23.58,92.64,62.92,330.95,3.01,0,11.46,22.82,169.07,0,5.48,0,23.3,0,0,19.3,0,0,0,112.6,53.26,0,12.78,0,40.84,6.78,29.84,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,20.62,8.14,40.54,0,0,0,0,0

34,08:15-08:30,30.24,0,33.98,0,13.05,0,2.22,0,52.5,23.99,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,58,0,0,0,0,0,96.58,78.79,0,126.01,23.58,92.64,62.92,331.1,3.01,0,11.46,22.82,169.07,0,5.48,0,23.3,0,0,19.3,0,0,0,112.6,53.26,0,12.78,0,40.84,6.78,29.84,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,19.29,8.14,40.54,0,0,0,0,0

35,08:30-08:45,30.24,0,33.98,0,13.05,0,2.22,0,39.38,23.99,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,11.46,24.09,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,95,0,0,8.29,0,32.64,45.32,19.67,8.14,40.54,0,0,0,0,0

36,08:45-09:00,30.24,0,33.98,0,13.05,0,2.22,0,13.12,23.99,0,16.43,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,11.46,23.96,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,94.12,0,0,8.29,0,32.64,45.32,19.25,8.14,40.54,0,0,0,0,0

37,09:00-09:15,24.42,0,50.36,0,11,0,2.22,0,0,27.74,0,13.6,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,11.46,23.96,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,79.48,0,0,8.29,0,32.64,45.32,20.55,8.14,40.54,0,0,0,0,0

38,09:15-09:30,24.42,0,50.36,0,11,0,2.22,0,0,27.74,0,13.6,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,11.46,23.96,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,95,0,0,8.29,0,32.64,45.32,22.68,8.14,40.54,0,0,0,0,0

39,09:30-09:45,24.42,0,50.36,0,11,0,2.22,0,0,27.74,0,13.6,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,12.56,23.09,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,95,0,0,8.29,0,32.64,45.32,20.49,8.14,40.54,0,0,0,0,0

40,09:45-10:00,24.42,0,50.36,0,11,0,2.22,0,0,27.74,0,13.6,0,0,0,0,0,0,0,0,0,0,0.94,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,12.56,23.09,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,95,0,0,8.29,0,32.64,45.32,20.45,8.14,40.54,0,0,0,0,0

41,10:00-10:15,24.42,0,25.48,0,11,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,23.09,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,18.63,8.14,40.54,0,0,0,0,0

42,10:15-10:30,24.42,0,25.48,0,11,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,23.09,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,10.81,0,40.84,6.78,29.84,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,18.07,8.14,40.54,0,0,0,0,0

43,10:30-10:45,24.42,0,25.48,0,11,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,23.13,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,10.81,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,15.06,8.14,40.54,0,0,0,0,0

44,10:45-11:00,24.42,0,25.48,0,11.56,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,23.16,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,15.84,8.14,40.54,0,0,0,0,0

45,11:00-11:15,26.31,0,25.48,0,13.77,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,23.47,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,15.99,8.14,40.54,0,0,0,0,0

46,11:15-11:30,27.06,0,25.48,0,13.77,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,23.51,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,15.48,8.14,40.54,0,0,0,0,0

47,11:30-11:45,27.22,0,25.48,0,13.77,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,24.37,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,17.19,8.14,40.54,0,0,0,0,0

48,11:45-12:00,26.89,0,25.48,0,13.77,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,4.41,0,12.56,24.43,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,18.06,8.14,40.54,0,0,0,0,0

49,12:00-12:15,27.29,0,25.48,0,13.77,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,12.56,24.43,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,20.03,8.14,40.54,0,0,0,0,0

50,12:15-12:30,27.29,0,25.48,0,13.77,0,2.22,0,0,23.99,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,12.56,24.43,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,21.06,8.14,40.54,0,0,0,0,0

51,12:30-12:45,27.07,0,25.48,0,13.77,0,2.22,0,0,17.25,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,11.46,24.72,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,34.17,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,19.87,8.14,40.54,0,0,0,0,0

52,12:45-13:00,26.82,0,25.48,0,13.77,0,2.22,0,0,17.25,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,126.01,23.58,125.84,62.92,331.1,3.01,0,11.46,24.72,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,33.63,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,21.2,8.14,40.54,0,0,0,0,0

53,13:00-13:15,27.36,0,30.26,0,13.77,0,2.22,0,0,17.25,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,4.41,0,11.46,24.72,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,29.84,0,0,9.75,97.93,0,0,8.29,0,32.64,45.32,18.64,8.14,40.54,0,0,0,0,0

