Block,Time,BSIUL,KHSTPP-II,KOTESHWR,KUDGI,NAPP,RAPPC,SINGRAULI,TANDA2,UNCHAHAR1,UNCHAHAR2,DADRI_CRF,DADRI_GF,DHAULIGNGA,KKNPPU2,NJPC,TALA,UNCHAHAR4,VALLURNTECL,ANTA_RF,CHAMERA2,KGSU1AND2,KGSU3AND4,KHSTPP-I,NLCIIST2,NTPL,PARBATI2,RAPPB,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR3,CHAMERA1,PARBATI3,ANTA_GF,AURY_CRF,CHAMERA3,JHAJJAR,KISHANGANGA,KKNP,NLCEXP,NNTPP,RSTPSU1TO6,SEWA2,SIMHST2,TEHRI,DULHASTI,NLCIIST1,RIHAND3,SASAN,TANAKPUR,URI2,AURY_RF,DADRI_RF,BRBCL,FSTPP I & II,KOLDAM,MAPS,RAMPUR,SALAL,SIMHST1,TALST2,TelanganaSTPP,URI,ANTA_CRF,ANTA_LF,DADRI_LF,DADRT2,NLCTS2EXP,RAPPD,RIHAND1,RSTPSU7,AURY_GF,AURY_LF
17,04:00-04:15,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,52.22,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,22.47,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.79,0,4.4,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

18,04:15-04:30,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,52.22,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,22.47,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.79,0,4.4,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

19,04:30-04:45,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,52.22,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.79,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

20,04:45-05:00,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,52.22,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.36,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

21,05:00-05:15,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,52.22,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.36,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

22,05:15-05:30,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,51.83,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.36,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

23,05:30-05:45,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,51.83,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.36,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

24,05:45-06:00,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,51.83,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,100.46,20,20.8,4.36,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

25,06:00-06:15,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,51.83,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,20,20.8,4.36,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

26,06:15-06:30,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,51.83,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,20,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

27,06:30-06:45,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,51.83,32.53,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,20,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

28,06:45-07:00,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,51.83,16.27,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,20,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

29,07:00-07:15,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,51.83,16.27,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,6.27,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

30,07:15-07:30,13.04,148.3,10.43,0,26.43,69.23,112.11,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,51.17,16.27,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,6.27,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

31,07:30-07:45,13.04,148.3,10.43,0,26.43,69.23,127.53,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,51.17,16.27,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,6.27,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

32,07:45-08:00,13.04,148.3,10.43,0,26.43,69.23,127.53,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,51.17,16.27,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,6.27,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

33,08:00-08:15,13.04,148.3,10.43,0,26.43,69.23,129.15,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,51.17,16.27,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,18.41,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,6.27,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

34,08:15-08:30,13.04,148.3,10.43,0,26.43,69.23,130.77,5.7,21.94,45,0,0,21.88,0,110.67,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.89,27.68,0,16.88,0,0,11.67,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,6.27,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

35,08:30-08:45,13.04,148.3,10.43,0,26.43,69.23,133.19,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,670.67,8.63,0,0,0,0,0,0,22.47,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

36,08:45-09:00,13.04,148.3,10.43,0,26.43,69.23,133.19,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,670.67,8.63,0,0,0,0,0,0,11.24,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

37,09:00-09:15,13.04,148.3,10.43,0,26.43,69.23,134.8,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,608.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

38,09:15-09:30,13.04,148.3,10.43,0,26.43,69.23,137.23,5.7,21.94,45,0,0,10.95,0,110.67,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,608.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

39,09:30-09:45,13.04,148.3,10.43,0,26.43,69.23,137.23,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,578.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

40,09:45-10:00,13.04,148.3,10.43,0,26.43,69.23,138.84,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,578.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,52.36,0,0,0,548.92,0,22.02,97.23,0,0,0

41,10:00-10:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,50.51,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

42,10:15-10:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,49.86,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,35.34,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

43,10:30-10:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,49.86,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

44,10:45-11:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,49.86,16.27,0,0,45.53,0,0,18.78,0,124.58,0.98,27.68,0,16.88,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

45,11:00-11:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,49.86,16.27,0,0,45.53,0,0,11.28,0,124.58,0.98,27.68,0,0,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

46,11:15-11:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,49.86,16.27,0,0,45.53,0,0,3.76,0,124.58,0.98,27.68,0,0,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,52.99,0,0,0,548.92,0,22.02,97.23,0,0,0

47,11:30-11:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,49.86,16.27,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

48,11:45-12:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,128.81,0,3.2,0,49.86,16.27,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,11.67,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

49,12:00-12:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,128.81,0,3.2,0,49.86,32.53,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

50,12:15-12:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,48.55,32.53,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

51,12:30-12:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,48.55,32.53,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

52,12:45-13:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,48.55,32.53,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0.51,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

53,13:00-13:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,48.55,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,558.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

54,13:15-13:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.89,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,578.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

55,13:30-13:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.89,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,578.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

56,13:45-14:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,578.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

