Block,Time Block,MAPS,KUDGI,KOLDAM,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KHSTPP-II,KGSU1AND2,KHSTPP-I,KGSU3AND4,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,URI2,TEHRIPSP,UNCHAHAR2,URI,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,TANDA2,TALST2,TANAKPUR,TALA,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,NJPC,NAPP,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,SEWA2,RAPPD,RSTPSU1TO6,RAMPUR,RAPPC,SALAL,RIHAND1,SASAN,RAPPB,RIHAND2,RSTPSU7,RIHAND3,PARBATI3,PARBATI2,NTPL,NNTPP,NLCIIST2,NLCTS2EXP,NLCEXP,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0,0,8.31,0,0,6.71,39.09,95.26,0,44.71,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,10.66,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.41,12.45,36.91,585.37,40.61,12.56,32.7,340.83,8.94,23.63,0,0,63.03,81.73,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,8.31,0,0,6.71,39.09,95.26,0,44.71,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,10.66,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.41,13.73,36.91,541.05,40.61,12.56,32.7,340.83,8.94,23.63,0,0,63.03,81.73,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,8.31,0,0,6.71,39.09,95.26,0,44.71,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,10.66,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.41,12.74,36.91,541.05,40.61,12.56,32.7,398.64,8.94,23.63,0,0,63.03,81.73,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,8.31,0,0,6.71,39.09,95.26,0,44.71,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,10.66,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.41,13.81,36.91,560.32,40.61,12.56,32.7,398.64,8.94,23.63,0,0,63.03,81.73,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,8.31,0,0,6.71,39.09,95.26,0,44.71,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.33,17.3,36.91,525.11,40.61,12.56,32.7,378.28,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,8.31,0,0,6.71,39.09,95.26,0,44.71,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.33,17.92,36.91,476.93,40.61,12.56,32.7,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,8.31,0,0,6.71,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.33,17.32,36.91,428.76,40.61,12.56,24.36,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,8.31,0,0,6.71,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.33,14.17,36.91,380.58,40.61,12.56,24.36,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,8.31,0,0,6.71,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,25.18,0,0,0,109.6,0,23.47,45.4,40.91,19.33,14.26,36.91,380.58,40.61,12.56,24.36,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,8.31,0,0,6.71,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,25.03,0,0,0,109.6,0,23.47,45.4,40.91,19.33,15.43,36.91,380.58,40.61,12.56,24.36,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,8.31,0,0,6.71,39.09,95.26,0,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,25.03,0,0,0,109.6,0,23.47,45.4,40.91,19.33,18.82,36.91,380.58,40.61,12.56,21.78,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,8.31,0,0,6.71,39.09,95.26,0,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,23.4,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,24.9,0,0,0,109.6,0,23.47,45.4,40.91,19.33,20.03,36.91,380.58,40.61,12.56,21.78,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,8.31,0,0,6.71,29.32,95.26,0,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,24.46,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,24.62,0,0,0,109.6,0,23.47,45.4,40.91,19.33,24.06,36.91,428.76,40.61,12.56,21.78,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,8.31,0,0,6.71,29.32,95.26,0,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,24.46,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,24.33,0,0,0,109.6,0,23.47,45.4,40.91,19.33,24.08,36.91,457.66,40.61,12.56,21.78,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,8.31,0,0,6.71,29.32,95.26,0,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,24.46,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,24.05,0,0,0,109.6,0,23.47,45.4,40.91,19.33,24.08,36.91,505.84,40.61,12.56,21.78,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,8.31,0,0,4.47,29.32,95.26,0,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,24.46,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,23.76,0,0,0,109.6,0,23.47,45.4,40.91,19.33,23.12,36.91,505.84,40.61,12.56,21.78,358.05,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,50.45,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,23.62,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,448.03,40.61,12.56,21.78,398.64,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,50.45,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,23.62,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,394.07,40.61,12.56,21.78,398.64,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,50.45,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,23.62,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,414.31,40.61,12.56,21.78,340.83,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,24.46,73.4,0,20.46,1.71,0,24.5,2.94,0,9.5,23.76,0,0,0,109.6,0,23.47,45.4,40.91,19.41,22.16,36.91,417.2,40.61,12.56,21.78,340.83,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,27.66,73.4,0,20.46,1.71,0,24.5,2.94,0,1.72,23.9,0,0,0,109.6,0,23.47,45.4,40.91,19.41,23.12,36.91,384.44,40.61,12.56,21.78,340.83,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,42.02,27.66,73.4,0,20.46,1.71,0,26.01,2.94,0,1.72,24.05,0,0,0,109.6,0,23.47,45.4,40.91,17.67,23.12,36.91,336.26,40.61,12.56,21.78,283.02,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,31.24,27.66,73.4,0,15.26,1.71,0,21,2.94,0,1.72,24.44,0,0,0,109.6,0,23.47,45.4,40.91,16.84,21.22,36.91,265.93,40.61,12.56,0,253.99,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,31.24,27.66,73.4,0,15.26,1.71,0,18.84,2.94,0,9.5,24.58,0,0,0,109.6,0,23.47,45.4,40.91,16.84,16.85,36.91,189.81,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,31.24,50.45,73.4,0,15.26,1.71,0,18.84,2.94,0,9.5,24.72,0,0,0,109.6,0,23.47,0,40.91,16.84,18.83,36.91,84.79,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,37.29,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,31.24,50.45,73.4,0,15.26,1.71,0,18.84,2.94,0,9.5,24.87,0,0,0,109.6,0,23.47,0,40.91,16.84,21.2,36.91,66.48,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,37.29,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,8.31,0,0,4.47,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,31.24,50.45,73.4,0,15.26,1.71,0,18.84,2.94,0,9.5,24.87,0,0,0,109.6,0,23.47,0,40.91,16.84,18.75,36.91,8.15,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,37.29,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,8.31,0,0,4.47,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,21.02,0,31.24,29.78,73.4,0,15.26,1.71,0,18.84,2.94,0,9.5,24.87,0,0,0,109.6,0,23.47,0,40.91,16.84,17.99,36.91,8.15,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,37.29,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,8.31,0,0,4.47,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,31.8,29.78,73.4,0,15.26,2.23,0,18.94,2.94,0,11.48,25.29,0,0,0,109.6,0,23.47,0,40.91,16.84,15.38,36.91,8.15,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,0,37.29,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,8.31,0,0,4.47,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,31.8,29.78,73.4,0,15.26,2.23,0,18.94,2.94,0,11.48,25.43,0,0,0,109.6,0,23.47,0,40.91,16.84,14.39,36.91,8.15,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,4.3,37.29,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,8.31,0,0,4.47,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,31.58,29.78,73.4,0,15.17,1.71,0,18.84,2.94,0,11.48,20.43,0,0,0,109.6,0,23.47,0,40.91,13.84,18.36,36.91,8.15,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,18.61,37.29,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,8.31,0,0,2.24,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,31.58,29.78,73.4,0,15.17,1.71,0,18.84,2.94,0,11.48,20.56,0,0,0,109.6,0,23.47,0,40.91,13.84,17.31,36.91,8.15,40.61,12.56,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,26.47,25.52,55.05,0,11.88,2.23,0,15.99,2.94,0,11.48,23.36,0,0,0,109.6,0,23.47,0,40.91,13.84,17.09,36.91,8.15,40.61,12.56,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,26.71,25.52,36.7,0,13.07,2.23,0,15.99,2.94,0,11.48,23.36,0,0,0,109.6,0,23.47,0,40.91,19.41,16.05,36.91,8.15,40.61,12.56,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,26.71,21.27,18.35,0,13.07,2.23,0,15.99,2.94,0,9.99,23.36,0,0,0,109.6,0,23.47,0,40.91,19.41,16.4,36.91,8.15,40.61,18.85,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,26.71,21.27,0,0,13.07,2.23,0,15.99,2.94,0,9.99,23.36,0,0,0,109.6,0,23.47,0,40.91,19.41,14.19,36.91,8.15,40.61,18.85,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,36.39,50.45,0,0,17.68,2.23,0,22.51,2.94,0,9.99,22.07,0,0,0,109.6,0,23.47,0,40.91,19.41,14.52,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,36.39,50.45,0,0,17.68,2.23,0,22.51,2.94,0,9.99,22.09,0,0,0,109.6,0,23.47,0,40.91,19.41,14.51,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,36.39,10.64,0,0,17.68,2.23,0,22.51,2.94,0,3.71,22.55,0,0,0,109.6,0,23.47,0,40.91,19.41,15.22,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,36.39,10.64,0,0,17.68,2.23,0,22.51,2.94,0,3.71,22.57,0,0,0,109.6,0,23.47,0,40.91,19.41,19.31,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,31.8,8.51,0,0,15.71,2.23,0,18.94,2.94,0,3.71,27.89,0,0,0,109.6,0,23.47,0,40.91,16.34,24.08,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,18.34,37.29,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,31.8,8.51,0,0,15.71,2.23,0,18.94,2.94,0,11.48,27.93,0,0,0,109.6,0,23.47,0,40.91,16.34,24.08,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,18.34,37.29,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,31.8,15.96,0,0,15.71,2.23,0,18.94,2.94,0,11.48,27.93,0,0,0,109.6,0,23.47,0,40.91,16.34,19.36,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,18.34,37.29,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,31.8,15.96,0,0,15.71,2.23,0,18.94,2.94,0,11.48,27.93,0,0,0,109.6,0,23.47,0,40.91,16.34,23.12,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,18.34,37.29,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,30.24,12.77,0,0,13.5,2.23,0,16.33,2.94,0,11.48,27.48,0,0,0,109.6,0,23.47,0,40.91,16.34,23.12,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,18.34,37.29,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,30.24,12.77,0,0,13.32,2.23,0,16.17,2.94,0,11.48,27.51,0,0,0,109.6,0,23.47,22.97,40.91,13.8,24.08,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,18.34,37.29,0,0,0,0,0,0,0,0,0,0,0

