Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,BRBCL,CHAMERA1,BSIUL,TEHRI,TANDA2,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TANAKPUR,SIMHST2,TelanganaSTPP,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,RAPPB,RIHAND1,RAMPUR,RIHAND2,RAPPC,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,PARBATI3,NTPL,PARBATI2,JHAJJAR,KHSTPP-I,KGSU1AND2,KGSU3AND4,KOLDAM,KISHANGANGA,KOTESHWR,KUDGI,MAPS,KHSTPP-II,KKNP,KKNPPU2,DHAULIGNGA,FSTPP I & II,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,433.93,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.84,0,0,0,0,0,0,68.18,0,103.2,122.44,15.08,0,0,1.03,0,38.12,20.01,0,0,32.43,0,34.51,0,0,91.13,0,116.91,67.28,0,0,0,0,0,50.27,0,0,0,0,345.83,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

7,01:30-01:45,0,0,433.93,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.84,0,6.03,0,0,0,0,26.83,0,105.35,123.7,15.08,0,0,1.75,0,38.12,20.01,0,0,32.43,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

8,01:45-02:00,0,0,433.93,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.84,0,6.03,0,0,0,0,25.71,0,105.35,123.7,15.08,0,0,1.75,0,38.12,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

9,02:00-02:15,0,0,433.93,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.84,0,6.03,0,0,0,0,25.71,18.16,105.35,123.7,15.08,0,0,1.75,0,38.12,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

10,02:15-02:30,0,0,433.93,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.84,0,6.03,0,0,0,0,25.71,18.16,105.35,123.7,15.08,0,0,1.75,0,38.12,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

11,02:30-02:45,0,0,433.94,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.84,0,6.03,0,0,0,0,25.71,18.16,105.44,123.7,15.08,0,0,2.13,0,38.12,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

12,02:45-03:00,0,0,433.94,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.84,0,6.03,0,0,0,0,25.71,18.16,105.44,123.7,15.08,0,0,1.75,0,38.12,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

13,03:00-03:15,0,0,433.94,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.91,0,6.03,0,0,0,0,25.71,18.16,105.44,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

14,03:15-03:30,0,0,433.94,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.91,0,6.03,0,0,0,0,25.71,18.16,105.44,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,346.39,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

15,03:30-03:45,0,0,363.57,0,0,0,0,0,0,19.24,0,6.27,0,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,128.36,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,316.47,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

16,03:45-04:00,0,0,363.57,0,0,0,0,0,0,19.24,0,6.27,12.56,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.03,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,316.47,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

17,04:00-04:15,0,0,363.57,0,0,0,0,0,0,19.24,0,6.27,12.56,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,287.61,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

18,04:15-04:30,0,0,363.57,0,0,0,0,0,0,19.24,0,6.27,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,287.61,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

19,04:30-04:45,0,0,433.94,0,0,0,0,0,0,19.24,0,6.27,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,0,117.47,67.28,0,0,0,0,0,50.27,0,0,0,0,317.53,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

20,04:45-05:00,0,0,433.94,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,1.05,117.47,67.28,0,26.58,0,0,0,50.27,0,0,0,0,317.53,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

21,05:00-05:15,0,0,433.94,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,317.53,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

22,05:15-05:30,0,0,433.94,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.48,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,317.53,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

23,05:30-05:45,0,0,433.94,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.43,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,356.01,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

24,05:45-06:00,0,0,433.93,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,15.08,0,0,1.75,0,36.6,20.01,0,0,32.43,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,394.48,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

25,06:00-06:15,0,0,452.16,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,20.48,0,0,1.75,0,36.6,26.09,0,0,41.72,0,38.24,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,471.42,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,38.11,0,0,0,0,0

26,06:15-06:30,0,0,529.11,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,20.48,0,0,1.75,0,36.6,26.09,0,0,41.72,0,38.24,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,471.42,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,38.11,0,0,0,0,0

27,06:30-06:45,0,0,538.73,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,25.71,18.16,132.72,123.7,20.48,0,0,1.75,0,36.6,26.09,0,0,41.81,0,38.24,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,471.42,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,38.11,0,0,0,0,0

28,06:45-07:00,0,0,433.88,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,27.93,18.16,132.72,123.7,20.48,0,0,1.75,0,36.6,26.09,0,0,41.81,0,38.24,0,0,89.16,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,471.42,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,38.11,0,0,0,0,0

29,07:00-07:15,0,0,433.86,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,12.85,18.16,132.72,123.7,20.48,0,0,1.75,0,36.6,26.09,0,0,41.91,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,443.63,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,38.11,0,0,0,0,0

30,07:15-07:30,0,0,433.93,0,0,0,0,0,0,19.24,0,12.54,25.12,3.01,402.81,0,0,0.91,0,0,0,0,0,0,12.85,18.16,132.72,123.7,20.48,0,0,1.75,0,36.6,26.09,0,0,42.1,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,365.63,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,13.37,38.11,0,0,0,0,0

31,07:30-07:45,0,0,360.67,0,0,0,0,0,0,19.24,0,12.54,25.12,3.76,402.81,0,0,0.91,0,0,0,0,0,0,12.85,18.16,132.72,123.7,11.85,0,0,1.75,0,36.6,15.48,0,0,24.64,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,427.08,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,11.49,38.11,0,0,0,0,0

32,07:45-08:00,0,0,360.67,0,0,0,0,0,0,19.24,0,12.54,12.56,3.01,402.81,0,0,0.91,0,0,0,0,0,0,12.85,18.16,132.72,123.7,11.85,0,0,1.75,0,36.6,14.64,0,0,23.79,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,347.9,37.29,0,0,0,5.42,10.01,0,0,120.05,0,0,0,8.75,38.11,0,0,0,0,0

33,08:00-08:15,0,0,360.67,0,0,0,0,0,0,19.24,0,12.54,12.56,3.01,402.81,0,0,0.9,0,0,0,0,0,0,12.85,18.16,132.72,123.7,11.85,0,0,0.82,0,36.6,14.64,0,0,23.79,0,34.51,0,0,92.04,2.1,117.47,67.28,0,53.15,0,0,0,50.27,0,0,0,0,347.9,32.89,0,0,0,5.42,10.01,0,0,120.05,0,0,0,8.89,19.06,0,0,0,0,0

34,08:15-08:30,0,0,360.67,0,0,0,0,0,0,19.24,0,12.54,0,3.01,402.81,0,0,0.9,0,0,0,0,0,0,12.85,18.16,132.72,123.7,11.85,0,0,0.82,0,36.6,14.64,0,0,23.79,0,38.24,0,0,92.04,1.69,117.47,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,31.87,0,0,0,5.42,10.01,0,0,103.05,0,0,0,8.89,19.06,0,0,0,0,0

35,08:30-08:45,0,0,360.67,0,0,0,0,0,0,19.24,0,12.54,0,3.01,402.81,0,0,0.9,0,1.97,0,0,0,0,25.71,18.16,132.72,123.7,11.85,0,0,0.82,0,36.6,14.64,0,0,23.79,0,38.24,0,0,92.04,1.69,117.47,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,28.12,0,0,0,5.42,10.01,0,0,78.46,0,0,0,9.87,19.06,0,0,0,0,0

36,08:45-09:00,0,0,360.67,0,0,0,0,0,0,19.24,0,12.54,0,3.01,402.81,0,0,0.9,0,1.97,0,0,0,0,68.18,0,132.72,123.7,11.85,0,0,0.82,0,36.6,14.64,0,0,23.79,0,38.24,0,0,92.04,1.69,117.47,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,28.12,0,0,0,5.42,10.01,0,0,78.46,0,0,0,9.87,19.06,0,0,0,0,0

37,09:00-09:15,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.01,402.81,0,0,0.9,0,1.97,0,0,0,0,68.18,0,134.94,125.57,11.85,0,0,1.04,0,36.6,16.97,0,0,23.79,0,38.24,0,0,93.4,1.69,119.7,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,28.17,0,0,0,5.42,10.01,0,0,78.46,0,0,0,9.87,19.06,0,0,0,0,0

38,09:15-09:30,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.01,402.81,0,0,0.9,0,1.97,0,0,0,0,68.18,0,134.94,125.57,11.85,0,0,1.04,0,36.6,16.97,0,0,23.79,0,34.51,0,0,93.4,1.69,119.7,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,28.17,0,0,0,5.42,10.01,0,0,78.46,0,0,0,9.87,19.06,0,0,0,0,0

39,09:30-09:45,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.42,402.81,0,0,0.9,0,1.72,0,0,0,0,14.53,0,140.52,125.57,11.85,0,0,1.04,0,36.6,16.97,0,0,23.79,0,34.51,0,0,93.4,1.69,119.7,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,28.46,0,0,0,8.13,10.01,0,0,78.46,0,0,0,9.87,19.06,0,0,0,0,0

40,09:45-10:00,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.42,402.81,0,0,0.9,0,1.72,0,0,0,0,12.85,0,141.52,125.57,11.85,0,0,1.04,0,36.6,16.97,0,0,23.79,0,34.51,0,0,93.4,1.69,119.7,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,28.46,0,0,0,8.13,10.01,0,0,78.46,0,0,0,9.87,19.06,0,0,0,0,0

41,10:00-10:15,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.45,402.81,0,0,0.9,0,1.23,0,0,0,0,12.85,0,141.52,125.57,11.85,0,0,1.04,0,36.6,16.97,0,0,23.99,0,34.51,0,0,93.4,1.69,119.7,67.28,0,43.04,0,0,0,50.27,0,0,0,0,347.9,28.46,0,0,0,8.13,10.01,0,0,80.1,0,0,0,9.87,19.06,0,0,0,0,0

42,10:15-10:30,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.45,402.81,0,0,0.9,0,1.23,0,0,0,0,12.85,0,141.52,125.57,11.85,0,0,1.04,0,36.6,16.97,0,0,23.99,0,34.51,0,0,93.4,1.05,119.7,67.28,0,26.58,0,0,0,50.27,0,0,0,0,347.9,28.46,0,0,0,8.13,10.01,0,0,81.39,0,0,0,9.87,19.06,0,0,0,0,0

43,10:30-10:45,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.53,402.81,0,0,0.9,0,1.11,0,0,0,0,12.85,0,141.52,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,23.99,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,29.69,0,0,0,8.13,10.01,0,0,85.38,0,0,0,9.87,19.06,0,0,0,0,0

44,10:45-11:00,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,3.53,402.81,0,0,0.9,0,1.11,0,0,0,0,12.85,0,141.52,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,23.99,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,29.69,0,0,0,8.13,10.01,0,0,85.48,0,0,0,9.87,19.06,0,0,0,0,0

45,11:00-11:15,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,5.26,402.81,0,0,0.9,0,0.49,0,0,0,0,12.85,0,141.52,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.92,0,0,0,8.13,10.01,0,0,98.93,0,0,0,9.87,19.06,0,0,0,0,0

46,11:15-11:30,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,5.26,402.81,0,0,0.9,0,0.49,0,0,0,0,12.85,0,141.52,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.92,0,0,0,8.13,10.01,0,0,99.39,0,0,0,9.87,19.06,0,0,0,0,0

47,11:30-11:45,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,5.26,402.81,0,0,0.9,0,0.24,0,0,0,0,68.18,0,135.46,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.52,0,0,0,8.13,10.01,0,0,95.38,0,0,0,9.87,19.06,0,0,0,0,0

48,11:45-12:00,0,0,360.9,0,0,0,0,0,0,19.24,0,12.54,0,5.26,402.81,0,0,0.9,0,0.24,0,0,0,0,68.18,0,135.46,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.52,0,0,0,8.13,10.01,0,0,95.54,0,0,0,9.87,19.06,0,0,0,0,0

49,12:00-12:15,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0.24,0,0,0,0,68.18,0,135.46,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,28.56,0,0,0,8.13,10.01,0,0,95.57,0,0,0,9.87,0,0,0,0,0,0

50,12:15-12:30,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0.24,0,0,0,0,68.18,0,135.46,125.57,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,28.56,0,0,0,8.13,10.01,0,0,95.42,0,0,0,9.87,0,0,0,0,0,0

51,12:30-12:45,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0,0,0,0,0,12.85,0,117.03,115.94,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,89.41,0,105.47,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,28.56,0,0,0,8.13,10.01,0,0,95.4,0,0,0,9.87,0,0,0,0,0,0

52,12:45-13:00,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0,0,0,0,0,12.85,0,117.03,115.94,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,89.41,0,105.47,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,28.56,0,0,0,8.13,10.01,0,0,95.34,0,0,0,9.87,0,0,0,0,0,0

53,13:00-13:15,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0,0,0,0,0,12.85,0,117.24,115.94,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,89.46,0,105.51,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,28.56,0,0,0,8.13,10.01,0,0,95.22,0,0,0,9.87,0,0,0,0,0,0

54,13:15-13:30,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0,0,0,0,0,12.85,0,117.24,115.94,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,89.46,0,105.51,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,28.56,0,0,0,8.13,10.01,0,0,95.16,0,0,0,9.87,0,0,0,0,0,0

55,13:30-13:45,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,0,117.24,115.94,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,89.46,0,105.51,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,28.56,0,0,0,8.13,10.01,0,0,95.16,0,0,0,9.87,0,0,0,0,0,0

56,13:45-14:00,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,0,117.24,115.94,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,89.46,0,105.51,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.47,0,0,0,8.13,10.01,0,0,99.05,0,0,0,9.87,0,0,0,0,0,0

57,14:00-14:15,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,0,117.03,108.68,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,86.27,0,95.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.47,0,0,0,8.13,10.01,0,0,98.59,0,0,0,9.87,0,0,0,0,0,0

58,14:15-14:30,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,0,117.03,108.68,12.92,0,0,1.04,0,36.6,16.97,0,0,28.39,0,34.51,0,0,86.24,0,95.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.47,0,0,0,8.13,10.01,0,0,98.59,0,0,0,9.87,0,0,0,0,0,0

