Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/7908,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/16/2535,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/2171,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7119,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/9821,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04)
7,01:30-01:45,0,0,0,0,0,23.21,0,32.5,0,0,0,0,10.83,0,0,0,0,10.84,28.33,28.33,11,76.85,0,82.38,18.51,70.64,11.66,20.6,145.38,0,2.13,5.78,0,0,100.97,8.81,17.52,0,228.32,274.04,32.95,3.99,27.76

8,01:45-02:00,0,0,0,0,0,23.21,0,33,0,0,0,0,11,0,0,0,0,11,29.33,29.33,11.34,76.85,0,82.38,18.51,70.64,11.66,20.6,145.38,0,2.13,5.78,0,0,100.97,8.81,17.52,0,228.32,274.04,32.95,3.99,27.76

9,02:00-02:15,0,0,0,0,0,23.01,0,34.5,0,0,0,0,11.5,0,0,0,0,11.5,25,25,10,76.85,0,82.38,18.51,70.64,11.48,20.6,145.38,0,2.13,5.69,0,0,100.97,8.81,17.52,0,196.7,274.04,32.95,3.99,27.76

10,02:15-02:30,0,0,0,0,0,22.81,0,35,0,0,0,0,11.67,0,0,0,0,11.66,25.67,25.67,10,76.85,0,82.38,18.51,70.64,11.48,20.6,145.38,0,2.13,5.69,0,0,100.97,8.81,17.52,0,167.62,274.04,32.95,3.99,27.76

11,02:30-02:45,0,0,0,0,0,17.41,0,35,0,0,0,0,11.67,0,0,0,0,11.66,25.67,25.67,10,76.85,0,82.38,18.51,70.64,11.48,20.6,145.38,0,2.13,5.69,0,0,53.31,8.81,17.52,0,167.62,274.04,32.95,3.99,27.76

12,02:45-03:00,0,0,0,0,0,17.21,0,34.5,0,0,0,0,11.5,0,0,0,0,11.5,26.33,26.33,10,62.68,0,82.38,18.51,70.64,11.48,20.6,145.38,0,2.13,5.69,0,0,53.31,8.81,17.52,0,167.62,274.04,32.95,3.99,27.76

13,03:00-03:15,0,0,0,0,0,16.81,0,33.5,0,0,0,0,11.17,0,0,0,0,11.16,27,27,8.66,57.86,0,82.38,18.51,70.64,11.29,20.6,145.38,0,2.13,5.59,0,0,53.31,8.81,17.52,0,111.46,274.04,0,3.99,27.25

14,03:15-03:30,0,0,0,0,0,16.61,0,32.5,0,0,0,0,10.83,0,0,0,0,10.84,28.33,28.33,8.34,57.86,0,82.38,18.51,70.64,11.29,20.6,145.38,0,2.13,5.59,0,0,53.31,8.81,17.52,0,111.46,274.04,0,3.99,27.25

15,03:30-03:45,0,0,0,0,0,16.41,0,31.5,0,0,0,0,10.5,0,0,0,0,10.5,22,22,11.66,57.86,0,82.38,18.51,70.64,11.29,20.6,145.38,0,2.13,5.59,0,0,53.31,8.81,17.52,0,111.46,274.04,0,3.99,27.25

16,03:45-04:00,0,0,0,0,0,16.21,0,30.5,0,0,0,0,10.17,0,0,0,0,10.16,22,22,11,57.86,0,82.38,18.51,70.64,11.29,20.6,145.38,0,2.13,5.59,0,0,53.31,8.81,17.52,0,111.46,274.04,0,3.99,27.25

17,04:00-04:15,0,0,0,0,0,19.81,0,30.5,0,0,0,0,10.17,0,0,0,0,10.16,22.67,22.67,10.34,57.86,0,82.38,18.51,70.64,11.11,20.6,145.38,0,2.13,5.5,0,0,53.31,8.81,17.52,0,111.46,274.04,0,3.99,27.25

18,04:15-04:30,0,0,0,0,0,19.61,0,30,0,0,0,0,10,0,0,0,0,10,22.67,22.67,9.34,73.25,0,82.38,18.51,70.64,11.11,20.6,145.38,0,2.13,5.5,0,0,100.97,8.81,17.52,0,202.43,274.04,0,3.99,27.25

19,04:30-04:45,0,0,0,0,0,19.41,0,29.5,0,0,0,0,9.83,0,0,0,0,9.84,23.33,23.33,8.66,73.25,0,82.38,18.51,70.64,11.11,20.6,145.38,0,2.13,5.5,0,0,100.97,8.81,17.52,0,202.43,274.04,0,3.99,27.25

20,04:45-05:00,0,0,0,0,0,18.81,0,29.5,0,0,0,0,9.83,0,0,0,0,9.84,24,24,8,73.25,0,82.38,18.51,70.64,11.11,20.6,145.38,0,2.13,5.5,0,0,100.97,8.81,17.52,0,202.43,274.04,0,3.99,27.25

21,05:00-05:15,0,0,0,0,0,20.81,0,28,0,0,0,0,9.33,0,0,0,0,9.34,24.67,24.67,7.34,73.25,0,82.38,18.51,70.64,10.91,20.6,145.38,0,2.13,5.41,0,0,100.97,8.81,17.52,0,146.27,274.04,0,3.99,27.25

22,05:15-05:30,0,0,0,0,0,20.61,0,26.5,0,0,0,0,8.83,0,0,0,0,8.84,25.67,25.67,7,73.25,0,82.38,18.51,70.64,10.91,20.6,145.38,0,2.13,5.41,0,0,100.97,8.81,17.52,0,202.43,274.04,0,3.99,27.25

23,05:30-05:45,0,0,0,0,0,20.41,0,24.5,0,0,0,0,8.17,0,0,0,0,8.16,25.67,25.67,7,73.25,0,82.38,18.51,70.64,10.91,20.6,145.38,0,2.13,5.41,0,0,100.97,8.81,17.52,0,202.43,274.04,0,3.99,27.25

24,05:45-06:00,0,0,0,0,0,20.21,0,23,0,0,0,0,7.67,0,0,0,0,7.66,25.67,25.67,7,87.42,0,82.38,18.51,70.64,10.91,20.6,145.38,0,2.13,5.41,0,0,100.97,8.81,17.52,0,263.14,274.04,0,3.99,28.26

25,06:00-06:15,0,0,1,0,12.61,22.01,3.3,22.5,0.13,1,1,12.63,7.5,0,0,0,0,7.5,25.67,25.67,7,87.42,0,82.38,18.51,70.64,10.73,20.6,0,0,2.13,5.31,0,0,100.97,8.81,17.52,0,263.14,274.04,0,3.99,27.25

26,06:15-06:30,0,1,4,1,22.16,21.81,8.4,22.5,1.19,1,2,22.21,7.5,0,0,0,0,7.5,25.67,25.67,7,87.42,0,82.38,18.51,70.64,10.73,20.6,0,0,2.13,5.31,0,0,100.97,8.81,17.52,0,263.14,274.04,0,3.99,27.25

27,06:30-06:45,0.67,3,7,3,30.53,21.21,11,22.5,2.61,3,5,30.58,7.5,0.13,2,0,0,7.5,25.67,25.67,7,87.42,0.43,82.38,18.51,70.64,10.73,20.6,0,0,2.13,5.31,0.45,0.43,100.97,8.81,17.52,0,263.14,274.04,0,3.99,27.25

28,06:45-07:00,5.23,7,14,4,30.54,20.61,14.4,22.5,4.11,6,8,33,7.5,1.05,3,0,0,7.5,25.67,25.67,7,87.42,0.77,82.38,18.51,70.64,10.73,20.6,0,0,2.13,5.31,0.79,0.77,100.97,8.81,17.52,0,263.14,274.04,0,3.99,27.25

29,07:00-07:15,13.74,10,21,5,33,20.01,17.7,22,6.19,9,10,33,7.33,2.75,5,0,0,7.34,18.33,18.33,7,68.36,1.31,82.38,18.51,70.64,10.54,20.6,0,0,2.13,5.22,1.34,1.31,100.97,8.81,17.52,0,206.97,232.61,0,3.99,28.26

30,07:15-07:30,24.57,13,32,7,33,19.01,24.6,22,8.74,13,15,33,7.33,4.91,8,0,0,7.34,18,18,7,68.36,2.04,82.38,18.51,70.64,10.54,20.6,0,0,2.13,5.22,2.09,2.04,100.97,8.81,17.52,0,206.97,232.61,0,3.99,28.26

31,07:30-07:45,39.15,17,42,9,32.67,27.01,32.66,22,12.82,18,18,32.67,7.33,7.83,11,0,0,7.34,17.67,17.67,7,57.86,2.94,82.38,18.51,70.64,10.54,20.6,0,0,2.13,5.22,3.02,2.94,100.97,8.81,17.52,0,172.17,193.84,0,3.99,28.26

32,07:45-08:00,55.53,20,53,12,33,26.81,33,22,16.01,22,25,33,7.33,11.11,16,0,0,7.34,17.67,17.67,7,57.86,3.64,82.38,18.51,70.64,10.54,20.6,0,0,2.13,5.22,3.72,3.64,51.67,8.81,17.52,0,172.17,150.72,0,3.99,28.26

33,08:00-08:15,73.86,24,56,14,33,26.21,33,22,19.4,24,29,33,7.33,14.77,20,0,0,7.34,16.67,16.67,7,57.86,4.65,82.38,18.51,70.64,10.36,20.6,0,0,2.13,5.13,4.77,4.65,51.67,8.81,17.52,0,172.17,150.72,0,3.99,27.25

34,08:15-08:30,93.63,31,70,17,33,25.61,33,22,22.94,30,37,33,7.33,18.73,23,0,0,7.34,16.67,16.67,7,57.86,5.74,82.38,18.51,70.64,10.36,20.6,0,0,2.13,5.13,5.88,5.74,51.67,8.81,17.52,0,172.17,150.72,0,3.99,27.25

35,08:30-08:45,112.92,38,84,19,33,25.01,33,22,26.49,36,41,33,7.33,22.58,26,0,0,7.34,18.33,18.33,7,57.86,6.78,82.38,18.51,70.64,10.36,20.6,0,0,2.13,5.13,6.95,6.78,51.67,8.81,17.52,0,172.17,150.72,0,3.99,27.25

36,08:45-09:00,133.53,45,98,23,33,24.41,33,22,30.05,42,47,33,7.33,26.7,29,0,0,7.34,18.33,18.33,7,57.86,7.85,82.38,18.51,70.64,10.36,20.6,0,0,2.13,5.13,8.04,7.85,51.67,8.81,17.52,0,172.17,150.72,0,3.99,26.25

37,09:00-09:15,150.95,53,98,22,33,21.01,33,22,33.48,42,46,33,7.33,30.19,33,0,0,7.34,18.33,18.33,7,57.86,8.78,82.38,18.51,70.64,10.27,20.6,0,0,2.13,5.03,9,8.78,51.67,12.48,24.82,0,172.17,150.72,0,3.99,26.25

38,09:15-09:30,167.53,58,112,25,33,18.01,33,22,36.82,48,52,33,7.33,33.51,35,0,0,7.34,18.33,18.33,7,57.86,9.71,82.38,18.51,70.64,10.27,20.6,0,0,2.13,5.03,9.95,9.71,51.67,12.48,24.82,0,172.17,150.72,0,3.99,25.23

39,09:30-09:45,185.37,66,130,30,33,15.61,33,22,40.27,55,63,33,7.33,37.07,39,0,0,7.34,18.33,18.33,7,57.86,10.64,82.38,18.51,70.64,10.27,20.6,0,0,2.13,5.03,10.91,10.64,51.67,12.48,24.82,0,172.17,193.84,0,3.99,26.24

40,09:45-10:00,200.28,73,140,32,33,13.61,33,22,43.83,60,68,33,7.33,40.06,40,0,0,7.34,18.33,18.33,7,57.86,11.82,82.38,18.51,70.64,10.27,20.6,0,0,2.13,5.03,12.12,11.82,51.67,12.48,24.82,0,172.17,193.84,0,3.99,27.24

41,10:00-10:15,213.03,78,147,30,33,21.01,33,22,47.75,63,63,33,7.33,42.6,41,0,0,7.34,18.67,18.67,7,57.86,12.47,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.03,12.78,12.47,51.67,12.48,24.82,0,172.17,193.84,0,3.99,27.75

42,10:15-10:30,225.44,82,154,32,33,20.41,33,22,51.89,66,68,33,7.33,45.09,43,0,0,7.34,19,19,7,57.86,13.64,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.03,13.97,13.64,51.67,12.48,24.82,0,172.17,193.84,0,3.99,25.73

43,10:30-10:45,231.67,85,126,27,33,27.61,33,22,55.96,54,58,33,7.33,46.33,44,0,0,7.34,19.33,19.33,7,57.86,14.15,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,14.51,14.15,51.67,12.48,24.82,0,172.17,193.84,0,3.99,25.73

44,10:45-11:00,231.67,86,133,29,33,27.41,33,22,59.97,57,61,33,7.33,46.33,45,0,0,7.34,19.67,19.67,7,57.86,15.12,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,15.49,15.12,51.67,12.48,24.82,0,172.17,193.84,0,3.99,25.73

45,11:00-11:15,231.67,89,133,29,33,35.41,33,22,63.78,57,61,33,7.33,46.33,45,0,0,7.34,19.67,19.67,7,57.86,15.39,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,15.78,15.39,51.67,12.48,24.82,0,172.17,193.84,0,3.99,25.73

46,11:15-11:30,231.67,90,140,29,33,35.21,33,22,67.32,60,61,33,7.33,46.33,46,0,0,7.34,20,20,7,57.86,15.63,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,16.02,15.63,51.67,12.48,24.82,0,172.17,193.84,0,3.99,25.73

47,11:30-11:45,231.67,91,158,34,33,37.02,33,22,70.34,67,71,33,7.33,46.33,47,0,0,7.34,20.33,20.33,7,57.86,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,16.15,15.76,51.67,12.48,24.82,0,172.17,193.84,0,3.99,25.23

48,11:45-12:00,231.67,91,158,34,33,36.82,33,22,72.9,67,71,33,7.33,46.33,47,0,0,7.34,20.33,20.33,7,57.86,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,16.15,15.76,51.67,12.48,24.82,0,172.17,193.84,0,3.99,25.23

49,12:00-12:15,231.67,91,161,37,33,35.61,33,22,105.42,69,78,33,7.33,46.33,47,0,0,7.34,20.67,20.67,7,57.86,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,16.15,15.76,51.67,12.48,24.82,0,172.17,193.84,0,3.99,23.72

50,12:15-12:30,231.67,91,161,37,33,35.41,33,22,107.79,69,78,33,7.33,46.33,47,0,0,7.34,20.67,20.67,7,57.86,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,16.15,15.76,51.67,12.48,24.82,0,172.17,232.61,0,3.99,23.72

51,12:30-12:45,231.67,91,119,27,33,35.01,33,22,103.81,51,58,33,7.33,46.33,47,0,0,7.34,20.67,20.67,7,76.49,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,16.15,15.76,51.67,12.48,24.82,0,228.32,274.04,0,3.99,23.72

52,12:45-13:00,231.67,91,119,27,33,35.01,33,22,99.42,51,58,33,7.33,46.33,47,0,0,7.34,21,21,7,76.49,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,16.15,15.76,51.67,12.48,24.82,0,228.32,274.04,0,3.99,23.72

53,13:00-13:15,231.67,88,109,25,33,35.01,33,22,93.6,46,53,33,7.33,46.33,46,0,0,7.34,16.67,16.67,7,57.86,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.41,16.15,15.76,51.67,12.48,24.82,0,172.17,232.61,0,3.99,23.72

54,13:15-13:30,231.67,88,109,25,33,35.41,33,22,86.43,46,53,33,7.33,46.33,46,0,0,7.34,16.67,16.67,7.34,57.86,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.41,16.15,15.76,51.67,12.48,24.82,0,172.17,193.84,0,3.99,24.22

55,13:30-13:45,231.67,86,109,25,33,36.01,33,22,87.69,46,53,33,7.33,46.33,44,0,0,7.34,16.67,16.67,7.66,76.49,15.76,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.41,16.15,15.76,51.67,12.48,24.82,0,228.32,232.61,0,3.99,24.22

56,13:45-14:00,231.67,86,109,25,33,36.42,33,22,85.05,46,53,33,7.33,46.33,43,0,0,7.34,16.67,16.67,7.66,76.49,15.49,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.41,15.87,15.49,51.67,12.48,24.82,0,191.55,274.04,0,3.99,24.22

57,14:00-14:15,231.67,85,119,26,33,31.21,33,22,82.15,51,54,33,7.33,46.33,42,0,0,7.34,16.67,16.67,8,76.49,15.29,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,15.67,15.29,100.97,12.48,24.82,0,191.55,274.04,0,3.99,24.22

58,14:15-14:30,231.67,83,116,26,33,31.21,33,22,78.91,49,54,33,7.33,46.33,41,0,0,7.34,16.67,16.67,8.34,76.49,11.22,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,11.51,11.22,100.97,12.48,24.82,0,191.55,274.04,0,3.99,24.72

59,14:30-14:45,231.67,80,119,27,33,35.01,33,22,70.89,51,58,33,7.33,46.33,40,0,0,7.34,16.67,16.67,8.66,76.49,10.93,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,11.2,10.93,100.97,12.48,24.82,0,191.55,274.04,0,3.99,24.72

60,14:45-15:00,221.74,77,116,27,33,35.21,33,22.5,62.88,49,56,33,7.5,44.35,39,0,0,7.5,17.33,17.33,9,76.49,10.41,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.59,10.67,10.41,100.97,12.48,24.82,0,191.55,274.04,0,3.99,24.72

61,15:00-15:15,208.21,73,130,29,33,35.41,33,23.5,45.47,55,61,33,7.83,41.64,38,0,0,7.84,17.67,17.67,9,87.42,9.69,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.87,9.93,9.69,100.97,12.48,24.82,0,226.36,274.04,0,3.99,25.23

62,15:15-15:30,196.49,70,123,27,33,35.41,33,25.5,39.74,52,58,33,8.5,39.3,35,0,0,8.5,18,18,9.34,87.42,8.98,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.87,9.21,8.98,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

63,15:30-15:45,180.94,59,119,27,33,34.81,33,27.5,38.73,51,58,33,9.17,36.19,33,0,0,9.16,18.33,18.33,9.34,87.42,8.26,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.87,8.47,8.26,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

64,15:45-16:00,163.2,56,109,25,33,34.61,33,29.5,37.27,46,51,33,9.83,32.64,30,0,0,9.84,19,19,9.66,87.42,7.55,82.38,18.51,70.64,10.91,20.6,0,0,2.13,5.87,7.74,7.55,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

65,16:00-16:15,152.53,47,89,19,33,35.01,33,28,34.92,38,41,33,9.33,30.5,25,0,0,9.34,27.67,27.67,10,87.42,6.7,82.38,18.51,70.64,10.91,20.6,0,0,2.13,6.15,6.88,6.7,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

66,16:15-16:30,138.52,43,79,16,33,34.81,33,29,31.95,34,34,33,9.67,27.7,22,0,0,9.66,28,28,10.66,87.42,6.03,82.38,18.51,70.64,10.91,20.6,0,0,2.13,6.15,6.18,6.03,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

67,16:30-16:45,119.02,35,74,15,33,34.61,33,29.5,25.86,31,30,33,9.83,23.8,18,0,0,9.84,28.67,28.67,11,87.42,5.31,82.38,18.51,70.64,10.91,20.6,0,0,2.13,6.15,5.44,5.31,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

68,16:45-17:00,99.48,30,60,11,33,34.21,21.2,30,21.95,25,23,33,10,19.9,15,0,0,10,30,30,11.66,87.42,4.53,82.38,18.51,70.64,10.91,20.6,0,0,2.13,6.15,4.64,4.53,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

69,17:00-17:15,80.5,21,46,8,33,35.01,14.4,30.5,17.57,19,17,33,10.17,16.1,11,0,0,10.16,31.33,31.33,12,87.42,3.76,82.38,18.51,79.19,11.84,20.6,0,0,2.13,6.52,3.86,3.76,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

70,17:15-17:30,62.43,18,34,6,30.72,35.01,7.6,31,12.91,14,14,33,10.33,12.49,9,0,0,10.34,32.33,32.33,12.66,87.42,3.08,82.38,18.51,87.73,11.84,20.6,0,0,2.13,6.52,3.15,3.08,100.97,12.48,24.82,0,263.14,274.04,0,3.99,25.23

71,17:30-17:45,45.23,15,22,5,30.72,35.01,2.5,31,8.02,9,12,32.88,10.33,9.04,8,0,0,10.34,32,32,11.66,87.42,2.34,82.38,18.51,96.28,11.84,20.6,0,0,2.13,6.52,2.4,2.34,100.97,12.48,24.82,0,263.14,274.04,0,2.79,26.24

72,17:45-18:00,29.73,13,11,4,29.8,34.01,0,31.5,3.55,4,9,22.22,10.5,5.95,7,0,0,10.5,32.67,32.67,11.66,87.42,1.69,82.38,18.51,104.83,11.84,20.6,0,0,2.13,6.52,1.73,1.69,100.97,12.48,24.82,0,263.14,274.04,0,2.79,26.24

73,18:00-18:15,17.82,12,9,3,0,37.02,0,32,0.26,4,7,0,10.67,3.56,5,0,0,10.66,33.33,33.33,11.66,87.42,1.29,82.38,18.51,113.38,11.84,20.6,0,0,2.13,6.99,1.32,1.29,88.31,12.48,24.82,0,263.14,274.04,0,2.79,27.24

74,18:15-18:30,9.06,8,6,2,0,36.42,0,32.5,0,2,3,0,10.83,1.81,2,0,0,10.84,33.67,33.67,11.66,87.42,0.92,82.38,18.51,115.84,11.84,20.6,0,0,2.13,6.99,0.94,0.92,88.31,12.48,24.82,0,263.14,274.04,0,2.79,27.24

75,18:30-18:45,3.19,6,1,1,0,35.61,0,33,0,1,1,0,11,0.64,0,0,0,11,33.67,33.67,11.66,87.42,0.47,82.38,18.51,115.84,11.84,20.6,0,0,2.13,5.96,0.48,0.47,88.31,12.48,24.82,0,263.14,274.04,0,2.79,27.24

76,18:45-19:00,0.83,4,0,0,0,35.21,0,33,0,0,0,0,11,0.17,0,0,0,11,33.67,33.67,11.66,87.42,0.17,82.38,18.51,115.84,11.84,20.6,0,0,2.13,5.96,0.17,0.17,88.31,12.48,24.82,0,263.14,274.04,0,2.79,27.24

77,19:00-19:15,0.63,2,0,0,0,43.02,0,33,0,0,0,0,11,0.13,0,0,0,11,33.67,33.67,11.66,87.42,0,82.38,18.51,115.84,11.75,20.6,0,0,2.13,5.96,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,27.75

78,19:15-19:30,0,0,0,0,0,43.02,0,33,0,0,0,0,11,0,0,0,0,11,34,34,11.66,87.42,0,82.38,18.51,115.84,11.75,20.6,0,0,2.13,5.96,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,27.75

79,19:30-19:45,0,0,0,0,0,43.02,0,33,0,0,0,0,11,0,0,0,0,11,33.67,33.67,11.66,87.42,0,82.38,18.51,115.84,11.75,20.6,0,0,2.13,6.71,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,28.25

80,19:45-20:00,0,0,0,0,0,43.02,0,33,0,0,0,0,11,0,0,0,0,11,33.33,33.33,11.66,87.42,0,82.38,18.51,115.84,11.75,20.6,0,0,2.13,6.71,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,28.25

81,20:00-20:15,0,0,0,0,0,43.02,0,34,0,0,0,0,11.33,0,0,0,0,11.34,33.33,33.33,11.66,87.42,0,82.38,18.51,115.84,11.66,20.6,0,0,2.13,6.52,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,28.25

82,20:15-20:30,0,0,0,0,0,43.02,0,35,0,0,0,0,11.67,0,0,0,0,11.66,33,33,11.66,87.42,0,82.38,18.51,115.84,11.66,20.6,0,0,2.13,6.52,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,28.25

83,20:30-20:45,0,0,0,0,0,42.82,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,32.67,32.67,14.34,73.66,0,82.38,18.51,115.84,11.66,20.6,0,0,2.13,6.52,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,28.25

84,20:45-21:00,0,0,0,0,0,39.82,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,32.33,32.33,14.34,73.66,0,82.38,18.51,115.84,11.66,20.6,0,0,2.13,6.52,0,0,88.31,12.48,24.82,0,263.14,274.04,0,2.79,28.25

