Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1899,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1766,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/1599
7,01:30-01:45,16,47.66,47.67,0,48,11.33,0,0,16,0,0,0,0,0,0,0,0,0,12.61,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.57,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

8,01:45-02:00,15.5,46,46,0,46.5,11,0,0,15.5,0,0,0,0,0,0,0,0,0,13.01,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.57,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

9,02:00-02:15,15.33,43.66,43.67,0,46.01,10.67,0,0,15.33,0,0,0,0,0,0,0,0,0,13.41,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.57,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

10,02:15-02:30,15.17,40.66,40.67,0,45.49,10.33,0,0,15.17,0,0,0,0,0,0,0,0,0,13.21,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.57,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

11,02:30-02:45,15,35,35,0,45,10.33,0,0,15,0,0,0,0,0,0,0,0,0,13.21,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.57,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

12,02:45-03:00,15,34.34,34.33,0,45,10,0,0,15,0,0,0,0,0,0,0,0,0,13.21,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.57,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

13,03:00-03:15,15,33.66,33.67,0,45,10,0,0,15,0,0,0,0,0,0,0,0,0,13.21,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

14,03:15-03:30,15,32.66,32.67,0,45,10.33,0,0,15,0,0,0,0,0,0,0,0,0,13.21,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

15,03:30-03:45,15.5,32,32,0,46.5,10.67,0,0,15.5,0,0,0,0,0,0,0,0,0,13.01,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

16,03:45-04:00,15.83,31,31,0,47.51,11,0,0,15.83,0,0,0,0,0,0,0,0,0,13.01,0,8.74,8.74,25.73,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.74,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

17,04:00-04:15,16,30.34,30.33,0,48,10.33,0,0,16,0,0,0,0,0,0,0,0,0,13.01,0,8.74,8.74,25.23,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.65,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

18,04:15-04:30,16,29.66,29.67,0,48,10,0,0,16,0,0,0,0,0,0,0,0,0,13.21,0,8.74,8.74,24.72,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.65,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

19,04:30-04:45,16.17,33.34,33.33,0,48.49,10,0,0,16.17,0,0,0,0,0,0,0,0,0,17.01,0,8.74,8.74,24.72,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.65,0,0,22.3,0,0.69,52.91,0,0,0,0,74.81,142.69

20,04:45-05:00,16,32.66,32.67,0,48,10,0,0,16,0,0,0,0,0,0,0,0,0,17.01,0,8.74,8.74,24.22,80,1.14,65.42,70.15,1.53,22.3,47.56,26.23,57.43,1.65,0,0,22.3,0,0.69,76.96,0,0,0,0,74.81,142.69

21,05:00-05:15,15.83,32,32,0,47.51,10.33,0,0,15.83,0,0,0,0,0,0,0,0,0,14.41,0,8.74,8.74,24.22,80,1.14,89.47,70.15,1.53,22.3,47.56,26.23,64.09,1.65,0,0,22.3,0,0.69,100.22,0,0,0,0,74.81,142.69

22,05:15-05:30,15.67,31.34,31.33,0,46.99,10.33,0,0,15.67,0,0,0,0,0,0,0,0,0,14.41,0,8.74,8.74,24.22,80,1.14,112.34,70.15,1.53,22.3,47.56,26.23,64.09,1.65,0,0,22.3,0,0.69,100.22,0,0,0,0,74.81,142.69

23,05:30-05:45,15.5,25,25,0,46.5,10.33,0,0,15.5,0,0,0,0,0,0,0,0,0,14.41,0,8.74,8.74,24.22,80,1.14,112.34,70.15,1.53,22.3,47.56,26.23,64.09,1.65,0,0,22.3,0,0.69,100.22,0,0,0,0,74.81,142.69

24,05:45-06:00,15.33,25,25,0,46.01,10.67,0,0,15.33,0,0,0,0,0,0,0,0,0,14.41,0,8.74,8.74,24.22,80,1.14,112.34,70.15,1.53,22.3,47.56,26.23,64.09,1.65,0,0,22.3,0,0.69,100.22,0,0,0,0,74.81,142.69

25,06:00-06:15,10,20,20,0,30,9,0.41,0,10,0,0,0,0,0,0,0,0,0,14.41,0,8.74,8.74,0,80,1.14,112.34,70.15,1.53,22.3,0,26.23,64.09,1.65,0,0,22.3,0,0.69,100.22,0,0,0,0,96.2,0

26,06:15-06:30,10,20,20,0,30,8.67,0.78,0,10,0,0,0.07,0,0,0,0,0,0,14.41,0,8.74,8.74,0,80,1.14,112.34,70.15,1.53,22.3,0,26.23,64.09,1.65,0,0,22.3,0,0.69,100.22,0,0,0,0,115.44,0

27,06:30-06:45,10,20,20,0.11,30,8.67,1.77,0,10,0,0,0.15,0,0,0,0,0,0,14.21,0,8.74,8.74,0,80,1.14,112.34,70.15,1.53,22.3,0,26.23,64.09,1.65,0.04,0.04,22.3,0,0.69,100.22,0,0.04,0,0,135.3,0

28,06:45-07:00,10,20,20,2.24,30,8.67,3.58,0,10,0,0,0.22,0,0,0,1,0,0,13.81,0,8.74,8.74,0,80,1.14,112.34,70.15,1.53,22.3,0,26.23,64.09,1.65,0.09,0.09,22.3,0,0.69,100.22,0,0.09,0,0,135.3,0

29,07:00-07:15,9.83,20,20,8.25,29.51,8.67,8.64,0.46,9.83,0,0,0.77,0.06,2,1,3,1,0,13.41,0.28,8.74,8.74,0,80,1.14,95.55,70.15,1.53,22.3,0,26.23,64.09,1.65,0.22,0.21,22.3,0,0.69,71.36,0,0.21,0,0,135.3,0

30,07:15-07:30,9.83,20,20,15.24,29.51,8.67,14.91,2.47,9.83,1,1,1.71,0.26,3,4,7,2,0,13.21,1.32,8.74,8.74,0,80,1.14,113.79,70.15,1.53,24.05,0,26.23,64.09,1.65,0.49,0.47,24.05,0,0.69,52.91,0,0.47,0,0,135.3,0

31,07:30-07:45,9.83,19.66,19.67,25.99,29.51,9,24.32,6.29,9.83,3,3,3.01,0.58,5,7,12,5,1,13.01,2.92,8.74,8.74,0,80,1.14,127.26,70.15,1.53,24.05,0,26.23,76.28,1.65,0.89,0.87,24.05,0,0.69,81.77,0,0.87,0,0,135.3,0

32,07:45-08:00,9.83,19.34,19.33,24.1,29.51,9,24.1,10.4,9.83,4,4,4.61,1.63,7,11,20,8,2,13.01,8.16,8.74,8.74,0,80,1.14,127.26,70.15,1.53,24.05,0,33.67,76.28,1.65,1.34,1.31,24.05,0,0.69,100.22,0,1.31,0,0,135.3,0

33,08:00-08:15,9.67,19.34,19.33,23.73,28.99,8,23.73,15.13,9.67,6,5,7.46,3.41,10,14,23.74,10,3,12.81,17.06,8.74,8.74,0,80,1.14,130.59,70.15,1.53,24.05,0,33.67,86.77,1.65,2.15,2.09,24.05,0,0.69,100.22,0,2.09,0,0,135.3,0

34,08:15-08:30,9.67,19.34,19.33,23.9,28.99,7.67,23.9,20.63,9.67,7,7,10.27,5.67,12,18,23.9,13,4,12.41,28.34,8.74,8.74,0,80,1.14,130.59,70.15,1.53,24.05,0,33.67,86.77,1.65,2.71,2.65,24.05,0,0.69,100.22,0,2.65,0,0,135.3,0

35,08:30-08:45,19.17,35,35,24.33,57.49,7.67,24.33,27.46,19.17,7,6,13.89,10.19,17,18,24.34,12,7,12.21,50.95,13.47,13.47,0,80,1.14,130.59,70.15,1.53,24.05,0,33.67,86.77,1.65,3.47,3.39,24.05,0,0.69,100.22,0,3.39,0,0,135.3,0

36,08:45-09:00,19,36,36,24.67,57,8,24.67,30.08,19,9,7,17.07,13.82,23,21,24.66,13,12,12.21,69.12,13.47,13.47,0,80,1.14,130.59,70.15,1.53,24.05,0,33.67,86.77,1.65,4.28,4.17,24.05,0,0.69,100.22,0,4.17,0,0,135.3,0

37,09:00-09:15,18.83,38,38,25,56.51,7.67,25,35.92,18.83,18,11,22.39,17.5,33,42,25,22,16,12.21,87.53,13.47,13.47,0,80,1.14,130.59,70.15,1.48,24.05,0,33.67,86.77,1.65,5.14,5,24.05,0,0.69,100.22,0,5,0,0,135.3,0

38,09:15-09:30,18.67,32.34,32.33,25,55.99,7.33,25,42.3,18.67,22,14,26.35,21.27,43,53,25,28,20,12.21,106.38,13.47,13.47,0,80,1.14,130.59,70.15,1.48,24.05,0,33.67,86.77,1.65,5.9,5.76,24.05,0,0.69,100.22,0,5.76,0,0,135.3,0

39,09:30-09:45,16.67,27.66,27.67,25.83,49.99,7,25.83,49.43,16.67,27,14,30.32,27.84,55,63,25.84,28,25,12.21,139.19,13.47,13.47,0,80,1.14,130.59,70.15,1.48,24.05,0,33.67,86.77,1.65,6.91,6.74,24.05,0,0.69,100.22,0,6.74,0,0,135.3,0

40,09:45-10:00,14.33,24,24,25.83,43.01,7,25.83,56.26,14.33,33,17,34.29,31.43,62,77,25.84,33,29,12.21,157.16,13.47,13.47,0,80,1.14,130.59,70.15,1.48,28.86,0,33.67,86.77,1.65,8.21,8.01,28.86,0,0.69,100.22,0,8.01,0,0,135.3,0

41,10:00-10:15,11.67,21.66,21.67,25.83,34.99,5,25.83,62.31,11.67,27,27,37.47,34.98,72,63,25.84,53,32,12.41,174.88,13.47,13.47,0,80,1.14,112.34,70.15,1.48,28.86,0,33.67,74.58,1.65,10.26,10.01,28.86,0,0.69,100.22,0,10.01,0,0,135.3,0

42,10:15-10:30,10.83,19.66,19.67,26.17,32.51,4.33,26.17,67.37,10.83,30,30,40.65,38.28,78,70,26.16,60,34,12.81,191.41,13.47,13.47,0,80,1.14,130.59,70.15,1.48,28.86,0,33.67,74.58,1.65,10.93,10.67,28.86,0,0.69,100.22,0,10.67,0,0,135.3,0

43,10:30-10:45,10,18.34,18.33,26.17,30,4,26.17,60.77,10,33,20,43.83,41.02,87,77,26.16,40,37,16.01,205.07,8.74,8.74,0,80,1.14,130.59,70.15,1.48,22.3,0,26.23,74.58,1.65,11.71,11.42,22.3,0,0.69,100.22,0,11.42,0,0,135.3,0

44,10:45-11:00,9,17,17,26.17,27,4,26.17,65.5,9,40,25,47.01,43.38,88,95,26.16,50,38,16.01,216.87,8.74,8.74,0,80,1.14,130.59,70.15,1.48,22.3,0,26.23,74.58,1.65,12.4,12.09,22.3,0,0.69,100.22,0,12.09,0,0,135.3,0

45,11:00-11:15,9,16.66,16.67,26.5,27,4,26.5,70.28,9,45,27,48.93,45.38,91,105,26.5,53,40,16.01,226.87,8.74,8.74,0,80,1.14,130.59,70.15,1.48,22.3,0,26.23,74.58,1.65,13.31,12.99,22.3,0,0.69,100.22,0,12.99,0,0,135.3,0

46,11:15-11:30,9,16.66,16.67,27.5,27,4,27.5,75.22,9,52,30,50.85,45.38,92,123,27.5,60,42,15.81,226.87,8.74,8.74,0,80,1.14,130.59,70.15,1.48,22.3,0,26.23,74.58,1.65,13.73,13.4,22.3,0,0.69,100.22,0,13.4,0,0,135.3,0

47,11:30-11:45,10,17.66,17.67,27.5,30,4,27.5,113.95,10,45,25,52.77,45.38,93,105,27.5,50,43,15.61,226.87,8.74,8.74,0,80,1.14,130.59,70.15,1.48,22.3,0,26.23,74.58,1.65,14.19,13.85,22.3,0,0.69,100.22,0,13.85,0,0,135.3,0

48,11:45-12:00,9.83,19,19,27.67,29.51,4,27.67,117.85,9.83,51,30,54.69,45.38,93,119,27.66,60,43,15.41,226.87,8.74,8.74,0,80,1.14,130.59,70.15,1.48,22.3,0,26.23,74.58,1.65,14.56,14.21,22.3,0,0.69,100.22,0,14.21,0,0,135.3,0

49,12:00-12:15,12,28,28,27.67,36,4,27.67,121.76,12,42,23,55.12,45.38,93,98,27.66,47,43,15.21,226.87,8.74,8.74,0,80,1.14,112.34,70.15,1.53,22.3,0,26.23,74.58,1.65,14.66,14.31,22.3,0,0,100.22,0,14.31,0,0,115.44,0

50,12:15-12:30,12,28.34,28.33,27.67,36,4,27.67,125.39,12,48,27,55.54,45.38,93,112,27.66,53,43,15.01,226.87,8.74,8.74,0,80,1.14,112.34,70.15,1.53,22.3,0,26.23,74.58,1.65,14.74,14.38,22.3,0,0,100.22,0,14.38,0,0,115.44,0

51,12:30-12:45,11.83,28.66,28.67,27.67,35.51,4,27.67,128.13,11.83,58,33,55.97,45.38,93,137,27.66,67,43,11,226.87,8.74,8.74,0,80,1.14,95.55,70.15,1.53,22.3,0,26.23,64.09,1.65,14.81,14.46,22.3,0,0.69,100.22,0,14.46,0,0,115.44,0

52,12:45-13:00,11.83,28.66,28.67,27.67,35.51,4,27.67,129.93,11.83,64,37,56.4,45.38,93,151,27.66,73,43,11,226.87,8.74,8.74,0,80,1.14,95.55,70.15,1.53,22.3,0,26.23,64.09,1.65,14.85,14.49,22.3,0,0.69,71.36,0,14.49,0,0,115.44,0

53,13:00-13:15,20.33,37.66,37.67,27.67,61.01,4,27.67,130.37,20.33,46,27,58.05,45.38,93,109,27.66,53,43,9,226.87,8.74,8.74,0,80,1.14,95.55,70.15,1.53,22.3,0,26.23,64.09,1.65,14.66,14.31,22.3,0,0.69,84.66,0,14.31,0,0,96.2,0

54,13:15-13:30,20.17,38,38,27.67,60.49,4,27.67,127.8,20.17,49,32,56.87,45.38,92,116,27.66,63,42,9,226.87,8.74,8.74,0,80,1.14,95.55,70.15,1.53,22.3,0,26.23,64.09,1.65,14.46,14.11,22.3,0,0.69,84.66,0,14.11,0,0,74.81,0

55,13:30-13:45,20,43,43,27.67,60,5.67,27.67,120.5,20,42,27,55.7,45.38,92,98,27.66,53,41,10.8,226.87,8.74,8.74,0,80,1.14,95.55,70.15,1.53,22.3,0,26.23,64.09,1.65,14.13,13.79,22.3,0,0.69,84.66,0,13.79,0,0,74.81,0

56,13:45-14:00,19.83,43.66,43.67,27.67,59.51,5.67,27.67,117.04,19.83,45,30,54.53,45.38,92,105,27.66,60,40,11,226.87,8.74,8.74,0,80,1.14,95.55,70.15,1.53,22.3,0,26.23,64.09,1.65,13.71,13.38,22.3,0,0.69,84.66,0,13.38,0,0,74.81,0

57,14:00-14:15,16.67,41.66,41.67,27.67,49.99,5.67,27.67,112.98,16.67,64,37,58.18,45.38,90,151,27.66,73,39,9,226.87,8.74,8.74,0,80,1.14,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,13.16,12.84,22.3,0,0.69,67.34,0,12.84,0,0,74.81,0

58,14:15-14:30,16.5,40,40,27.67,49.5,5.67,27.67,108.46,16.5,61,35,55.19,43.89,87,144,27.66,70,37,9,219.46,8.74,8.74,0,80,1.14,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,12.58,12.27,22.3,0,0.69,67.34,0,12.27,0,0,96.2,0

59,14:30-14:45,13.33,36.66,36.67,27.67,40.01,5.67,27.67,102.97,13.33,64,36,52.19,41.15,83,151,27.66,72,35,8.8,205.75,8.74,8.74,0,80,1.14,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,11.91,11.62,22.3,0,0.69,67.34,0,11.62,0,0,115.44,0

60,14:45-15:00,13,36.66,36.67,27.67,39,5.67,27.67,96.49,13,61,34,49.19,39.32,79,144,27.66,69,33,8.4,196.59,8.74,8.74,0,80,1.14,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,11.2,10.93,22.3,0,0.69,67.34,0,10.93,0,0,115.44,0

61,15:00-15:15,12.83,36,36,27.83,38.51,5.67,27.83,88.83,12.83,60,32,44.89,36.83,72,140,27.84,63,31,8.4,184.12,8.74,8.74,0,80,1.22,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,10.31,10.07,22.3,0,0.69,81.77,0,10.07,0,0,115.44,0

62,15:15-15:30,12.67,35.34,35.33,27.83,37.99,5.67,27.83,79.86,12.67,55,28,40.59,34.27,65,130,27.84,57,28,8.4,171.37,8.74,8.74,0,80,1.22,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,8.27,8.07,22.3,0,0.69,81.77,0,8.07,0,0,115.44,0

63,15:30-15:45,12.83,34.66,34.67,29.25,38.51,5.67,29.25,69.96,12.83,51,25,36.29,31.69,62,119,25,49,25,8.4,158.42,8.74,8.74,0,80,1.22,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,7.32,7.14,22.3,0,0.69,81.77,0,7.14,0,0,115.44,0

64,15:45-16:00,12.83,32.66,32.67,31.91,38.51,5.67,31.91,59.36,12.83,45,22,31.99,28.28,55,105,18,43,22,8.4,141.41,8.74,8.74,0,80,1.22,95.55,70.15,1.57,22.3,0,26.23,64.09,1.65,6.36,6.21,22.3,0,0.69,81.77,0,6.21,0,0,115.44,0

65,16:00-16:15,14.67,37.33,37.33,33,44,7.66,23.49,47.83,14.66,37,17,27.25,24.99,47,88,10,33,17,8.4,124.95,8.74,8.74,0,80,1.22,113.79,66,1.62,22.3,0,26.23,76.28,1.65,5.35,5.22,22.3,0,0.69,81.77,0,5.22,0,0,135.3,0

66,16:15-16:30,14.67,38,38,26.84,44,7.66,15.3,35.83,14.66,28,15,22.5,21.1,38,67,5,29,12,8.4,105.48,8.74,8.74,0,80,1.22,113.79,66,1.62,22.3,0,26.23,76.28,1.65,4.32,4.21,22.3,0,0.69,81.77,0,4.21,0,0,135.3,0

67,16:30-16:45,14.33,38.67,38.67,14.38,43,7.66,8.76,24.46,14.34,21,9,17.76,16.86,28,49,1,18,6,8.4,84.27,13.47,13.47,0,80,1.22,113.79,66,1.62,24.05,0,43.29,76.28,1.65,3.28,3.2,24.05,0,0.69,100.22,0,3.2,0,0,135.3,0

68,16:45-17:00,14.33,38.67,38.67,5.84,43,7.66,3.65,15.3,14.34,15,6,13.01,12.84,21,35,0,12,3,8.4,64.22,13.47,13.47,0,80,1.22,130.59,66,1.62,24.05,0,43.29,76.28,1.65,2.24,2.19,24.05,0,0.69,100.22,0,2.19,0,0,135.3,0

69,17:00-17:15,14.5,33.34,33.33,2.14,43.5,8.66,0.89,8.87,14.5,10,3,9.99,8.08,15,25,0,7,2,8.4,40.37,13.47,13.47,0,80,1.3,130.59,66,1.62,22.3,0,43.29,86.77,1.65,1.65,1.61,22.3,0,0.69,100.22,0,1.61,0,0,135.3,0

70,17:15-17:30,14.83,34.34,34.33,0.6,44.5,9,1.35,4.23,14.84,3,1,6.96,4.7,8,7,0,2,1,8.4,23.48,13.47,13.47,0,80,1.3,130.59,66,1.62,22.3,0,43.29,86.77,1.65,1.13,1.1,22.3,0,0.69,100.22,0,1.1,0,0,135.3,0

71,17:30-17:45,14.83,36,36,0.04,44.5,8.66,0.78,0.66,14.84,1,0,3.93,2.09,5,2,0,1,0,8.4,10.42,13.47,13.47,0,80,1.3,130.59,66,1.62,22.3,0,43.29,86.77,1.65,0.64,0.63,22.3,0,0.69,100.22,0,0.63,0,0,135.3,0

72,17:45-18:00,15.33,36.34,36.33,0.02,46,8.66,0.43,0,15.34,0,0,0.91,0.54,2,0,0,0,0,8.4,2.7,13.47,13.47,0,80,1.3,130.59,66,1.62,25.97,0,43.29,86.77,1.65,0.21,0.2,25.97,0,0.69,100.22,0,0.2,0,0,135.3,0

73,18:00-18:15,19.17,41.34,41.33,0,57.49,9,0,0,19.17,0,0,0.51,0,0,0,0,0,0,8.4,0,13.47,13.47,26.24,80,1.3,130.59,66,1.62,25.97,0,43.29,86.77,1.65,0.11,0.11,25.97,0,0.69,100.22,150,0.11,50,0,135.3,0

74,18:15-18:30,19.5,42,42,0,58.5,9.34,0,0,19.5,0,0,0.23,0,0,0,0,0,0,8.4,0,13.47,13.47,26.24,80,1.3,130.59,66,1.62,25.97,0,43.29,86.77,1.65,0,0,25.97,0,0.69,100.22,150,0,50,0,135.3,0

75,18:30-18:45,19.83,43.34,43.33,0,59.51,14,0,0,19.83,0,0,0,0,0,0,0,0,0,8.6,0,13.47,13.47,26.24,80,1.3,130.59,66,1.62,25.97,0,43.29,86.77,1.65,0,0,25.97,0,0.69,100.22,150,0,50,0,135.3,0

76,18:45-19:00,20.17,46,46,0,60.49,14.33,0,0,20.17,0,0,0,0,0,0,0,0,0,9.2,0,13.47,13.47,26.24,80,1.3,130.59,66,1.62,25.97,0,43.29,86.77,1.65,0,0,25.97,0,0.69,100.22,150,0,50,0,135.3,0

77,19:00-19:15,15.5,28.34,28.33,0,46.5,9.67,0,0,15.5,0,0,0,0,0,0,0,0,0,10,0,13.47,13.47,26.24,80,1.22,130.59,66,1.57,25.97,0,43.29,86.77,1.65,0,0,25.97,0,0.69,100.22,150,0,50,0,135.3,0

78,19:15-19:30,15.67,30,30,0,46.99,10,0,0,15.67,0,0,0,0,0,0,0,0,0,10.6,0,13.47,13.47,26.24,80,1.22,130.59,66,1.57,25.97,0,43.29,86.77,1.65,0,0,25.97,0,0.69,100.22,150,0,50,0,135.3,0

79,19:30-19:45,16.67,31.66,31.67,0,49.99,10.67,0,0,16.67,0,0,0,0,0,0,0,0,0,11.21,0,13.47,13.47,26.24,80,1.22,130.59,66,1.57,25.97,0,43.29,86.77,1.65,0,0,25.97,0,0.69,100.22,150,0,50,0,135.3,0

80,19:45-20:00,17.83,33.34,33.33,0,53.51,11.33,0,0,17.83,0,0,0,0,0,0,0,0,0,12.01,0,13.47,13.47,26.24,80,1.22,130.59,66,1.57,25.97,0,43.29,86.77,1.65,0,0,25.97,0,0.69,100.22,150,0,50,0,135.3,0

