Column1,Time,GNA/NR/2024/11/01/4503,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9061,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/3646,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9042,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/5444
66,16:15-16:30,8.68,2.04,36.64,3.04,23.13,66.14,0,0,2.46,1.71,30.64,91.96,6.67,19,6.66,18.39,20,33,27,6.66,46,18,20,13,14,9,9,33,14,227.12,23.13,53.03,6.09,272.6,31.29,17.35,0,6.09,0,76.44,6.25,36.64,8.68,36.64

67,16:30-16:45,8.68,2.04,36.64,3.04,13.47,83.12,0,0,2.46,2.01,19.93,71.85,6.67,13,6.66,14.37,20,24.04,20,6.66,32,11,10,9,15.33,5,7,26.59,15.33,261.75,13.47,100.44,5.25,272.6,31.29,17.35,0,5.25,0,86.96,5.38,36.64,8.68,36.64

68,16:45-17:00,8.68,2.04,36.64,3.04,13.47,115.27,0,0,2.46,2.01,13.01,51.17,6.67,7,6.66,10.23,20,14.63,13,6.66,18,7,5,8,16.67,3,7,19.14,16.67,261.75,13.47,100.44,4.44,272.6,31.29,17.35,0,4.44,0,86.96,4.55,36.64,8.68,36.64

69,17:00-17:15,14.46,2.04,43.38,3.04,31.03,115.27,0,0,2.6,2.01,6.54,30.13,6.67,4,6.66,6.02,20,7.11,10,6.66,11,3,1,7,17.33,2,7,9.83,17.33,261.75,31.03,100.44,3.69,272.6,31.29,17.35,0,3.69,0,86.96,3.77,18.9,14.46,18.9

70,17:15-17:30,14.46,2.04,43.38,3.04,31.03,115.27,0,0,2.6,2.01,0,16.94,6.67,3,6.66,3.39,20,3.34,7,6.66,7,1,0,5,18,0,7,3.32,18,261.75,31.03,100.44,2.95,272.6,31.29,17.35,0,2.95,0,86.96,3.03,18.9,14.46,18.9

71,17:30-17:45,14.46,2.04,43.38,3.04,31.03,115.27,0,0,2.6,2.01,0,7.53,6.67,1,6.66,1.51,20,1.89,4,6.66,2,0,0,2,19.33,0,7,0.94,19.33,261.75,31.03,87.85,2.23,272.6,31.29,17.35,0,2.23,0,86.96,2.28,18.9,14.46,18.9

72,17:45-18:00,14.46,2.04,43.38,3.04,31.03,115.27,0,0,2.6,2.01,0,1.55,6.67,0,6.66,0.31,20,0.8,2,6.66,1,0,0,0,20,0,7,0.79,20,261.75,31.03,87.85,1.49,272.6,31.29,17.35,0,1.49,0,86.96,1.52,18.9,14.46,18.9

73,18:00-18:15,14.46,2.04,43.38,3.04,31.53,115.27,0,0,2.6,2.17,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,20.87,0,7,0,20.87,261.75,31.53,87.85,0.84,272.6,31.29,17.35,50,0.84,150,86.96,0.87,18.9,14.46,18.9

74,18:15-18:30,14.46,2.04,43.38,3.04,31.53,115.27,0,0,2.6,2.17,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,21.33,0,7,0,21.33,261.75,31.53,87.85,0,272.6,31.29,17.35,50,0,150,86.96,0,18.9,14.46,18.9

75,18:30-18:45,14.46,2.04,43.38,3.04,31.53,115.27,0,0,2.6,2.17,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,22.67,0,7,0,22.67,261.75,31.53,87.85,0,272.6,31.29,17.35,50,0,150,69.42,0,18.9,14.46,18.9

76,18:45-19:00,14.46,2.04,43.38,3.04,31.53,115.27,0,0,2.6,2.17,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,24,0,7,0,24,261.75,31.53,87.85,0,272.6,31.29,17.35,50,0,150,69.42,0,18.9,14.46,18.9

77,19:00-19:15,8.68,2.04,36.64,3.13,5.95,115.27,0,0,2.6,2.01,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,16.67,0,7,0,16.66,261.75,32,87.85,0,272.6,31.29,17.35,50,0,150,69.42,0,36.64,8.68,36.64

78,19:15-19:30,8.68,2.04,36.64,3.13,5.95,115.27,0,0,2.6,2.01,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,16.67,0,7,0,16.66,261.75,32,87.85,0,272.6,31.29,17.35,50,0,150,69.42,0,36.64,8.68,36.64

79,19:30-19:45,8.68,2.04,36.64,3.13,24.08,85.03,0,0,2.6,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,150,69.42,0,36.64,8.68,36.64

