Column1,Time,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/7960,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/5285,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/7459,GNA/WR/2025/04/01/4420,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/6216,GNA/SR/2025/04/01/2597,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8456,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16
69,17:00-17:15,0,22.14,5.62,2.89,3.46,9.62,7.56,100.27,4.66,30.28,2.89,48.12,225.15,9.62,50,5.62,1.92,2.89,9.62,0,0,272.15,6.8,35.49,30,33,32,103.8,66,20.34,20.33,66,20.33,61.01,33,70.19,7.68,5.62,10.35,26.95,76.32,26.95,18,47.46,70,30,15,20.76,37

70,17:15-17:30,0,22.14,4.35,2.89,3.46,9.62,7.56,100.27,4.66,30.28,2.89,48.12,225.15,9.62,50,4.35,1.92,2.89,9.62,0,0,272.15,6.8,26.33,22,32.35,16,83.51,62.33,19.66,20.17,62.33,20.17,60.49,33,70.19,7.68,4.35,10.35,26.95,76.32,26.95,11,39.99,53,22,11,16.7,23

71,17:30-17:45,0,22.14,3.37,2.89,3.46,9.62,7.56,100.27,1.55,30.28,2.89,48.12,260.45,9.62,50,3.37,1.92,2.89,9.62,0,0,272.15,6.8,18.09,18,20.68,7,64.27,59.67,18.34,19.17,59.67,19.17,57.49,21.66,66.04,7.68,3.37,10.35,26.95,86.82,26.95,8,31.76,35,15,8,12.86,16

72,17:45-18:00,0,22.14,2.36,2.89,3.46,9.62,7.56,100.27,4.19,30.79,2.89,48.12,260.45,9.62,50,2.36,1.92,2.89,9.62,0,0,272.15,6.8,11.03,13,10.75,1,45.97,57,17,18.5,57,18.5,55.5,11.93,66.04,7.68,2.36,10.35,26.95,86.82,26.95,5,22.96,21,9,7,9.19,10

73,18:00-18:15,0,22.14,1.51,2.89,3.46,9.62,7.74,100.27,4.19,30.28,2.89,48.12,260.45,9.62,50,1.51,1.92,2.89,9.62,0,0,272.15,6.8,5.92,8,0,0,30.46,60,20.66,17.67,60,17.67,52.99,0,83,7.68,1.51,10.35,25.98,86.82,30.5,2,15.92,11,4,5,6.09,5

74,18:15-18:30,0,22.14,0.84,2.89,3.46,9.62,7.74,100.27,4.19,31.29,2.89,48.12,260.45,9.62,50,0.84,1.92,2.89,9.62,0,0,272.15,6.8,1.36,5,0,0,18.16,61,20,17,61,17,51,0,115.09,7.68,0.84,10.35,9.26,86.82,30.5,1,10.1,7,3,3,3.63,2

75,18:30-18:45,0,22.14,0.06,2.89,3.46,9.62,7.74,100.27,4.19,31.29,2.89,48.12,260.45,9.62,50,0.06,1.92,2.89,9.62,0,0,272.15,6.8,0,2,0,0,10.27,51,19.67,16.33,51,16.33,49.01,0,115.09,7.68,0.06,10.35,30.5,86.82,30.5,0,5.6,2,1,3,2.05,1

76,18:45-19:00,0,22.14,0.01,2.89,3.46,9.62,7.74,100.27,4.19,31.29,2.89,48.12,260.45,9.62,50,0.01,1.92,2.89,9.62,0,0,272.15,6.8,0,1,0,0,2.41,53,18.67,15.67,53,15.67,46.99,0,115.09,7.68,0.01,10.35,30.5,86.82,30.5,0,2.73,1,0,1,0.48,0

77,19:00-19:15,0,22.14,0,2.89,3.46,9.62,8.02,100.27,4.5,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,51.33,18.33,14.17,51.33,14.17,42.49,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

78,19:15-19:30,0,22.14,0,2.89,3.46,9.62,8.02,100.27,4.5,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,50,18,14,50,14,42,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

79,19:30-19:45,0,22.14,0,2.89,3.46,9.62,8.02,100.27,4.5,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,48.33,17.67,14.17,48.33,14.17,42.49,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

80,19:45-20:00,0,22.14,0,2.89,3.46,9.62,8.02,100.27,4.81,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,47,17.33,14.5,47,14.5,43.5,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

81,20:00-20:15,0,22.14,0,2.89,3.18,9.62,9.11,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,44.33,16.33,14.83,44.33,14.83,44.51,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

82,20:15-20:30,0,22.14,0,2.89,3.18,9.62,9.11,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,42.67,15.67,14.67,42.67,14.67,43.99,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

83,20:30-20:45,0,22.14,0,2.89,3.18,9.62,9.11,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,43.33,15,14.33,43.33,14.33,43.01,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

84,20:45-21:00,0,22.14,0,2.89,3.18,9.62,9.11,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,45,14,14.17,45,14.17,42.49,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

85,21:00-21:15,0,22.14,0,2.89,3.18,9.62,9.58,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,39.33,10,11.5,39.33,11.5,34.5,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

86,21:15-21:30,0,22.14,0,2.89,3.18,9.62,9.58,100.27,5.12,30.79,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,38.33,9.67,11.33,38.33,11.33,34.01,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

87,21:30-21:45,0,22.14,0,2.89,3.18,9.62,9.58,100.27,5.12,30.79,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,37,9.33,11.17,37,11.17,33.49,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

88,21:45-22:00,0,22.14,0,2.89,3.18,9.62,9.58,100.27,5.12,31.28,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,36.67,9,11.17,36.67,11.17,33.49,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

89,22:00-22:15,0,22.14,0,2.89,2.98,9.62,10.04,100.27,5.12,31.28,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,42.67,8.67,17.83,42.67,17.83,53.51,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

90,22:15-22:30,0,22.14,0,2.89,2.98,9.62,10.04,100.27,5.12,31.28,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,41.67,8.33,17.5,41.67,17.5,52.5,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

91,22:30-22:45,0,22.14,0,2.89,2.98,9.62,10.04,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,48.33,15,20.83,48.33,20.83,62.51,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

92,22:45-23:00,0,22.14,0,2.89,2.98,9.62,10.04,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,49.33,15,21.17,49.33,21.17,63.49,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

93,23:00-23:15,0,22.14,0,2.89,2.98,9.62,10.5,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,50,15,21.67,50,21.67,64.99,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

94,23:15-23:30,0,22.14,0,2.89,2.98,9.62,10.5,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,50.67,15,22,50.67,22,66,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

95,23:30-23:45,0,22.14,0,2.89,2.98,9.62,10.5,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,51.67,15,22.5,51.67,22.5,67.5,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

96,23:45-24:00,0,22.14,0,2.89,2.98,9.62,10.5,100.27,5.12,31.29,2.89,48.12,260.45,9.62,50,0,1.92,2.89,9.62,0,0,272.15,6.8,0,0,0,0,0,53.33,15,23.33,53.33,23.33,70.01,0,115.09,7.68,0,10.35,30.5,86.82,30.5,0,0,0,0,0,0,0

