Column1,Block,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/3469,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/4651,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/1906,NR/2025/25513/A/56895,WR/2025/26427/A/56998,WR/2025/26582/A/57275,WR/2025/26499/A/57277,NR/2025/25159/A/56985,WR/2025/26426/A/56995,GNA/SR/2025/03/01/7500,NR/2025/25558/C,NR/2025/25557/C,GNARE/NR/2024/12/20/3668,Total
48,11:45-12:00,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

49,12:00-12:15,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

50,12:15-12:30,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

51,12:30-12:45,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

52,12:45-13:00,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

53,13:00-13:15,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

54,13:15-13:30,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

55,13:30-13:45,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

56,13:45-14:00,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

57,14:00-14:15,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

58,14:15-14:30,0,0,9.6,0,0,23.04,6.72,26.99,4.41,23.04,5.76,26.99,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,98.33,341.95

59,14:30-14:45,0,0,9.6,0,0,23.04,6.72,0,4.41,23.04,5.76,0,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,94.4,284.04

60,14:45-15:00,0,0,9.6,0,0,23.04,6.72,0,4.41,23.04,5.76,0,0,23.04,0,0,0,40.32,0.91,0,0,38.4,14.4,92.4,282.04

61,15:00-15:15,0,0,9.6,0,0,23.04,6.72,0,4.41,23.04,5.76,0,0,23.04,0,0,0,40.32,0.67,0,0,38.4,14.4,88.66,278.06

62,15:15-15:30,0,0,9.6,0,0,23.04,6.72,0,4.41,23.04,5.76,0,0,23.04,0,0,0,40.32,0.67,0,0,38.4,14.4,82.94,272.34000000000003

63,15:30-15:45,0,0,9.6,0,0,23.04,6.72,0,4.41,23.04,5.76,0,0,23.04,0,0,0,40.32,0.67,0,0,38.4,14.4,77.21,266.61

64,15:45-16:00,0,0,9.6,0,0,23.04,6.72,0,4.41,23.04,5.76,0,0,23.04,0,0,0,40.32,0.67,0,0,38.4,14.4,71.66,261.06

65,16:00-16:15,0,0,9.6,0,0,23.04,6.72,13,4.41,23.04,5.76,13,0,23.04,0,0,0,40.32,0.53,0,0,38.4,14.4,65.29,280.55

66,16:15-16:30,0,0,9.6,0,0,23.04,6.72,13,4.41,23.04,5.76,13,0,23.04,0,0,0,40.32,0.53,0,0,38.4,14.4,58.31,273.57000000000005

67,16:30-16:45,0,0,9.6,0,0,23.04,6.72,20,4.41,23.04,5.76,20,0,23.04,0,0,0,40.32,0.53,0,0,38.4,14.4,51.33,280.59000000000003

68,16:45-17:00,0,0,9.6,0,0,23.04,6.72,25,4.41,23.04,5.76,25,0,23.04,0,0,0,40.32,0.53,0,0,38.11,10.18,44.9,279.65

69,17:00-17:15,0,0,9.6,0,0,36.48,6.72,27,4.41,36.48,5.76,27,100,36.48,0,0,0,40.32,0.53,0,0,0,0,37.96,368.73999999999995

70,17:15-17:30,0,0,9.6,0,0,36.48,6.72,26.99,4.41,36.48,5.76,26.99,100,36.48,0,0,0,40.32,0.53,0,0,0,0,30.72,361.4799999999999

71,17:30-17:45,0,0,9.6,0,0,36.48,6.72,26.99,4.41,36.48,5.76,26.99,100,36.48,0,0,0,40.32,0.53,0,0,0,0,22.87,353.62999999999994

72,17:45-18:00,0,0,9.6,0,0,36.48,6.72,26.99,4.41,36.48,5.76,26.99,100,36.48,0,0,0,40.32,0.53,0,0,0,0,16.67,347.42999999999995

73,18:00-18:15,0,100,9.6,0,0,36.48,6.72,32,4.87,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.53,0,0,0,0,11.29,486.13

74,18:15-18:30,0,100,9.6,0,0,36.48,6.72,32,4.87,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.53,0,0,0,0,3.84,478.67999999999995

75,18:30-18:45,0,100,9.6,0,0,36.48,6.72,0,4.87,36.48,5.76,31.71,100,36.48,33.6,0,0,40.32,0.53,0,50,0,0,0.15,492.7

76,18:45-19:00,0,100,9.6,0,0,36.48,6.72,0,4.87,36.48,5.76,31.71,100,36.48,33.6,0,0,40.32,0.53,0,50,0,0,0,492.55

77,19:00-19:15,0,100,9.6,0,0,36.48,6.72,0,4.87,36.48,5.76,31.71,100,36.48,33.6,0,0,40.32,0.62,0,50,0,0,0,492.64000000000004

78,19:15-19:30,0,100,9.6,0,0,36.48,6.72,0,4.87,36.48,5.76,31.71,100,36.48,33.6,0,0,40.32,0.62,0,50,0,0,0,492.64000000000004

79,19:30-19:45,0,100,9.6,0,0,36.48,6.72,0,4.87,36.48,5.76,31.71,100,36.48,33.6,0,0,40.32,0.62,0,50,0,0,0,492.64000000000004

80,19:45-20:00,0,100,9.6,0,0,36.48,6.72,0,4.87,36.48,5.76,31.71,100,36.48,33.6,0,0,40.32,0.62,0,50,0,0,0,492.64000000000004

81,20:00-20:15,0,100,9.6,0,0,36.48,6.72,2.79,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,543.81

82,20:15-20:30,0,100,9.6,0,0,36.48,6.72,2.79,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,543.81

83,20:30-20:45,0,100,9.6,0,0,36.48,6.72,12.39,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,553.4100000000001

84,20:45-21:00,0,100,9.6,0,0,36.48,6.72,12.39,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,553.4100000000001

85,21:00-21:15,0,100,9.6,0,0,36.48,6.72,25.87,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,566.8900000000001

86,21:15-21:30,0,100,9.6,0,0,36.48,6.72,25.87,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,566.8900000000001

87,21:30-21:45,0,100,9.6,0,0,36.48,6.72,25.87,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,566.8900000000001

88,21:45-22:00,0,100,9.6,0,0,36.48,6.72,25.87,4.96,36.48,5.76,32,100,36.48,33.6,0,0,40.32,0.62,48,50,0,0,0,566.8900000000001

89,22:00-22:15,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,100,23.04,33.6,24,24,40.32,0.53,48,50,0,0,0,792.6500000000001

90,22:15-22:30,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,100,23.04,33.6,24,24,40.32,0.53,48,50,0,0,0,792.6500000000001

91,22:30-22:45,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,100,23.04,33.6,24,24,40.32,0.53,48,50,0,0,0,792.6500000000001

92,22:45-23:00,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,100,23.04,33.6,24,24,40.32,0.53,48,50,0,0,0,792.6500000000001

93,23:00-23:15,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,0,23.04,33.6,24,24,40.32,0.48,48,50,0,0,0,692.6000000000003

94,23:15-23:30,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,0,23.04,33.6,24,24,40.32,0.48,48,50,0,0,0,692.6000000000003

95,23:30-23:45,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,0,23.04,33.6,24,24,40.32,0.48,48,50,0,0,0,692.6000000000003

96,23:45-24:00,0,100,9.6,166.48,55.49,23.04,6.72,26.99,5.05,23.04,5.76,26.99,0,23.04,33.6,24,24,40.32,0.48,48,50,0,0,0,692.6000000000003

